Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male3
ENSMODG00000000515	0.64	5.19	2.68	2.54	1.1	1.9	9.07
ENSMODG00000017465	0.23	0.11	0.06	0.05	0.06	0	0.22
Locus_317743	0	0	0	0	0	0	1.2
CUFF.79745	0	0.74	0.49	0.66	0.81	0	0.19
ENSMODG00000010710	15.22	11.88	7.07	11.64	12.83	8.61	20.63
Locus_373653	0	0	0	0	0	0	0.61
ENSMODG00000017755	0.26	9.63	2.18	4.04	2.51	3.12	0.56
Locus_120291	0.67	0.11	0.16	0	0.24	0	0.11
blastnGorilla.Locus_439413	0	0	0	0	0	0	0
Locus_86861	0	0.37	0.14	0	0	0	2.27
ENSMODG00000020222	61.06	146.55	38.27	117.13	42.6	37.23	137.18
Locus_120306	0.32	0.15	0.58	0.54	2.68	0	0
Locus_230745	0	0	0	0.49	1.2	1.69	0.83
blastnXenopus.Locus_93030	0	0	1.08	0	0	0	0
blastnChicken.Locus_99439	0	0	0	0	0	0	0
ENSMODG00000016316	25.85	10.69	9.92	31.09	24.09	32.32	8.86
ENSMODG00000019666	8.67	2.83	6.52	4.53	34.88	15.2	4.57
ENSMODG00000004172	0.24	2.59	2.85	3.53	2.69	2.64	2.48
ENSMODG00000021448	37.62	21.3	57.87	43.93	131.32	98.54	24.91
ENSMODG00000009494	15.51	22.3	32.78	16.71	42	23.87	756.23
CUFF.31042	0.27	0.13	0	0	0	0	2.4
ENSMODG00000002980	2014.55	178.88	152.9	49.14	62.66	51.74	117.12
ENSMODG00000010238	0	0	0.02	0.05	0	0	9.68
ENSMODG00000002808	9.52	11.34	5.57	9.93	2.45	2.46	4.27
ENSMODG00000005555	14.98	4.1	16.25	2.41	13.88	4.81	13.52
ENSMODG00000006138	1.06	0.52	0.58	1.53	0.56	3.19	0.08
Locus_88451	1.19	0.96	0.8	0.23	0.1	0.22	0.27
ENSMODG00000017075	2.56	18.51	15.9	1.65	0.3	4.42	8.13
ENSMODG00000016860	10.11	0.68	1.26	0.24	0.95	0.67	0
blastnHuman.XLOC_011610	0	0	0	0	0	0	0
ENSMODG00000023768	0	0	0.04	0	0	0	0
ENSMODG00000002041	59.32	5.46	2.94	0.71	0.42	0.44	0.85
blastnPlatypus.Locus_120844	0	0	0	0	0	0	0
Locus_320490	0	0	0	0	0	0	1.6
Locus_192672	0	0	0	0	0	0	0.3
Locus_230779	0	0	0.08	0.19	0.24	0.27	0.66
Locus_187371	0.2	3.75	3.51	0.5	0.31	0.81	0.1
ENSMODG00000018419	0.22	0.05	0.07	0.38	0.5	0.63	0.07
ENSMODG00000012519	5.79	4.53	2.81	5.16	5.45	4.41	2.47
ENSMODG00000006104	8.44	4.74	7.98	4.36	10.36	8.17	3.93
ENSMODG00000000442	12.13	10.16	4.97	11.97	9.03	5.46	23.71
ENSMODG00000024603	12.4	5.79	18.9	11.41	40.82	36.93	7.26
ENSMODG00000023708	0	0	0	0	0	0	0
ENSMODG00000010350	9	1.61	2.91	1.76	15.36	7.91	20.97
Locus_120790	0	0	0	0	0	0	0
ENSMODG00000024883	7.53	9.85	1.69	7.72	0.43	2.2	3.6
Locus_229776	0.31	0	0	0	0	0	1.65
ENSMODG00000008530	0.54	2.54	1.79	0.06	0.21	0.48	0.41
Locus_122153	0.12	0.35	0.09	0.42	0	0.44	0.96
ENSMODG00000001782	14.96	0.12	0.06	0.02	0	0	1.24
ENSMODG00000005324	10.18	33.59	12.87	9.85	7.33	7.66	42.24
ENSMODG00000024919	1.25	0.63	0.36	1.37	0.58	1.17	26.69
ENSMODG00000004059	18.2	0.01	0.11	0.02	0	0	0.03
ENSMODG00000000348	1.21	1.55	1.53	4.38	1.82	2.18	5.86
ENSMODG00000016164	7.79	10.83	9.33	8.35	5.01	11.32	11.4
ENSMODG00000017313	1.77	27.57	75.45	0.3	11.17	4.38	24.49
blastnHuman.ENSG00000242072	0	0	0	0	0	0	0
Locus_316995	0.16	0.58	0.53	0.14	0.25	0	0.16
ENSMODG00000005085	10.02	13.02	7.01	12.89	14.52	10.44	38.73
ENSMODG00000020819	259	216.27	53.59	215.72	103.07	78.34	173.49
ENSMODG00000010560	8	10.81	10.48	4.45	14.77	3.5	1.29
ENSMODG00000025412	1.89	0	0.09	0.15	0.54	0	0
ENSMODG00000014531	0	0	0	0	0	0	0
Locus_230088	0	0	0	0	0	0	3.37
ENSMODG00000016926	9.54	15.92	14.6	17.8	18.91	16.48	19.31
Locus_371982	0	0.15	0.34	0	0	0	0.61
blastnMouse.CUFF.132674	0	0	0	0	0	0	0
Locus_120567	0	0	0	1.96	16.94	0.08	0
Locus_230784	0.14	0	0	0	0	0	5.22
ENSMODG00000022883	0	0	0	0	0	0	0
ENSMODG00000007969	7.62	6.28	47.29	9.3	145.74	58.46	23.31
ENSMODG00000001762	135.04	179.23	349.08	269.13	626.68	405.93	600.63
ENSMODG00000009907	6.39	0.13	0.01	0.02	0	0	0.7
ENSMODG00000004403	66.94	30.23	24.24	15.76	12	17.28	90.55
ENSMODG00000025002	0	0	0	0	0	0	0
ENSMODG00000003550	77.29	0.71	0.51	1.26	4.78	1.46	0
ENSMODG00000002696	11607.45	2464.49	202.38	1078.95	177.44	173.03	249.24
Locus_392111	0	1.35	8.92	3.2	31.29	8.35	0.46
ENSMODG00000008259	36.45	0.79	3.04	0.33	0.31	4.01	13.02
ENSMODG00000008860	10.27	7.36	10.98	11.01	12.18	12.12	4.2
ENSMODG00000009451	100.01	55.66	65.07	109.06	137.27	144.33	48.43
ENSMODG00000007582	7211.61	2664.1	4825.99	10650.38	27901.29	10367.14	2202.74
ENSMODG00000014006	75.19	36.21	96.4	76.96	431.42	302.52	26.25
ENSMODG00000019611	7.5	6.03	4.12	0.98	1.86	1.56	58.01
ENSMODG00000020971	20.99	6.79	7.48	6.9	9.02	7.47	21.85
Locus_317075	0	0	0	0	0	0	0.21
ENSMODG00000013088	166.39	86.25	41.43	63.7	61.88	35.85	93.91
Locus_34396	0	0	0	0	0	0	0.7
ENSMODG00000011821	15.93	12.96	10.59	22.92	9.14	19.28	7.04
Locus_99454	0	0	0	0	0	0	1.11
ENSMODG00000013849	901.14	326.47	355.31	691.02	1421.68	1149.03	408.75
ENSMODG00000014307	2.67	2.39	2.9	0.55	0.68	1.14	1.27
ENSMODG00000013111	6.61	7.03	3.11	5.93	1.2	4.34	8.22
Locus_122260	0	0	0	0	0	0	0
ENSMODG00000004479	54.16	32.1	20.22	34.34	17.74	18.05	12.01
ENSMODG00000022965	1.19	1.86	1.57	1.3	0.89	4.55	5.08
Locus_191666	0	0	0	0	0	0	0.52
Locus_372418	0	0	0	0	0	0	0.97
Locus_391101	0	0	0	0.25	0	0	2.01
Locus_121805	0	0	0	0	0	0	0.17
ENSMODG00000018292	1.76	0	0	0	0.57	0	19.87
ENSMODG00000006568	2	1.03	0.62	0.11	0.02	0	4532.3
Locus_187152	4.12	2.06	16.79	7.17	91.29	52.04	2.49
ENSMODG00000009847	0	0.11	0.23	0	0.12	0	2.17
Locus_375566	0.08	0	0	0	0	0	10.47
Locus_34571	0	0	0	0	0	0	1.97
ENSMODG00000020553	58.11	293.39	1401.95	178.6	1221.74	1082.21	59.43
Locus_189940	0	0	0	0	0	0	0
ENSMODG00000019618	87.27	0.68	0.9	0.48	0.19	0.46	2.64
ENSMODG00000001264	20.83	4.58	6.78	1.06	2.89	3.15	1.11
ENSMODG00000010218	6.61	7.64	13.91	10.49	45.83	16.84	37.54
ENSMODG00000014582	6.39	6.03	5.66	7.9	1.88	14.82	10.1
ENSMODG00000006409	15.35	2.35	1.13	3.2	0.95	3.35	0.4
ENSMODG00000019350	0.99	7.69	9.5	1.49	0.92	2.85	3.83
ENSMODG00000022932	0	0	0	0	0	0	0
ENSMODG00000020063	0	0	0.08	0	0	0	0
ENSMODG00000011317	0.7	1.88	1.65	2.51	1.28	5.09	1.54
Locus_418259	0.37	0.7	0.4	0.62	0.77	0.43	0.53
ENSMODG00000011684	0.12	0.25	0.11	12.39	2.09	4.21	4.13
ENSMODG00000014597	16.09	17.14	8.04	8.25	3.85	7.2	2.79
ENSMODG00000017097	4.09	3.06	2.3	4.45	6.58	2.28	35.18
Locus_372495	0	1.47	0.75	0	1.27	0	0
ENSMODG00000002001	48	82.54	86.61	83.35	161.7	106.22	88.01
ENSMODG00000025689	2.83	4.86	10.92	14.52	44.59	37.56	7.29
Locus_229593	0	0	0	0.18	0	0	2.67
ENSMODG00000003572	18.71	12.43	4.71	9.21	1.31	2.95	12.77
Locus_316643	0	0	0	0	0	0	1.36
ENSMODG00000012285	19.67	15.9	29.46	24.96	31.92	30.06	9.66
ENSMODG00000002281	0.3	1.13	2.19	41.23	47.41	21.22	5.22
Locus_228514	0	0	0	0.19	0.4	0.36	0
ENSMODG00000016863	11.73	0.45	0.1	0.1	0.04	0.04	3.31
Locus_321874	0.85	0.31	3.03	0	2.25	0.25	0.31
ENSMODG00000005284	40.36	44.29	53.58	38.94	183	78.1	22.69
ENSMODG00000003267	0.28	0.8	0.25	6.27	7.04	9.54	0.61
ENSMODG00000023257	0	0	0	0	0	0	271.29
Locus_320392	0	0	0	0	0	0	1.18
ENSMODG00000015850	2.25	3.84	2.84	1.46	0.99	1.35	1.42
ENSMODG00000015606	10.11	29.75	20.49	31.98	53.27	28.31	9.79
blastnHuman.ENSG00000248859	0	0	0	0	0	0	0
ENSMODG00000017316	14.3	12.4	13.51	16.6	11.99	18.27	11.01
ENSMODG00000004591	461.39	110.07	196.66	336.69	958.29	741.21	106.45
ENSMODG00000009601	2.59	5.28	3.87	0.47	0.29	0.24	3.71
ENSMODG00000004326	40.64	119.91	97.27	279.6	159.37	145.74	23.86
Locus_89064	3.29	0	0	0	0	0	0.53
ENSMODG00000017684	0	0.1	0.16	0.37	0.34	0.26	2.8
ENSMODG00000022943	0	0	0	0	0	0	0
ENSMODG00000002526	1.48	2.16	7.8	1.37	4.72	1.29	2.03
Locus_89993	0	0	0	0	0	0	10.91
ENSMODG00000002746	0.22	0.09	0.01	0	0.06	0	1.44
ENSMODG00000022912	0	0	0	0	0	0	0
blastnHuman.ENSG00000236678	0	0	0	0	0	0	0
ENSMODG00000018818	2.27	10.13	12.04	11.99	8.03	14.85	8.64
ENSMODG00000011601	0.53	1.63	1.78	1.87	4.18	4.17	1.15
ENSMODG00000013940	15.27	19.2	36.98	61.3	129.78	107.05	6.99
ENSMODG00000023604	0	0	0.07	0	0	0	0
CUFF.45608	0	0	0	0	0	0.1	0
ENSMODG00000000787	4.09	2.93	2.11	0.1	0.48	0.13	105.33
ENSMODG00000017138	0	0	0.1	0	0	0	0
ENSMODG00000008683	0.44	1.93	2.42	0.21	0.6	0.3	318.22
ENSMODG00000017093	11.94	23.27	9.5	14.64	8.99	5.19	63.86
ENSMODG00000019847	0	0	0	0.1	0	0	0
ENSMODG00000004954	225.47	56.72	37.53	82.21	58.63	68.68	80.05
ENSMODG00000005721	2.5	4.18	4.94	5.26	10.01	13.1	13.13
ENSMODG00000002592	0.07	0	0	0.11	0.36	0.4	0
Locus_229340	0	0	0	0	0	0	7.88
Locus_391231	0	0	0	0	0	0	2.74
ENSMODG00000001490	36.53	6.27	5.3	38.44	16.47	39.34	14.87
ENSMODG00000003040	19.34	4.48	4.27	1.99	6.79	3.46	2.56
Locus_229506	0	1.01	0.38	0	0.37	0	0.85
ENSMODG00000016968	13.05	0	0.03	0	0	0	0
ENSMODG00000017119	2.92	1.24	0.71	0.28	0.34	0	0.47
ENSMODG00000015925	0	0	0	0	0.04	0	0
ENSMODG00000016818	121.33	43.9	12.48	13.19	28.1	3.59	87.38
ENSMODG00000010373	34.1	5.59	6.19	7.07	10.32	6.57	2.41
ENSMODG00000000205	118.07	113.77	109.02	138.5	213.72	163.09	30.61
ENSMODG00000009436	520.17	667.93	332.29	602.63	453.46	338	377.43
ENSMODG00000006344	0	0.07	0.17	325.25	45.93	202.87	0.33
CUFF.304705	2.27	6.73	4.86	2.78	2.39	2.38	4.76
Locus_87225	0.41	0.03	0.13	0	0	0	0
ENSMODG00000009577	0	1.7	6.53	2.34	2.43	4.04	0.43
Locus_187353	0.49	0.62	0.24	0	0	0	0.31
ENSMODG00000013351	0.1	4.9	20.84	0.08	1.7	0.45	0
ENSMODG00000012811	0.36	0	0.09	0	0.26	0	2.47
ENSMODG00000019831	15.09	2.28	1.74	0.74	0	0.17	0.07
ENSMODG00000020624	0.16	2.48	2.16	7.92	5.21	17.83	12.58
ENSMODG00000013672	3.11	4.83	7.86	9.52	11.41	11.99	2.73
ENSMODG00000011742	104.1	94.44	89.82	87.61	223.46	84.91	89.2
ENSMODG00000017411	11.36	48.74	12.88	7.34	3.51	5.37	52.59
Locus_120213	0	0.07	0.05	0	0	0.17	0
Locus_420058	0	0	0	0	0	0	0.15
ENSMODG00000019693	0	0	0	0	0	0	0
ENSMODG00000019806	7.93	0.8	0.83	0.26	0.11	0.4	6.02
ENSMODG00000013694	34.09	66.46	28.92	46.54	44.51	21.03	1017.84
CUFF.60383	0.48	0.93	0.29	2.75	0.17	0.38	0
Locus_121773	0	0	0	0	0	0	0.61
ENSMODG00000004731	32.32	26.17	17.06	33.29	5.89	90.41	8.27
Locus_317715	0	0	0	0	0	0	0.89
Locus_377853	0	0.33	0.85	0.2	1.23	1.1	0
CUFF.109071	0.22	0.02	0.03	4.74	0.41	19.92	0.04
blastnGorilla.Locus_392319	0	0	0	0	0	0	0
Locus_186775	0	0.12	0	0.07	0.09	0	7.77
Locus_230737	0	0	0	0	0	0	2.64
ENSMODG00000019065	468.33	43.08	56.81	37.12	64.9	66.64	48.29
ENSMODG00000023743	0.55	1.75	0.56	0.53	0.15	0.41	0.17
ENSMODG00000003681	0.53	0.42	0.61	0	0.09	0.1	2.84
ENSMODG00000006996	24.78	12.74	14.73	3.92	1.98	2.57	1.37
ENSMODG00000007520	0	0.14	0.76	0	0	0	0
ENSMODG00000017765	25.89	20.14	7.71	15.53	7.9	6.68	27.85
ENSMODG00000013533	5.27	16	13.12	15.37	27.88	12.5	1.58
blastnHuman.ENSG00000255750	0	0	0	0	0	0	0
ENSMODG00000024322	0	0	0	0	0.09	0	0
ENSMODG00000009863	0.08	4.54	1.65	5.75	0.67	2.14	2.42
Locus_90786	0.87	0.14	0	0	0	0	0.14
ENSMODG00000008235	91.03	44.69	31.61	27.59	70.16	41.2	28.33
ENSMODG00000019732	83.32	76.06	25.47	60.56	30.85	21.37	100.78
ENSMODG00000023780	0	0	0	0	0	0	0
ENSMODG00000018588	13.77	41.13	17.89	18.7	25.6	24.96	40.82
Locus_32884	0	0	0.13	0	0	0	0.17
ENSMODG00000000316	5.09	2.14	2.75	1.32	1.36	1.63	5.44
Locus_92141	0	0	0	0	0	0	0.13
Locus_33210	0	0	0.04	0	0	0	4.42
ENSMODG00000019899	36.93	6.8	11.18	2.25	6.65	2.72	56.86
ENSMODG00000010782	6.53	14.05	9.58	17.06	5.21	16.42	19.75
ENSMODG00000013044	33.55	36.61	27.43	35.15	45.73	35.35	50.32
Locus_374711	0	0	0	0	0	0	6.03
ENSMODG00000021033	21.14	11.91	5.6	16.67	4.25	5.77	43.26
blastnHuman.Locus_117888	0	0	0	0	0	0	0
ENSMODG00000011693	480.46	36.05	18.82	11.82	2.14	5.05	15.44
ENSMODG00000002927	3.26	6.12	6.48	4.62	4.75	4.96	0.26
ENSMODG00000003846	0.67	0.18	0.07	0.24	0.3	0	0.88
ENSMODG00000012072	40.64	38.1	27.67	60.8	76.11	51.21	34.88
Locus_121602	0.65	0.47	0.18	0.14	0	0.19	1.82
ENSMODG00000012700	0	0	0	0	0	0	0
Locus_376851	0.5	0	0	0	0	0	3.25
Locus_375083	0	1	0.55	0.25	0	0	0.87
Locus_372200	0	0	0	0	0	0	0.72
ENSMODG00000009514	17	10.26	11.19	9.98	2.83	13.12	50.8
ENSMODG00000008463	1.67	0.15	0.11	0	0.11	0.12	0.15
ENSMODG00000024772	0	4.34	9.52	37.38	15.23	64.43	3.2
ENSMODG00000014720	52.37	79.17	107.45	60.6	82.44	86.43	52.62
ENSMODG00000022733	39.86	90.45	124.15	177.68	548.6	321.79	53.49
ENSMODG00000004772	3.55	8.3	8.06	8.28	13.91	18.29	4.5
ENSMODG00000019281	0.96	0.17	0.18	0	0.12	0	7.8
Locus_317500	0	0.2	0	3.55	1.32	0	0
Locus_319494	0.1	26.57	22.38	2.45	7.14	2.12	0.19
ENSMODG00000015895	18.91	17.34	16.95	26.43	37.76	24.7	51.51
CUFF.321506	0.04	0.04	0	0	0	0	0.06
ENSMODG00000002818	0.06	0.03	0.02	0.25	0.25	0.14	0.06
ENSMODG00000025767	15.91	14.24	14.9	7.97	29.04	6.71	18.73
ENSMODG00000025510	0	0	0	0	0	0	0
blastnOrangutan.Locus_60056	0	0	0.22	0	0	0	0
ENSMODG00000005082	11.16	5.03	13.77	7.9	56.5	43.95	5.11
Locus_318027	0	0	0	0	0	0	4.11
ENSMODG00000020254	3.3	1.49	2.4	0.47	0.97	0.87	1.16
CUFF.78634	3.87	1.03	1.56	1.46	0.45	0	0.21
blastnHuman.Locus_174894	0	0	0	0	0	0	0
ENSMODG00000006802	5.48	25.47	29.41	217.77	273.91	141.23	21.35
ENSMODG00000013302	160.22	134.96	9.55	52.86	7.61	10.1	141.28
ENSMODG00000024127	0.19	2.57	1.37	4.04	1.78	2.37	0.36
ENSMODG00000012290	1.58	12.43	8.7	1.93	4.56	1.77	1.88
ENSMODG00000010441	0.28	2.21	1.55	4.39	4.51	3.6	0.73
ENSMODG00000014945	3.25	4.53	3.1	12.22	1.69	9.57	13.17
ENSMODG00000007505	8.55	6.89	7.8	4.7	1.72	5.22	7.16
Locus_373137	0	0	0	0	0	0	2.02
Locus_232005	0.16	0.08	0.06	0	0	0.19	0.32
Locus_186577	0	0	0	0	0	0	1.38
ENSMODG00000022720	0	0	0	0	0	0	0.16
ENSMODG00000008972	0.87	2.7	1.17	1.51	0.29	0.94	0.24
Locus_120464	0	0.42	0.08	0	0	0	5.53
blastnHuman.ENSG00000254933	0	0	0	0	0	0	0
ENSMODG00000017803	52.96	21.37	8.24	38.64	3.37	10.79	32.83
ENSMODG00000006064	34.88	69.75	44.88	97.4	50.38	51.49	91.55
ENSMODG00000024096	2.46	6.3	13.85	6.08	2.59	10.31	6.18
ENSMODG00000016295	11.51	1.39	0.69	0.17	0.08	0.09	2.71
ENSMODG00000018124	7.84	8.92	7.46	61.7	118.71	28.45	1582.82
Locus_189657	0	0	0	0	0	0	0.73
Locus_33819	0	0.29	0.22	0	0	0.36	0
ENSMODG00000003819	25.1	0.17	1.07	67.97	27.81	71.33	3.45
Locus_89392	0	0	0	0	0	0	8.05
ENSMODG00000004763	4.05	7.94	7.54	9	5.01	12.51	0.76
ENSMODG00000011279	0.17	0.99	1.18	0.63	2.19	0.49	2.49
ENSMODG00000006941	7.33	1.41	1.71	1.6	1.45	1.2	11.43
Locus_376598	2.34	0.7	0.21	0.5	0.62	0	0.28
Locus_34327	0.44	0.21	0.16	0	0	0	0.21
ENSMODG00000009646	0.04	64.56	35.14	0.99	1.01	0.85	47.02
ENSMODG00000015213	5.3	3.22	3.12	5.5	2.14	4.43	11.64
Locus_91500	0	0	0	0	0	0	7.86
ENSMODG00000018543	8.86	4.62	4.76	7.69	7.86	12.13	2.32
ENSMODG00000011458	0.12	1.52	2.18	2.04	0.37	1.65	1.06
ENSMODG00000016445	1.22	7.23	6.23	21.6	5.61	46.04	0.18
CUFF.38962	0	0	0	0.2	0	0	0.47
ENSMODG00000021430	0.17	5.87	7.39	0.2	2.19	2.12	0.17
Locus_92292	0	0	0	0	0	0	0
ENSMODG00000000367	126.22	129.43	29.99	101.02	67.37	30.61	66.42
ENSMODG00000007502	0.75	14.77	11.58	6.22	2.2	1.81	29.46
ENSMODG00000013980	0.79	0.82	2.25	0	0.83	0.31	0.77
ENSMODG00000004332	0.12	0.26	0.28	0.1	0.13	0	0.2
Locus_419553	0	0.68	0.13	0	0	0	0
ENSMODG00000018563	77.65	26.69	13.55	83.24	35.42	45.08	17.42
ENSMODG00000007212	23.7	0	0.12	34.21	24.46	34.14	0.55
ENSMODG00000022676	0	0	0	0	0	0	0
ENSMODG00000020594	3.91	0.37	0.28	0	0	0	0.21
Locus_318640	0	0	0	0	0	0	0.35
ENSMODG00000008327	60.91	62.57	25.29	89.27	47.31	36.29	3.04
Locus_320176	0.38	0.18	0.69	0	0	0	0.18
ENSMODG00000014488	0	1.19	4.81	1.27	5.52	1.62	0.24
ENSMODG00000010335	0	0	0.04	0	0	0	0.05
Locus_34670	0	0	0	0	0	0	1.75
Locus_372297	0	0	0	0	0	0	8.07
ENSMODG00000010091	48.14	24.16	39.05	122.01	211.83	108.89	29.45
ENSMODG00000011048	8.71	9.82	4.72	4.57	0.2	4.05	31.62
ENSMODG00000018329	20.43	1.02	0.29	0	0	0	0.35
ENSMODG00000020079	29.54	1.4	1.08	2.03	0.95	3.46	14.28
Locus_33481	0	0	0	0	0	0	2.02
ENSMODG00000013740	13.61	20.73	11.65	16.18	2.6	7.54	37.08
Locus_34541	0	0	0.07	0	0	0	3.22
Locus_322534	0.19	2.83	0.54	3.61	4.54	4.79	12.98
ENSMODG00000013525	0	0.4	0.24	1.85	1.14	2.4	6.92
ENSMODG00000014427	0.05	2.23	3.79	26.32	20.88	49.66	0.23
Locus_376895	0	0	0	0	0	0	1.12
Locus_185865	0	0	0	0	0.22	0	1.8
ENSMODG00000016733	4.65	2.85	7.22	3.62	4.98	5.31	22.95
blastnGorilla.Locus_371788	0	0	0	0	0	0	0
ENSMODG00000011749	24.88	0.87	1.29	0.21	0.23	0.34	1.03
ENSMODG00000000877	0.11	0.03	0.02	0.13	0.17	0	0.89
ENSMODG00000021102	3.11	7.03	9.36	4.11	3.87	5.58	10.33
Locus_120188	0	0	0.04	0	0	0	2.47
ENSMODG00000002897	0	0	0.26	0.3	0.37	0	0
blastnMouse.Locus_87447	0	0	0	0	0	0	0
ENSMODG00000001391	0.38	3.8	2.87	0.25	0.58	0.75	7.22
ENSMODG00000017955	0	0	0	0	0	0	0
ENSMODG00000007792	34.08	9.1	10.97	5.72	15.95	8.03	5.71
blastnHuman.ENSG00000229941	0	0	0	0	0	0	0
ENSMODG00000008415	1.43	1.55	2.37	4.06	3.38	3.14	2.15
Locus_229356	0	0	0	0	0	0	4.93
ENSMODG00000020381	0	0	0.05	0.03	0.07	0	2.67
ENSMODG00000011666	50.83	3.91	2.08	0.21	0.53	0.77	40.2
ENSMODG00000014668	58.72	12.07	12.07	55.94	18.75	27.89	10.81
Locus_419721	0	16.62	11.35	0	0	0	0.47
ENSMODG00000016706	3.24	27.09	7.96	5.93	1.06	4.8	1602.02
ENSMODG00000022511	0	0	0	0	0	0	0
ENSMODG00000003188	109.55	1.32	0.82	0	0	0	0.16
ENSMODG00000015781	0.03	0.02	0.01	0.81	0.59	0.47	15.16
CUFF.322363	0	0.07	0.56	0	0.49	0.55	0
ENSMODG00000006660	8.19	11.26	7.84	10.68	14.13	3.44	1.38
ENSMODG00000005700	0	0	0	0	0	0	0
ENSMODG00000013921	0	0.34	0.26	0.09	0.22	0	0.15
ENSMODG00000019520	1.05	0.05	0.04	0.09	0.17	0	8.89
ENSMODG00000014551	0	0.14	3.85	0	0	0.35	0.14
ENSMODG00000017856	6.8	0.18	1.35	0.18	0.13	2.29	0
ENSMODG00000000799	35.48	0.12	0.28	0.07	0.27	0	0.16
ENSMODG00000007033	0	0	0	0	0	0	0
ENSMODG00000007834	0	0	0	0	0	0	0
ENSMODG00000020340	14.37	13.77	11.76	11.18	8.14	9.96	22.58
ENSMODG00000018131	24.36	7.62	9.94	5.84	17.11	12.02	9.65
ENSMODG00000008995	30.96	3.87	5.49	34.88	58.86	71.46	0.73
ENSMODG00000012059	1.79	20.49	24.07	10.79	24.06	11.54	7.6
ENSMODG00000007937	19.76	8.8	7.86	10.45	11.1	9.42	110.11
ENSMODG00000022572	0	0	0	0	0	0	0
ENSMODG00000010557	1.75	0.17	0.25	0	0.06	0	56.58
ENSMODG00000013132	6.69	3.68	9.2	11	18.68	40.11	4.14
ENSMODG00000004211	34.52	16.75	20.73	9.19	21.46	16.01	23.22
blastnGorilla.Locus_196236	0	0	0	0	0	0	0
ENSMODG00000015914	1.09	11.73	5.79	1.1	1.15	1.6	0.78
ENSMODG00000001251	0.27	0	0	0.05	0.23	0	2.7
Locus_321999	0	0.03	0.05	0.72	0	0	2.42
ENSMODG00000024066	0.98	113.85	132.59	0.94	3.37	0.51	4.86
ENSMODG00000004744	0.26	0.4	0.31	17.39	15.04	24.96	1.07
Locus_186417	0.38	0	0.28	0	0	0.22	0
Locus_316051	3.62	0.16	0.04	0	0.12	0	0.11
ENSMODG00000013928	0.13	0.05	0.05	0.06	0.11	0	0.34
Locus_313161	0	1.51	0.69	0.27	0.67	0	0.61
Locus_122348	0	0	0	0	0	0	2.49
ENSMODG00000001582	36.13	20.56	11.13	6.81	17.66	9.37	7.93
ENSMODG00000018260	3.61	2.78	1.56	1.19	0.64	0.68	2.25
CUFF.147108	0	0	0	0	0	0	2.3
ENSMODG00000018421	6.86	0.24	0.13	0.65	0.12	0.45	0.7
ENSMODG00000009306	6.62	0.62	0.87	0	0	0	0.05
ENSMODG00000003768	0	0.22	0.14	76.54	15.11	39.66	0.14
Locus_316501	0	0.18	0.07	0	0.1	0	10.59
ENSMODG00000019607	61.22	15.42	22.52	0.66	5.7	1.64	3.34
Locus_316557	0	0	0	0	0	0	1.2
Locus_313042	0.57	0.82	0	0.73	0	0	0.28
ENSMODG00000004959	4.91	0.07	0.4	0.21	0.4	0.08	0.22
ENSMODG00000002199	443.31	0.02	0.02	0.53	0.11	0.06	0.08
ENSMODG00000010978	0	0	0.02	0.91	2.05	3.62	0
ENSMODG00000000860	0.19	2.1	0.49	0	0	0	0
ENSMODG00000014481	0.24	0.03	0.04	0.05	0.25	0.07	4.55
ENSMODG00000001096	0.25	4.89	6.88	2.92	5.63	6.69	25.86
ENSMODG00000017698	47.14	17.37	44.57	153.7	362.62	644.16	51.74
Locus_391945	1.73	0	0.02	0	0.1	0.06	0.23
Locus_88365	0	0	0	0	0	0	0
Locus_34776	0	0	0	0	0	0	3.56
Locus_120780	0	0	0	0	0	0	3.87
ENSMODG00000004926	13.78	15.54	8.47	11.66	5.63	8.41	38.17
ENSMODG00000025343	0	0	0	0	0	0	0
Locus_314517	0	0.39	0.16	0	0	0	5.97
ENSMODG00000013774	23.86	6.35	3.91	25.68	2.26	11.04	18.25
ENSMODG00000011023	2.15	4.04	3.13	11.59	13.7	4.92	0.49
ENSMODG00000001673	15.04	16.24	7.91	26.99	8.01	19.28	42.64
Locus_99193	0.33	0	0	0	0	0	21.18
blastnHuman.ENSG00000254089	0	0	0	0	0	0	0
ENSMODG00000006758	14.59	0	0.09	0	0	0	0.26
Locus_374842	0	0	0	0	0	0	4.49
ENSMODG00000003559	113.01	39.93	42.02	63.73	89.81	121.16	59.88
ENSMODG00000004466	0.37	0.27	1.05	0.39	3.13	1.21	0
ENSMODG00000001514	56.97	74.09	31.92	41.03	18.3	19.46	503.99
ENSMODG00000009278	6.71	11.75	7.98	6.14	1.24	5	5.92
ENSMODG00000000520	4.61	3.72	3.87	1.67	1.91	0.97	1.8
ENSMODG00000008640	0.47	0.56	0.89	17.02	17.55	10.19	0
ENSMODG00000000812	1.05	0.75	0.38	0	0	0	0.13
ENSMODG00000009557	18.68	20.17	7.83	23.73	15.91	11.08	89.56
ENSMODG00000010437	0	0	0	0	0	0	0
ENSMODG00000003105	241.98	149.21	67.18	134.58	112.7	66.05	157.75
