Gene	Brain_Male3	Brain_Male4	EmbryonicKidney_Indiv1	Liver_Male3	Ovary_Female1	Ovary_Female2	Ovary_Female3	Placenta_Female1	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3	Testis_Male4
ENSMUSG00000020653	1.27	2.14	3.89	4.85	6.23	8.21	7.61	17.66	13.29	17.42	15.26	1.27	1.15
Locus_66988	0	0	0	2.97	0	0	0	0	0	0	0	0.14	1.66
ENSMUSG00000091369	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028681	0.17	0.26	1.39	0.12	1.01	0.61	0.82	0.07	0.28	0.17	0.16	4.21	1.53
Locus_99471	0.1	0.02	0	1.4	0.02	0.04	0.02	1.58	2.55	0.89	1.68	0.06	0.1
Locus_27583	0.18	0.08	0.19	0.08	0.06	0.33	0.31	0.13	0.11	0.14	0.02	0.25	0.13
ENSMUSG00000028278	24.97	30.92	7.72	0.93	6.61	7.6	8.36	13.56	1.06	8.34	2.38	3.43	3.21
ENSMUSG00000060257	3.63	2.34	0	0	0	0.01	0	0	0	0	0	0.03	0
ENSMUSG00000075370	0.02	0.02	0	0	0	0.03	0	0.04	0.05	0.08	0.02	0.01	0.08
ENSMUSG00000028646	34.15	27.22	15.58	37.55	25.21	21.67	19.71	44.03	32.64	32.36	58.42	32.82	26.93
blastnPlatypus.Locus_179033	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037747	30.04	18.36	0.65	0	0.07	0.05	0.03	5.05	0.8	2.72	1.28	71.61	46.99
ENSMUSG00000057074	0.02	0.02	0.1	120.39	0.27	0.01	0	0	0.01	0.02	0	0.57	0
ENSMUSG00000079065	1.02	6.15	6.11	2.67	7.53	3.58	5.46	2.36	2.55	2.07	3.04	3.23	38.56
ENSMUSG00000073455	0.26	0.02	0.07	0.13	0.1	0.2	0.21	0.06	0.04	0.05	0.07	0.29	0.12
ENSMUSG00000063696	7.86	9.48	12.79	23.28	21.73	35.59	49.23	13.01	117.25	52.34	23.53	44.39	54.32
ENSMUSG00000067889	68.61	194.27	1.69	14	1.26	0.64	0.66	0.3	1.34	0.18	2.91	0.81	2.35
Locus_71248	0	0	0	0	0	0	0	0	0	0	0	1.25	0
ENSMUSG00000040163	0.04	0	0	0	0	0	0	0	0	0.01	0	98.84	68.16
ENSMUSG00000087276	0.34	0	0	0	0	0	0	0	0	0	0	0.13	0
Locus_36608	0	0	0	0	0	0.08	0	0	0	0	0	1.9	2.06
ENSMUSG00000072680	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020362	10.89	13.29	40.7	22.84	42.52	38.9	35.34	35.2	26.2	17.75	51.89	21.49	20.03
ENSMUSG00000004654	0	0	0.03	0	0	0	0	0.1	0.02	0.14	0	0	0.05
ENSMUSG00000074507	0.03	0.12	0	0	0	0	0	0	0	0	0	2.39	2.84
ENSMUSG00000006574	0.16	0.03	1.19	0.09	0.12	0	0.01	8.79	22.81	1.99	41.43	0.01	0
ENSMUSG00000015377	10.78	12.93	3.98	1.45	2.31	2.67	2.77	1.52	1.38	2.65	1.3	11.73	12.51
ENSMUSG00000025266	35.08	45.36	14.67	8.58	9.11	10.69	10.81	6.7	12.5	5.98	16.2	1.23	3.13
ENSMUSG00000032023	0.32	0.28	0.06	0.01	1.02	0.88	0.6	0.02	0.02	0.08	0	60.44	66.81
ENSMUSG00000068184	122.58	87.28	7.55	159.46	119.35	14.74	14.49	55.1	12.24	4.4	255.05	439.39	1403.18
ENSMUSG00000043866	4.48	2.69	2.69	5.59	2.18	3.81	3.38	2.44	7.81	4.7	3.29	8.26	9.32
ENSMUSG00000034023	0.47	0.98	5.96	0.04	1.31	1.24	1.33	0.4	2.7	0.23	3.72	9.93	13.64
ENSMUSG00000048481	14.01	7.99	0.99	2.11	1.93	1.3	1.45	0.69	1.38	1.53	0.64	20.11	10.88
Locus_21564	0.06	0	0	0	0	0	0.08	0	0	0	0.1	2.52	1.84
ENSMUSG00000027852	9.26	6.66	32.89	8.74	10.19	17.52	16.01	21.87	29.49	25.13	28.18	31.07	22.09
ENSMUSG00000091422	0.02	0	0	0	0.03	0	0	0	0	0	0	10.03	5.26
ENSMUSG00000021278	2.27	2.12	3.77	0.12	0.07	0	0	3.87	4.4	0.28	0.03	3.26	0.14
Locus_7173	0	0.18	0	0	0	0	0	0	0	0	0	0.41	1.86
Locus_21405	0	0	0.66	0	0	0	0	0	0	0	0	0.08	0.23
blastnChicken.Locus_110455	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038812	1.62	0.85	2.28	5.8	1.3	2.28	3.22	1.85	8.33	7.28	2.44	1.43	0.55
ENSMUSG00000035621	8.11	5.25	22.86	7.21	11.75	12.75	14.54	14.92	34.26	25.58	17.39	11.86	9.93
ENSMUSG00000028766	1.51	2.04	1.36	3.45	2.99	3.7	3.29	38.56	48.03	47.1	26.79	1.82	0.74
ENSMUSG00000047671	0.16	0.14	0.04	0.03	1.45	2.37	1.58	0	0.09	0.04	0	0.22	0
ENSMUSG00000043282	0.01	0	0	0.18	0.01	0	0	0	0	0	0	0	0
ENSMUSG00000032333	25.97	25.84	5.52	2.22	10.15	5.52	6.64	7.78	2.2	4.91	3.74	5.46	2.08
ENSMUSG00000037013	6.41	3.97	16.96	10.97	17.74	16.63	15.53	14.45	11.22	13.57	13.96	12.22	16.81
ENSMUSG00000047149	0	0	0	0	0	0	0.04	0	0	0	0	0	0
ENSMUSG00000066457	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.206598	0	0	0	0	0	0	0	0	0	0	0	0.45	0
ENSMUSG00000028699	0.06	0.01	0.36	0	2.06	4.64	3.17	7.54	0.6	10.64	0.28	0.68	2.49
ENSMUSG00000078995	0.42	0.07	0.47	0.67	0.59	0.85	1.12	0.22	0.39	0.18	0.09	0.13	0.07
ENSMUSG00000030785	3.31	0.6	0.07	0	0.05	0.05	0.05	0	0	0	0	0.14	0
Locus_71705	0	0	0	0	0	0	0	0	0	0	0	0	1.38
ENSMUSG00000040606	7.26	7.61	1.77	0.14	2.14	2.28	2.39	22.98	10.18	21.36	13.19	0.96	1.48
ENSMUSG00000031367	19.26	12.51	3.45	1.58	9.81	15.28	11.35	2.32	1.32	1.42	1.19	3.98	2.78
Locus_104648	0	0	0	4.74	0	0.14	0.31	0	0	0	1.03	1.39	0
blastnChicken.Locus_20553	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006378	2.2	2.02	5.9	43.09	0.73	0.62	0.6	1.57	3.48	1.04	2.07	1.14	0.46
ENSMUSG00000090129	2.41	1.58	0	0	0	0	0	0	0	0	0	0	0
Locus_53973	0.04	0.07	0.08	0	0	0	0	0	0	0	0	3.45	5.2
Locus_59470	0	0	0	0	0	0	0	0	0	0	0	0.28	0.37
ENSMUSG00000032041	0.3	0.71	6.13	9.56	3	3.31	3.81	2.19	2.96	3.54	2.1	0.81	0.85
ENSMUSG00000060688	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091971	5.81	2.13	0.59	2.2	3.62	0.86	0.99	2.66	3.77	2.07	3.84	1.37	0.42
ENSMUSG00000043671	3.62	7.79	2.79	1.86	2.34	2.25	2	1.05	2.25	0.8	3.57	0.75	0.94
ENSMUSG00000022820	2.96	0.99	1.21	2.66	0.62	3.38	2.66	0.34	2.34	1.63	0.61	2.42	0.28
ENSMUSG00000045111	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021886	0.23	0.29	0.5	3.88	2.83	1.99	1.5	0.93	0.08	0.23	0.35	4.08	5.24
Locus_26322	0	0	0	0	0	0	0	0	0	0	0	2.79	1.01
Locus_2491	0	0	0	0	0	0	0.11	0	0	0	0	0.77	0
ENSMUSG00000029027	2.64	5.68	1.5	1.41	2.83	1.99	1.56	2.27	1.58	1.72	2.15	1.06	1.67
ENSMUSG00000017002	0.13	0.34	0	0.52	1.32	5.18	5.13	1.48	4.43	12.09	2.59	0.46	0.21
ENSMUSG00000020941	0.78	0.75	1.07	0.64	1.41	0.96	1.2	0.5	0.51	0.57	0.25	0.58	0.81
ENSMUSG00000050379	15.95	17.99	4.05	0.49	4.93	2.91	2.99	5.84	7.5	2.34	10.68	6.24	13.08
Locus_7427	0	0	0	0	0	0	0	0	0	0.03	0.03	5.58	6.73
Locus_99554	0	0	0.37	0.15	0	0.25	0.09	0	0	0.8	0	0.16	0
blastnGorilla.Locus_464488	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024347	12.86	15.23	0.35	0	0.14	0.27	0.26	0.24	0.04	0.27	0.02	0.23	0.32
ENSMUSG00000074746	15.37	19.98	8.93	18.41	12.51	8.39	8.5	17.2	9.24	9.31	21.37	128.44	170.15
Locus_111558	0	0	0	0	0	0	0	0	0	0	0	1.2	1.55
ENSMUSG00000064373	98.92	44.94	40.78	2932.81	102.82	199.47	173.18	144.46	40.22	82.61	22.5	30.89	11.06
ENSMUSG00000073738	0.02	0.02	1.18	4.55	0.31	1.54	1.94	1.54	0.52	2.62	0.3	1.31	0.32
ENSMUSG00000027412	0.51	0.27	0.93	2.24	4.46	5.65	4.89	7.42	6.91	7.13	5.43	3.78	8.87
ENSMUSG00000059552	2.13	1.78	27.6	3.25	4.46	11.56	11.14	1.37	9.82	4.19	2.81	2.21	1.25
ENSMUSG00000022884	136.98	92.45	67.67	106.15	89.03	96.57	90.8	71.13	53.45	53.18	82.01	42.26	49.07
ENSMUSG00000019990	6.34	13.76	0.93	1.43	5.69	4.42	4.69	0.32	0.06	0.18	0.14	0.08	0.31
ENSMUSG00000053338	0.16	0.03	0.03	0	0.07	0.07	0.07	0.74	0.73	1.12	0.39	0.21	0.06
CUFF.237380	0	0	0	0	0	0	0	0	0	0	0	0.28	0.08
Locus_72300	0	0	0	0	0	0	0	0	0	0	0	0.06	0.34
Locus_54190	0	0	0	0	0	0	0	0	0	0	0	2.84	1.59
ENSMUSG00000090489	0	0.05	0.06	0	0.04	0.04	0	0.1	0.04	0.05	0.17	1.24	0.51
CUFF.29524	0	0	0	0	0	0	0	0	0	0	0	0.42	0
ENSMUSG00000085239	0	0	0	0	0	0	0	0	0	0	0	1.09	1.74
ENSMUSG00000041974	0.83	0.69	6.83	3.92	4.7	3.87	4.47	2.16	5.76	1.97	6.84	3.87	4.03
ENSMUSG00000049303	5.9	6.7	0.42	0.18	1.11	1	1.13	0.19	0.01	0.15	0	0.27	0.37
ENSMUSG00000087655	0	0	0.04	0	0	0	0	0.27	0.06	0.11	0	0.38	0.48
Locus_6499	0	0	0	0	0	0	0	0	0	0	0	2.75	2.73
blastnGorilla.CUFF.273325	0	0	0	0	0	0	0	0	0	0	0	0	0.23
ENSMUSG00000087360	0.01	0.24	0.02	0	0.07	0.09	0.08	0.08	0	0.01	0	41.13	32.08
ENSMUSG00000045205	3.39	6.58	7.47	5.01	8.38	8.82	9	9.43	5.45	5.44	9.47	2.5	5.25
CUFF.139500	0.04	0.21	0.08	0.51	0.11	0.14	0.06	0	0	0	0	0	0.07
ENSMUSG00000058298	0.97	1.23	3.92	1.83	3.18	3.5	3.51	2.06	2.14	1.97	2.42	5.12	12.45
Locus_67714	0	0.38	0	0	0	0	0	0	0	0	0	3.13	2.12
ENSMUSG00000054630	0.07	0.02	1.31	407.24	0.16	0	0	0	0.07	0.02	0	0.12	0.08
ENSMUSG00000001847	94.44	40.54	47.28	66.28	37.09	65.16	58.9	78.63	92.65	89.08	66.58	13.21	12.17
Locus_3283	0	0	0	0	0	0	0	0	0	0	0	4.62	0.72
Locus_112665	0	0.09	0	0	0	0	0	0	0	0	0	1.39	1.08
Locus_40485	1.48	3.71	0.05	0.14	0.26	0.65	0.57	0.5	0.07	0.81	0.15	0.43	1.07
CUFF.195017	0	0	0	0	0	0	0	0	0	0	0	1.16	1.8
ENSMUSG00000031698	0.93	0.43	0.07	0.15	1.13	0.64	0.68	3.21	0.39	1.58	1.29	0.64	1.71
Locus_67142	0	0	0	0	0	0	0.12	0	0	0	0	0.44	2.06
blastnMacaque.Locus_246492	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074256	0	0	0	0	0	0	0	0	0.02	0	0	0.17	0.06
ENSMUSG00000030271	1.81	1.47	6.29	2.28	3.33	3.25	2.84	3.59	4.07	3.09	3.71	10.73	7.12
ENSMUSG00000038591	0	0	0	13.95	0.05	0.02	0.01	1.16	0.87	0.06	0.29	0.1	0
ENSMUSG00000067702	0.25	0	0	0.02	0.71	0.44	0.34	0	0.27	0	0.27	892.12	731.85
Locus_46367	0	0	0	0	0	0	0	0	0	0	0	1.59	0
ENSMUSG00000086557	0	0	0	0.02	0	0	0	0	0	0	0.03	0.62	0.54
ENSMUSG00000021200	0.95	0.4	0.08	0.95	1.95	1.12	1.48	0.16	0.03	0.2	0.04	0.94	0.76
blastnGorilla.Locus_338717	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038930	2.9	5.85	1.94	2.06	5.15	2.75	2.5	3.65	1.29	1.82	2.77	2.7	5.04
ENSMUSG00000038300	0.64	0	0	0	0	0	0	0	0	0	0	24.75	3.55
ENSMUSG00000057286	1.61	0.8	1.43	0.26	1.44	2.31	2.16	14.87	10.47	13.08	9.76	363.51	317.87
ENSMUSG00000070808	1.51	1.95	1.32	0.72	2.58	2	2.52	1.85	3.57	4.83	1.17	1	2.71
CUFF.153600	0	0	0.33	0	0.14	0.15	0.32	0	0	0	0	0	0.38
ENSMUSG00000032120	15.45	20.76	3.12	7.64	2.08	2.07	3.18	2.85	5.87	6.36	2.23	2.67	3.02
ENSMUSG00000038235	3.99	2.48	27.53	49.07	33.75	38.96	30.93	68.13	36.01	40.51	45.43	10.46	19.85
ENSMUSG00000022214	7.98	10.61	8.25	65.19	10.43	11.5	10.14	8.24	3.39	6.48	3.53	7.22	7.71
ENSMUSG00000052336	7.53	6.29	1.4	0.19	2.3	3.3	3.03	0.66	0.36	1.22	0.34	0.78	0.59
ENSMUSG00000018819	0.65	0.91	30.41	1.39	11.74	10.09	8.17	4.13	16.61	4.69	6.97	0.62	0.99
ENSMUSG00000087621	0	0	0	0.05	0	0.05	0	0.26	0	0	0.07	21.33	60.08
ENSMUSG00000070889	0.65	3.21	4.91	1.9	0.71	0.87	1.04	0.89	1.81	0.59	1.67	1.06	1.19
Locus_35566	0	0	0	0	0	0	0	0	0	0	0	0.11	1.71
ENSMUSG00000019302	71.17	87.11	6.22	16.11	12.36	13.06	13.54	37.17	13.06	31.02	13.24	6.14	7.41
CUFF.78737	0	0	0	0	0	0	0	0	0	0	0	0.4	0.07
ENSMUSG00000018166	2.45	2.21	4.97	41.77	2.55	3.97	3.42	9.92	3.35	9.19	2.48	0.38	1.27
ENSMUSG00000078503	0	0.22	3.52	0	0.01	0.02	0.05	0.02	4.66	0.57	0	0.21	4.01
ENSMUSG00000057403	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000957	8.16	5.12	50.78	19.57	54.54	51.17	55.29	49.61	14.11	36.44	29.92	12.33	14.16
blastnMacaque.Locus_429305	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006611	1.57	0.83	1.01	24.45	4.68	4.81	6.18	2.63	0.29	2.16	0.31	4.18	3.93
CUFF.162139	0	0	0	0	0	0	0	0	0	0	0	2.68	0
Locus_12969	0	0.63	0	0	0	0	0	0	0	0	0	0.84	14.2
ENSMUSG00000091260	0	0	0	0	0	0	0	0	0	0	0	0.08	0
ENSMUSG00000047079	0	0	0	0	0	0	0	0	0	0	0	8.7	2.85
ENSMUSG00000079630	0	0	0	0	0	0	0	0.51	0.26	0.75	0.48	0	0
ENSMUSG00000090463	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062624	0	0	0	367.99	0.07	0.02	0	0.05	0.04	0.03	0	0	0
Locus_81109	0	0	0	0	0	0	0	0	0	0	0	1.42	0.08
ENSMUSG00000061535	0.27	0.2	0.38	0.37	5.47	7.44	5.82	0.17	0	0.04	0	0.46	0.49
ENSMUSG00000078404	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnOpossum.Locus_314124	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_62269	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_21088	0.03	0.21	0.06	0	0	0	0	0	0	0	0	0	0
Locus_87453	0	0	0	0	0	0	0	0	0	0	0	2.92	1.03
ENSMUSG00000026840	0.53	1.06	1.52	0.3	8.93	7.54	6.03	1.16	0.37	2.33	0.22	1.9	4.42
Locus_53242	0	0	0	0	0	0	0	0	0	0	0	1.11	0
ENSMUSG00000028869	34.75	33.38	14.81	34.83	40.87	23.19	21.82	33.02	21.26	12.97	59.39	61.76	102.91
ENSMUSG00000019810	7.71	8	8.76	1.91	3.02	4.95	4.56	20.1	6.91	11.81	7.49	5.38	7.17
ENSMUSG00000091059	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_93570	0	0	0	0	0.04	0.04	0.13	0	0.04	0	0	1.02	1.02
ENSMUSG00000025043	0	0	0	0	0	0	0	0	0	0	0	13.29	12.28
ENSMUSG00000069204	2.91	1.88	4.53	2.38	1.77	4.07	4.39	2.47	3.26	2.65	2.09	8.18	4.36
blastnHuman.Locus_24863	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020743	9.25	8.59	7.32	49.69	19.8	12.19	10.31	10.24	7.55	9.04	9.16	174.59	139.93
Locus_53709	0	0	0	0	0	0	0	0	0	0	0	0.79	1.19
ENSMUSG00000091203	0	0	0	0	0	0.02	0	0.09	0	0	0.05	0.24	0
ENSMUSG00000041827	0.14	0.08	0.58	7.63	0.72	0.58	0.71	1.52	0.34	1.35	0.41	1.14	2.84
ENSMUSG00000033423	16.87	18.77	9.86	4	9.47	8.77	8.81	8.02	6.36	8.57	5.13	13.65	11.11
ENSMUSG00000020910	8.71	6.04	6.54	14.47	4.85	7.31	6.64	8.4	2.54	4.89	3.22	5.17	5.76
ENSMUSG00000013662	28.4	20.79	16.45	35.2	14.3	21.46	21.19	18.24	16.98	15.4	18.27	54.19	49.08
Locus_60673	0.2	0.38	0.08	0.15	0.76	1.3	1.53	0.08	0.15	0.16	0.14	0.08	0.22
ENSMUSG00000000003	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049091	15.15	16.27	20.1	785.39	10.27	9.19	9.36	24.67	17.31	17.32	14.86	148.13	94.92
CUFF.233405	1.14	0.27	0	0	0	0	0	0	0	0	0	0	0
Locus_112574	0.11	0.11	0	0	0	0	0	0	0	0	0	3.22	3.67
ENSMUSG00000091629	0	0	0	0	0	0	0	0	0	0	0	0.11	0
CUFF.190911	0	0	0	0	0	0.03	0	0	0	0	0	0.16	0
ENSMUSG00000005533	1.42	6.3	8.09	0.15	13.7	9.94	11.01	8.63	6.26	7.14	7.23	1.07	2.92
ENSMUSG00000027832	0.09	0.17	2.89	0.1	2.03	0.9	0.86	0	0.04	0.05	0.07	0.13	0.34
ENSMUSG00000006676	22.96	36.53	27.81	23.23	51.74	30.11	32.39	34.63	38.98	35.59	37.99	42.07	60.12
ENSMUSG00000073418	3.76	9.47	0.07	320.45	6.91	13.49	7.98	0.37	0.2	0.05	0.01	4.54	1.55
Locus_112482	0	0	0	0	0.06	0.06	0.03	0.08	0.07	0	0.05	4.04	0.25
ENSMUSG00000055515	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02
ENSMUSG00000041923	14.01	20.76	0.11	0.01	0.03	0.02	0.01	0.06	0.03	0.03	0.11	15.25	23.21
ENSMUSG00000024827	3.37	3.49	3.65	63.36	0.08	0.13	0.29	0.45	3.62	0.69	1.88	1.35	0.69
ENSMUSG00000054966	0.03	0.1	0.02	0	0.13	0.34	0.23	0	0.01	0.07	0	7.23	5.81
ENSMUSG00000043313	0.68	1.08	0.85	0.04	0.7	0.78	0.88	0.02	0.01	0.02	0.05	0.01	0.02
ENSMUSG00000073420	0	0	0	0	0	0.02	0	0.06	0.05	0	0	0	1.03
ENSMUSG00000029552	0.67	0.65	18.26	3.02	24.59	18.7	16.35	35.16	25.46	24.21	39.01	68.04	82.2
Locus_82620	0	0	0	0	0	0	0	0	0	0	0	11.28	0.17
ENSMUSG00000020580	35.78	87.2	7.76	18.34	48.75	23.22	22.01	97.79	21.36	34.92	68.21	5.35	21.07
Locus_61894	0	0	0	2.72	0.02	0.02	0.05	0	0	0	0.11	0.36	1.29
ENSMUSG00000070547	0	0	0	0	0.06	0.22	0.14	0	0	0	0	0.01	0
ENSMUSG00000021785	4.43	2.83	2.44	12.78	4.58	8.64	7.73	4.37	3.52	5.26	3.05	62.04	72.67
ENSMUSG00000033022	21.09	18.15	9.84	1911.94	36.08	69.31	91.81	14.54	9.52	14.9	9.3	8.63	5.53
Locus_111080	0	0	0	0	0	0	0	0.23	0	0	0	0.8	2.64
ENSMUSG00000041439	18.92	14.32	1.29	5.23	3.79	5.7	5.03	1.14	0.57	0.51	1.07	2.76	3.18
Locus_27347	0	0	0	0	0	0	0	0	0	0	0	25.71	18.19
ENSMUSG00000062712	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060738	0	0	0	0	0	0	0	5.95	21.12	14.65	12.56	0.12	0.24
blastnHuman.ENSG00000247502	0	0	0	0	0	0	0	0	0	0	0	1.05	0
Locus_3212	0.05	0.07	0	0	0	0	0	0	0	0	0	4	1.56
ENSMUSG00000024168	4.65	3.52	4.07	11.91	11.8	6.78	8.28	8.09	1.79	8.15	1.49	1.55	1.81
Locus_53861	0.04	0	0.02	0.68	0.01	0.07	0.1	0	0.03	0.02	0.02	0.01	0
ENSMUSG00000002032	19.97	11.69	7.63	26.3	1.27	1.73	1.99	0.47	0.39	0.46	0.15	0.56	0.53
Locus_71850	0	0	0	0	0	0	0	0	0	0	0	0.11	6.22
Locus_45564	0	0	0	0	0	0	0	0	0	0	0	2.46	1.88
ENSMUSG00000024972	0.09	0.07	1.36	0	3.1	7.94	11.27	0.09	0.06	0.08	0.19	0.41	0.12
Locus_104018	0.05	0.08	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091212	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024241	6.74	9.38	5.09	12.21	8.38	7.36	7.84	19.91	13.21	13.02	24.93	3.82	15.39
ENSMUSG00000046971	0	0.04	0.01	0.02	0.12	0.15	0.06	6.96	27.19	9.5	28.45	0.35	0.7
ENSMUSG00000074943	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048070	0.16	0.09	0.08	0	0	0.01	0	1.04	0.06	0.57	0.04	0	0
ENSMUSG00000027737	5.08	2.71	0.31	0.01	1.08	1.35	1.24	0.08	0.04	0.11	0.1	1.32	3.39
Locus_52163	0	0	0	0	0	0	0	0	0	0	0	0.66	0.89
ENSMUSG00000045792	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_105261	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006019	1.37	2.59	5.13	2.06	3.21	1.94	2.39	2.26	3.53	3.87	1.72	7.77	7.96
ENSMUSG00000021403	0.01	0	0.03	0	0.06	0.19	0.11	37.43	164.98	106.61	88.22	0.1	0.08
ENSMUSG00000079852	0	0	0	0.15	0.14	0.15	0.13	0.38	0	0.62	0.04	0.36	0
ENSMUSG00000047034	0	0.07	0	0	0.02	0	0.04	0.14	0	0.28	0	0	0
ENSMUSG00000041697	269.55	118.08	114.42	322.85	57.2	93.96	95.81	97.2	266.79	175.73	94.51	138.52	35.69
ENSMUSG00000047591	0.28	0.22	0.13	0	0.14	0	0.03	0.07	0.09	0.04	0.04	0.11	0
ENSMUSG00000038980	0	0	0.2	0.01	0.12	0.18	0.12	0.75	0.93	0.82	0.72	0.03	0
blastnHuman.ENSG00000224900	0	0	0.14	0	0.09	0	0	0	0.1	0	0	0	0
ENSMUSG00000026696	24.54	24.89	4.32	8.27	9.67	9.94	8.99	7.73	2.79	4.51	6.1	22.33	25.59
ENSMUSG00000046573	17.77	12.34	4	9.21	6.07	7.02	5.85	12.16	7.9	6.07	18.04	7.84	5.05
ENSMUSG00000090266	14.51	5.53	4	29.42	8.12	8.83	7.58	14.7	3.93	6.52	11.49	22.43	8.71
ENSMUSG00000025156	5.37	3.99	6.83	3.37	3.57	5.37	5.18	2.57	4.96	3.49	2.42	11.16	4.41
ENSMUSG00000050967	19.04	21.97	0	0	0.22	0.35	0.13	0.01	0.01	0.02	0	0.88	0.5
ENSMUSG00000040111	15.3	18.51	5.56	0.34	26.9	38.94	39.01	3.29	6.05	4.88	6.67	25.13	30.24
ENSMUSG00000067924	15.26	0.23	4.01	0.84	1.53	4.82	4.07	3.03	11.33	13.77	2.01	0.46	0
ENSMUSG00000031181	0.15	0	0	0	0	0	0	0	0	0	0	166.49	198
Locus_103710	0	0.51	0	0	0	0.1	0	0	0	0	0	0.1	0
ENSMUSG00000020892	0.48	0.69	0.04	0.01	0.03	0.1	0.1	1.27	0.76	3.64	0.14	0.5	0.69
Locus_53768	0	0	0	0	0	0	0	0	0	0	0	0.2	0.89
Locus_98072	0	0	0	0	0.04	0	0.05	0	0.05	0	0	4.98	0
ENSMUSG00000079452	0	0	0	0	0.01	0.01	0.04	0	0	0.02	0	0.03	0
Locus_54586	0	0.05	0	0	0	0	0	0	0	0	0	6.93	5.24
ENSMUSG00000092049	0	0	0	0	0	0	0	0	0	0	0	0.53	0.76
ENSMUSG00000014496	6.66	14.68	9.15	8.77	9.13	11.6	9.44	10.83	6.94	7.11	10.67	13.28	20.73
ENSMUSG00000091114	0	0	0	0	0	0	0	0	0	0	0	0.55	0.05
ENSMUSG00000020389	3.34	2.23	0.99	0.17	0.97	1.09	1.22	1.14	0.38	0.81	1	141.9	199.06
Locus_74376	0.13	0.45	0	0	0	0	0	0	0	0	0	0.31	0.59
Locus_67039	0	0	0	0	0	0	0	0	0	0	0	0.9	3.63
Locus_40789	0	0	0	0	0	0	0	0	0	0	0	7.59	14.84
blastnHuman.XLOC_000917	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMUSG00000003068	22.66	25.19	10.03	42.62	37.84	9.83	11.61	35.73	16.69	19.39	34.41	66.45	118.77
Locus_111259	0.13	0.21	0	0	0.2	0.77	2.22	0	0	0	0	1.17	1.16
ENSMUSG00000086879	0	0	0	0.06	0	0.06	0.03	0	0	0.09	0	2	0
Locus_11818	0.03	0.15	0	1.2	0	0.04	0	0	0	0	0	0	0
Locus_103904	0	0.04	0	0	0	0	0	0	0	0	0	1.25	1.39
ENSMUSG00000087113	0.03	0	0	0.44	0	0	0	0	0.08	0.05	0.36	0	0
CUFF.218405	0.5	0.83	0	0	0.25	0.05	0.16	0.9	0.06	1.19	0	0.19	2.36
Locus_99190	0	0.09	0	0	0.99	0.07	0.16	0	0	0	0	0.56	0.19
ENSMUSG00000068082	0	0	0	0	0	0	0	0	0	0	0	0.03	0.46
ENSMUSG00000044199	0.15	0.1	0.15	0.05	0.02	0.1	0.05	0.71	0.28	1.02	0.07	0	0
Locus_35117	0.26	0.12	0	0	0	0	0	0	0	0	0	1.74	0.16
Locus_105108	0.28	0.13	0	0	0	0	0	0	0	0	0	6.05	8.74
Locus_35079	0.02	0	0	0	0	0	0	0	0	0	0	11.95	1.34
ENSMUSG00000031534	11.08	4.64	5.26	6.77	3.45	10.33	8.6	3.81	4.55	13.17	1.79	4.31	2.51
Locus_40644	0	0	0	0	0	0	0.03	0	0	0	0	5.55	1.72
ENSMUSG00000075467	10.57	5.2	7.92	6.74	3.75	4.04	4.41	4.66	6.51	5.05	4.37	2.85	2.12
Locus_87315	0.04	0	0	0	0	0	0	0	0	0	0	10.45	0.41
