Gene	Brain_Male2ss	Brain_Male7	EmbryonicBrain_Indiv1	EmbryonicBrain_Indiv2	EmbryonicLiver_Indiv1	Ovary_Female3	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3
ENSG00000182013	83.13	71.55	16.69	19.03	0.46	5.7	1.67	0.84	2.86	29.93
ENSG00000253627	0.24	0	0	0	0	0	0	0	0	0
ENSG00000159212	0.16	0.03	0	0	0	3.48	0.23	0.04	0.17	0.23
ENSG00000204524	0.92	0.48	3.9	5.86	4.77	1.07	0.61	0.6	0.61	0.85
ENSG00000239828	0.1	0.25	0	0	0	0.1	0.69	0.93	2.41	1.59
ENSG00000132478	2.35	1.63	6.89	9.94	3.57	5.47	3.74	3.1	2.1	6.12
blastnMouse.Locus_3327	0	0	0	0	0	0	0	0	0	0
ENSG00000116544	5.81	12.7	2.03	1.13	0	0.06	0.24	0.12	0.04	2.14
ENSG00000135222	0	0	0	0	0	0	0.06	0	0	0
XLOC_007066	0	0.14	0	0	0	0	0	0	0	0
ENSG00000132842	3.83	5.62	2.66	2.22	8.33	4.09	8.57	6.8	17.23	9.88
ENSG00000165233	1.73	1.05	0.79	1.65	1.58	4.48	3.63	4.28	0.67	2.26
ENSG00000196922	2.26	2.85	3.58	4.38	7.27	1.79	1.33	0.83	1.57	1.08
ENSG00000171792	4.08	2	6.01	8.01	8.59	7.98	9.42	9.08	4.56	3.7
blastnMacaque.Locus_272789	0	0	0	0	0	0	0	0	0	0
ENSG00000251027	0	0	0	0	0	0	0	0	0.04	2.76
blastnMacaque.Locus_19958	0	0	0.11	0.49	0	0	0	0	0	0.07
ENSG00000212717	0	0	0	0	0	0	0	0	0	0
ENSG00000254627	0	0.13	0	0	0	0	0	0	0	0.33
ENSG00000114902	29.58	15.65	3.34	1.67	13.6	24.48	41.53	40.38	22.3	25.97
ENSG00000163463	2.58	0.95	1.07	2.74	3.71	10.12	16.02	14.59	3.65	4.51
ENSG00000204866	0.16	0.29	0.8	0.33	0	0.09	0.56	0.5	0.22	2.12
ENSG00000238099	0.78	0.16	0	0	0.19	0.44	0	0	0	0.22
blastnMacaque.Locus_40795	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_292884	0	0	0	0	0	0	0	0	0	0.56
ENSG00000132294	42.32	51.89	3.39	3.22	21.3	8.75	8.42	5.58	9.88	18.26
ENSG00000237240	0.49	0.27	0.25	0.2	0.23	1.03	0.09	0.1	0.17	4.06
ENSG00000214109	0	0	2.27	0.15	0	0.18	0	0	0	0
ENSG00000198791	11.83	8.46	11.29	14.03	21.39	6.13	7.82	6.57	7.44	7.11
ENSG00000229855	0	0	0	0	0	0	0	0	0	0.21
ENSG00000256269	0.47	0.34	0.22	0.54	28.63	0.44	0.27	0.23	0.32	0.18
ENSG00000227418	0	0	0	0	0	0	0	0	0	0
ENSG00000146232	8.86	6.84	2.31	3.51	2.96	3.52	4.72	4.4	6.53	11.22
ENSG00000203795	0	0	0	0	0	0	0	0	0	9.46
ENSG00000077721	13.53	11.4	12.43	13.37	15.2	14	41.64	29.49	23.08	6.66
ENSG00000173557	0.16	0.05	0.13	0.11	0	0.3	0.02	0	0	3.99
ENSG00000164485	0	0	0	0	0	0.02	0.38	0	0.08	0.01
ENSG00000168288	23.26	14.34	11.53	8.22	74.19	31.3	29.28	30.54	31.07	31.65
blastnGorilla.Locus_257412	0	0	0	0	0	0	0	0	0	0.19
ENSG00000128322	0	0	0	0	5.38	0.11	0	0.08	0	3.37
ENSG00000181450	0.79	1	9.29	8.6	6.52	0.68	0.27	0.31	0.4	1.01
ENSG00000226426	0	0	0	0	0	0	0	0	0	0.06
ENSG00000172339	5.53	3.07	3.58	8.05	13.57	6.4	6.55	8.98	5.67	5.07
ENSG00000250959	0.12	0.67	5.05	7.01	0	0.41	0.31	0.26	0.29	0.47
ENSG00000100227	6.43	5.4	10.75	9.86	8	19.79	15.56	20.5	9.71	8.24
ENSG00000235403	0	0	0	0	0	0	0	0	0	0.25
ENSG00000167880	0.14	1.73	0	0	0	2.01	2.21	0.74	0.62	0.5
ENSG00000243836	0.15	0.44	0	0	0	0.58	3.28	2.14	2.71	0.1
Locus_145523	0	0	0.59	0	0	0	0	0	0	1.44
ENSG00000198944	22.89	8.09	1.36	2.42	2.32	0.13	0.07	0.16	0.09	0.03
ENSG00000226259	0.02	0.09	0.63	0.55	0.08	0.03	0.01	0.01	0.25	2.43
blastnMacaque.Locus_340180	0	0.06	0	0	0.33	0	0	0	0.22	0
Locus_147404	0	0	0	0	0	0	0	0	0	2.46
ENSG00000134644	15.53	16.09	22.46	20.1	16.51	11.69	13.93	12.26	12.47	7.62
ENSG00000115091	12.45	10.38	9.98	11.98	18.45	12.97	16.38	14.81	15.02	12.12
ENSG00000187486	3.17	3.5	0.33	0.07	0	0.12	0.04	0.09	0.07	0.19
ENSG00000111665	0.43	0.4	2.02	1.6	3.17	1.86	1.38	2.33	3.19	13.34
blastnPan.Locus_24791	0	0	0	0	0	0	0	0	0	0
ENSG00000228400	1.24	4.43	2.1	1.74	0	0	0	0	0	0
ENSG00000203783	0	0	0	0	0	0.09	0.08	0.06	0.03	2.1
Locus_136124	0	0.24	0	0	0	0	0	0	0	0.19
ENSG00000183038	0	0	0	0	0	0	0	0	0	0
ENSG00000198121	13.81	18.8	2.9	3.49	3.87	5.26	11.05	15.66	9.33	2.75
ENSG00000107758	61.86	65.8	39.58	35.99	17.07	14.06	10.07	9.53	7.12	9.01
ENSG00000242641	0	0	0	0	0	0	0	0	0	0.31
ENSG00000103460	2.13	1.23	23.83	26.35	3.6	1.81	0.04	0.02	0.15	0.2
blastnOrangutan.Locus_218624	1.1	3.67	0	2.11	0	0.24	0	0	0	0.38
ENSG00000066322	7.44	6.59	5.03	7.63	24.44	14.74	45.84	52.96	11.77	2.32
ENSG00000248399	0.93	0.98	0	0	0	0.31	0	0	0	13.22
blastnMouse.Locus_60399	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_41135	0	0	0	0	0	0	0	0	0	0
ENSG00000224218	0.62	0	4.89	6.17	0.98	0.07	0	0.14	0	0.07
ENSG00000100926	0.36	1.49	0.6	0.41	0.84	2.02	4.6	5	4.16	2.46
ENSG00000249479	0	0	0	0	0	0	0	0	0	3.85
ENSG00000233766	0	0	0	0	0	0.07	0	0	0	0.36
blastnMacaque.Locus_289295	0	0	0	0	0	0	0	0	0	0
ENSG00000162065	2.86	6	8.57	9	2.41	0.58	1.04	0.89	0.74	0.29
blastnGorilla.CUFF.137862	0	0	0	0	0	0	0	0	0	0.12
ENSG00000151490	7.04	5.54	31.09	31.27	0.78	0.62	0.86	0.84	0.76	0.14
ENSG00000253852	0	0	0	0	0	0	0	0	0	0.17
ENSG00000138279	79.36	74.19	7.61	5.88	78.76	36.74	46.56	50.96	77.26	27.85
Locus_118857	0	0	0	0	0	0	0	0	0	1.59
blastnMacaque.Locus_221450	0	0	0	0	0	0	0	0	0	0
ENSG00000214491	0.09	0.43	0.08	0.03	0	0.29	0.14	0.09	0.16	1
ENSG00000161652	0	0.11	0	0	0	0.17	0	0	0.1	35.63
blastnMouse.Locus_46374	0	0	0	0	0	0	0	0	0	0
ENSG00000065526	5.73	11.14	15.83	16.61	6.24	5.99	5.22	4.25	5.72	13.25
blastnMacaque.Locus_19606	0	0	0.58	0	0	0	0	0.08	0	0.08
ENSG00000089022	14.13	14.01	17.99	15.88	15.84	10.36	10.02	11.47	14.6	14.01
ENSG00000146250	1.93	0.63	1	1.04	5.51	6.05	1.5	1.14	5.45	1.67
ENSG00000112562	1.57	1.14	2.47	1.88	0.41	75.52	5.94	4.42	9.87	13.93
ENSG00000178026	1.77	1.36	2.35	1.73	0.95	2.73	0.87	0.94	0.57	2.84
ENSG00000228157	0	0	0	0	0	0	0.09	0.05	0.14	0.02
blastnMacaque.Locus_115481	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_340697	0	0	0	0	0	0	0	0	0	0
ENSG00000131725	7.45	8.79	14.27	12.98	7.52	4.03	4.35	3.19	4.61	7.72
ENSG00000219435	0	0	1.06	0	0	0	0	0	0	0.32
ENSG00000127720	1.77	1.15	3.25	2.86	6.64	3.19	1.72	1.96	2.69	5.11
XLOC_008624	0	0	0	0	0	0	0.25	0	0	0.14
ENSG00000051596	0.81	1.19	0.3	0.02	0.99	1.31	1.33	1.36	1.45	3.93
ENSG00000143376	14.28	13.36	21.91	20.38	9.93	4.68	3.38	2.73	7.09	6.65
ENSG00000100218	1.1	0.88	1.29	1.6	0	0.39	0.18	0.03	0	4.41
ENSG00000172172	3.84	1.83	1.21	1.42	18.02	6.1	3.83	3.45	3.1	2.74
blastnGorilla.Locus_268226	0	0.24	0	0	0	0	0.09	0.29	0.06	4.53
ENSG00000111218	6.59	5.56	2.91	4.3	0	0.01	0.01	0	0.02	0.49
Locus_70244	0	0	0	0	0	0	0	0	0	1.6
ENSG00000142185	4.41	10.54	0.31	0.59	0.22	0.83	2.22	2.76	1.58	0.41
ENSG00000162676	0	0.05	0	0	1.55	0.33	0.1	0.09	0.18	0.62
ENSG00000131724	2.53	2.25	1.16	0.47	28.21	25.14	25.91	18.54	13.4	8.05
XLOC_004253	0	0	0	0	0	0	0	0	0	0.22
blastnMacaque.CUFF.332861	0	0	0	0	0	0.03	0	0	0.04	0.07
ENSG00000213417	0	0	0	0	0	0	0	0	0	0
ENSG00000235293	0	0	0	0	0	0	0	0	0	3.05
blastnPan.Locus_117215	0	0	0	0	0	0	0	0	0	0
ENSG00000136531	17.57	35.96	14.58	13.99	0.28	0.31	0.1	0.02	0.1	0.3
blastnGorilla.Locus_196120	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_160656	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_105720	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_337533	0	0	0	0	0	0	0	0	0	0
ENSG00000100652	0	0	0	0	19.29	0	0.07	0.08	0.02	0.02
XLOC_002477	0	0	0	0	0	0	0	0	0	0
ENSG00000174684	121.77	132.57	14.96	11.66	3.41	16.77	27.95	37.44	30.14	6.19
blastnMacaque.Locus_394270	0	0	0	0	0	0	0	0	0	0
ENSG00000131652	1.95	1.88	2.33	1.5	2.91	11.3	17.9	21.67	15.63	4.24
ENSG00000256967	0.44	0.26	0.59	0.5	3.92	0.32	0	0	0.03	0.39
CUFF.448423	0	0	0	0	0	0	0	0	0	0.69
ENSG00000119314	4.3	3.48	12.75	15.59	31.33	11.96	12.26	7.3	15.25	9.24
ENSG00000100568	75.58	77.18	26.16	22.7	26.78	18.02	37.72	34.39	61.65	71.53
Locus_12630	0	0.07	1.45	2.17	0	0	0	0	0	2.3
ENSG00000108468	28.57	25.25	19.75	27.81	4.05	30.96	14.66	15.92	18.59	40.79
ENSG00000176566	0	0.01	0	0	0	0	0	0	0.18	37.73
blastnMacaque.Locus_272180	0	0.08	0	0	0	0	0	0	0	0.06
blastnMacaque.Locus_40983	0	0.45	0	0	0	0	0	0	0	0
blastnMouse.Locus_92756	0	0	0	0	0	0	0	0	0	0
ENSG00000228135	0.41	0.13	0	0	0	0	0	0	0	0.14
blastnGorilla.Locus_59559	0	0	1.21	0.41	0	0.47	0	0	0	0
ENSG00000107404	19.48	21.7	4.45	3.44	4.19	11.9	12.15	13.93	12.14	15.19
Locus_23251	0	0	0	0	0	0	0	0	0	3.64
ENSG00000105829	2.33	1.35	1.27	1.08	7.84	4.47	6	5.19	3.28	1.71
Locus_11727	0.13	0.17	0	0	0	0.09	0	0	0	0.64
ENSG00000160111	0.03	0.07	0.5	0.37	0.35	0.69	1.56	2	1.37	0.29
ENSG00000196220	4.47	7.88	13.96	15.55	0.54	0.54	0.27	0.29	0.31	0.84
ENSG00000131238	39.52	22.02	7.49	6.38	23.05	29.47	53.56	53.67	21.75	9.6
blastnMacaque.Locus_222351	0	0	0.31	0.32	0	0	0	0	0	0.06
ENSG00000099330	5	4.02	0.32	2.01	2.23	6.84	14.82	15.09	6.19	1.24
ENSG00000155792	6.5	13.9	2.65	1.7	11.5	13.29	7.63	3.75	15.15	2
ENSG00000224028	0	0	0	0	0	0	0	0	0	0.16
blastnMacaque.Locus_39819	0	0	0	0	0	0	0	0	0	0
ENSG00000101146	4.67	3.05	4.91	4.49	1.35	4.94	4.75	6.34	3.43	17.05
blastnMacaque.Locus_191602	0	0	0	0	0	0	0	0	0	0.83
blastnMacaque.Locus_312764	0	0	0	0	0	0	0	0	0	0
ENSG00000105053	9.05	7.26	2.07	4.49	1.86	7.64	12.27	14.4	10.04	56.5
blastnMouse.Locus_82099	0	0	0	0	0	0	0	0	0	0
ENSG00000121671	15.76	19.58	8.4	10.6	7.89	9.98	5.77	6.11	6.31	16.26
blastnGorilla.Locus_354024	0	0	0	0	0	0	0	0	0	0
blastnGorilla.CUFF.217954	0	0.23	0.46	0.76	0.75	0.13	0	0	0.14	0.77
ENSG00000078114	13.41	9.06	5	5.18	0.66	2.07	3.66	1.07	4.05	3.7
ENSG00000167553	12.49	0.54	6.8	6.38	13.25	44.32	85.86	105.3	88.75	8.74
blastnGorilla.Locus_61771	0	0	0	0	0	0	0	0	0	0
ENSG00000116062	12.92	16.22	9.45	9.35	20.38	19	8.64	8.49	42.82	63.41
ENSG00000186577	9.82	7.89	4.77	4.04	0.44	3.84	6.55	6.37	2.51	0.84
ENSG00000154222	1.82	3.46	3.28	3.56	1.04	2.49	4.3	5.3	4.65	7.33
blastnMacaque.Locus_370676	0	0	0	0	0	0	0	0	0	0
ENSG00000143217	0	0.02	0	0	0	2.28	23.09	7.66	14.11	0.5
ENSG00000115159	8.03	8.51	12.21	12.44	6.26	4.49	2.77	1.57	3.34	4.66
ENSG00000255080	0	0.08	0	0	0	0	0.93	0.77	0.07	0
ENSG00000044115	17.92	22.75	7.87	9.14	15.68	22.97	47.85	47.83	52.88	12.39
blastnMouse.ENSMUSG00000085143	0	0	0	0	0	0	0	0	0	0
ENSG00000088766	5.22	3.96	5.8	6.43	46.95	7.72	5.21	4.85	4.06	4.26
ENSG00000249581	0.12	0	0	0.07	0	0	0	0	0	0.17
ENSG00000143921	0.23	0.29	0.2	0.24	15.8	0.01	0	0	0	0.05
ENSG00000198211	23.8	15.03	104.18	60.95	0.2	1.5	0.86	1.37	0.35	2.15
blastnMouse.Locus_105575	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_313123	0	0	0	0	0	0	0	0	0	0
XLOC_002540	0	0.13	0	0	0	0	0.09	0	0	0.42
ENSG00000163481	7.96	4.76	5.55	8.03	2.93	6.71	9.72	10.88	5.72	6.55
blastnPan.Locus_117663	0	0	0	0	0	0	0	0	0	0
ENSG00000145868	4.04	3.86	3.85	3.76	7.59	3.02	3.48	3.71	3.2	5.57
ENSG00000070669	27.83	24.9	7.43	6.93	0.27	6.51	2.4	1.85	1.81	11.21
XLOC_000185	0	0	0	0	0	0	0	0	0	0.67
Locus_12717	0	0	0	0	0	0	0	0	0	0.65
ENSG00000198899	5378.67	3502.41	642.04	1143.49	1296.18	9283.16	12731.77	16968.56	1560.03	1245.94
ENSG00000157306	12.66	11.63	3.09	4.39	0.88	4.8	5.5	5.01	4.65	17.65
ENSG00000184730	0.29	0.64	0	0	0.21	1	5.61	3.66	11.14	1.89
ENSG00000248362	0	0	0	0	0	0	0.41	0	0.15	0.04
ENSG00000240254	0	0	0	0	0	0	0	0	0	2.35
ENSG00000077312	3.47	2.35	8.56	11.89	10.01	26.09	31.78	36.98	6.94	5.97
ENSG00000132275	1.91	2.47	4.78	4.1	4.85	2.07	2.54	3.83	4.15	3.34
blastnGorilla.Locus_94564	0	0	0	0	0	0	0	0	0	0.14
ENSG00000119669	9.91	8.47	11.76	14.71	1.88	25.94	16.32	11.68	10.79	8.06
ENSG00000223829	0	0	0	0	0	0	0	0	0.03	0
CUFF.341298	0.41	0.1	0	0	0.78	0	0	0	0	0.43
ENSG00000145861	1.1	0.58	1.24	0.82	0.1	1.22	0.92	2.12	0.6	0.55
ENSG00000007384	0.64	0.67	0.07	0.02	0.05	6.02	9.8	11.08	5.68	0.76
Locus_68876	0	0	0	0	0.76	0	0	0	0	1
ENSG00000254089	0	0	0	0.23	0	0	0	0	0	0
ENSG00000129559	8.22	7.01	3.52	6.19	6.32	12.07	23.37	23.87	6.62	3.61
ENSG00000186051	0.1	0.17	1.86	2.53	0	0	0	0	0.08	0.14
ENSG00000256683	2.63	3.05	4.61	3.49	4.16	3.05	2.75	2.11	4.04	4.58
ENSG00000041353	8.51	8.66	1.96	1.79	2.81	0.74	1.11	0.38	0.9	1.55
ENSG00000081985	1.72	3	1.93	2.08	0.52	0.15	4.53	5.75	2.08	0.89
blastnMacaque.Locus_475315	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_105227	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_144473	0.28	0	0	0	0	0	0	0	0.11	0
ENSG00000235050	0	0	0	0	0	0	0	0	0	0.39
ENSG00000197213	0.06	0.13	0	0	0	0.02	0	0	0	1.35
ENSG00000092470	0.86	1	4.44	5.21	7.28	1.53	1.56	1.47	6.42	4.36
blastnPan.Locus_40920	0	0.06	0.48	0.16	0	0	0	0	0	0
ENSG00000149328	0.27	0.35	0.72	0.62	0.17	4.46	1.1	1.35	1.61	1.2
ENSG00000204291	0.14	0.13	0.73	0.9	1.61	12.05	149.25	81.2	64.09	7.82
ENSG00000170989	10.59	4.2	7.38	7.03	12.81	4.87	21.17	28.86	9.37	0.52
ENSG00000108381	6.77	12.63	0	0.22	1.02	0.43	0.34	0.51	0.62	1.86
ENSG00000182118	1.07	0.43	0.53	0.08	1.91	2.12	36.36	55.31	25.76	0.77
ENSG00000162739	0	0	0	0	1.06	0.6	2.58	1.49	0.73	0.14
ENSG00000239930	0.48	0.03	0.35	0.2	0	0.09	0	0	0	1.69
ENSG00000212864	5.44	3.74	0.68	0.32	0	0.94	0.98	1	0.14	0.11
ENSG00000198939	1.47	1.41	1.89	1.99	0.43	1.17	0.61	0.39	0.25	1.95
Locus_119122	0	0.41	0	0	0	0	0	0	0	0
ENSG00000228392	0.05	0.2	0	0	0	0	0	0	0	0
ENSG00000136834	0	0	0	0	0	0	0	0	0	0
ENSG00000237614	0	0	0	0	0	0.2	0	0	0	1.4
blastnMouse.CUFF.110475	0	0	0	0	0	0	0	0	0	0
ENSG00000166974	38.21	40.93	40.84	48.67	11.06	6.94	14.03	12.92	4.81	1.32
ENSG00000140650	2.22	3.12	3.01	3.51	5.05	7.36	17.78	27.31	25.17	5.58
ENSG00000130856	1.62	2.8	9.24	7.41	2.26	1.36	0.73	0.68	1.18	4.1
ENSG00000175305	0.77	1.18	2.1	3.15	9.51	0.81	0.63	0.85	0.78	5.01
ENSG00000196810	1.12	2.16	1.16	1.15	0.15	2.73	4.01	3.63	2.08	0.69
ENSG00000136982	2.37	2.48	3.35	2.34	5.05	4.41	0.82	0.79	5.03	4.54
ENSG00000134588	0	0	0	0	0	0	0	0	0	0.44
ENSG00000145919	25.25	18.34	21.23	23.18	15.8	23.98	15.15	15.5	19.39	32.12
ENSG00000151746	3.52	12.95	14.33	16.5	0.39	3.47	1.79	1.55	4.76	1.92
blastnMacaque.Locus_61868	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_339077	0	0	0	0	0	0	0	0	0	0
ENSG00000168646	4.27	4.75	11.54	14.22	0.86	6.04	5.22	6.59	11.05	5.63
blastnMacaque.Locus_272226	0	0	0	0	0	0	0	0	0	0
ENSG00000113391	6.91	7.4	14.94	14.96	10.04	4.85	3.24	2.62	4.21	3.85
ENSG00000204913	0	0	0	0	0	0	0	0	0	0.12
ENSG00000066135	7.45	9.67	14.72	13.45	5.06	7.18	7.7	6.86	9.6	2.87
ENSG00000241213	0.21	0.4	13.3	18.39	0	0.03	0	0	0	1.54
blastnMouse.Locus_40160	0	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000091106	0	0	0	0	0	0	0	0	0	0
ENSG00000152078	6.01	4.6	3.01	3.74	62.5	1.46	1.68	1.21	0.48	0.96
ENSG00000204188	0	0.03	0	0	0	0	0	0	0	0.73
ENSG00000069849	14.81	10.06	12.44	15.14	10.22	26.45	37.18	38.9	18.25	9.96
ENSG00000188755	0	0	0	0	0	0	0	0	0	1.1
Locus_131130	0.22	0.72	0	0	0	0	0	0	0	0
ENSG00000226667	0	0	0	0	0	0	0.39	0	0	0
ENSG00000141569	1.69	1.49	2.06	2.25	1.59	3.5	2.32	2.57	1.55	0.8
ENSG00000198380	5.71	8.08	12.25	13.86	15.63	8.64	14.46	10.89	21.02	29.16
ENSG00000152904	8.36	6.81	6.32	7.35	4.99	6	5.68	4.71	4.54	10.38
ENSG00000115762	33.6	28.82	11.94	10.11	9.48	11.85	15.25	13	9.05	10.88
blastnPan.Locus_40218	0	0	0	0	0	0	0	0	0	0.22
blastnOpossum.Locus_421117	0	0	0	0	0	0	0	0	0	0
Locus_193431	1.39	2.92	0	0	0	0	0	0	0	0.32
blastnPan.Locus_116255	0	0	0	0	0	0	0	0	0	0.58
ENSG00000240403	0	0	0	0	0	0	0	0.17	0	0
blastnMouse.ENSMUSG00000085041	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_243996	0	0.14	0	0	0	0	0	0	0	0.04
ENSG00000040933	8.1	10.57	14.34	12.82	2	2.45	1.7	1.54	1.36	1.66
ENSG00000166664	0.24	0.03	0	0	0	0.01	0	0	0	0.11
ENSG00000115944	10.85	12.09	7.08	9.13	18.62	17	12.64	13.59	8.98	9.47
ENSG00000115266	6.14	11.31	19.11	11.09	0.04	0	0.03	0	0.01	0.34
ENSG00000164896	3.75	4.41	2.75	2.36	4.8	11.09	7.73	8.51	2.43	2.92
XLOC_008430	0	0	0	0	0	0	0	0	0	0.55
ENSG00000158022	0	0.01	0	0	0	0.03	0.81	1.24	1.98	0.17
ENSG00000004864	4.45	5.37	0.74	1.46	38.97	9.06	10.13	13.29	14.35	6.74
ENSG00000237167	0	0	2.5	0.09	0	0	0	0	0	0.17
ENSG00000236591	0	0	0	0	0	0.26	0	0	0	0
ENSG00000139613	33.4	54.17	34.52	31.59	6.55	20.35	16.71	15.87	16.97	22.81
ENSG00000151846	28.16	65.93	4.62	2.11	14.88	73.29	61.7	45.05	338.77	718.15
blastnGorilla.Locus_239886	0	0	0	0	6.05	0	0	0.7	0.4	0
ENSG00000198797	22.17	20.41	5.62	4.03	0	0.01	0.87	0.48	1.01	1.9
ENSG00000113580	7.37	7.51	1.59	1.43	33.52	4.84	11.18	8.8	7.2	2.52
ENSG00000187266	2.23	1.43	1.36	1.02	10.27	2.21	8.7	6.39	5.4	0.55
XLOC_005511	0	0	0	0	0	0	0	0	0	0.43
ENSG00000164066	2.83	1.87	8.9	10.64	2.91	2.54	0.32	0.28	0.29	3.25
ENSG00000186297	36.09	23.34	9.16	5.88	0	0.06	0	0	0.01	0.27
blastnGorilla.Locus_393883	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19241	0	0	0	0	0	0	0	0	0	0
ENSG00000093134	0	0	0	0	30.12	0.12	0.6	0.21	0.17	0.01
ENSG00000226174	0.17	0.36	1.47	1.9	0	0.46	0.22	0.12	0	2.94
ENSG00000152049	0.47	0.26	0.17	0.04	0.12	3.54	2.98	2.94	2.21	0.41
ENSG00000236624	1.01	0.96	0.17	0.52	0	0.6	0.15	0.85	0.24	2.19
blastnMouse.Locus_97978	0	0	0	0	0	0	0	0	0	0
ENSG00000079689	0.35	0.39	5.3	6.14	0.5	0.07	0.8	1.27	1.05	0.2
blastnMacaque.Locus_61661	0	0	0	0	0	0	0	0	0	0.49
ENSG00000231925	11.16	10.53	2.76	1.76	5.53	15.14	40.06	26.88	25.07	3.56
XLOC_012819	0	0	0	0	0	0	0	0	0	0.36
ENSG00000131378	7.2	8.74	4.44	3.52	1.65	14.53	24.55	27.55	11.56	1.86
blastnMacaque.Locus_272629	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_59476	0	0	0	0	0	0	0	0	0	0.19
ENSG00000133740	1.08	1.16	4.53	4.5	1.73	1	0.9	1.87	2.1	3.86
blastnGorilla.Locus_96423	0	0	0	0	0	0	0	0	0	0
ENSG00000107165	0.39	0.2	0.37	0.29	0	0.14	0.07	0.02	0.01	0.11
ENSG00000249650	0	0	0.29	0.4	0	0.17	0	0	0	0.24
blastnPan.Locus_45544	0	0	0	0	0	0	0	0	0	0.34
ENSG00000164932	0.69	0.41	0.29	0.03	0	7.8	23.88	27.15	29.41	0.98
ENSG00000183795	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_239785	0	0	0	0	0	0	0	0	0	0
ENSG00000158352	1.31	2.23	1.18	1.14	0.58	0.75	4.31	3.68	2.43	0.3
ENSG00000203722	0	0.03	0	0	0	0.66	0.3	0.05	0.08	0.14
blastnPan.Locus_105342	0	0	0	0	0	0	0	0	0	0.48
ENSG00000138434	10.59	12.63	3.8	4.65	26.49	14.13	14.08	7.96	13.09	18.17
ENSG00000227042	0	0.21	0	0	0	0	0	0	0	0
blastnMacaque.Locus_289471	0	0	0	0	0	0	0	0	0	0.86
blastnGorilla.Locus_257079	0	0.38	26.44	24.85	0	0	0	0	0	0.32
ENSG00000235609	0.85	1.17	0.84	1.04	5.02	0.48	19.14	4.01	14.07	0.17
ENSG00000151952	6.42	9.84	2.22	2.54	0	0.01	0	0	0	0.19
blastnMacaque.Locus_474451	0	0	0	0	0	0	0	0	0	0
ENSG00000172288	0	0	0	0	0	0	0	0	0	0
ENSG00000103855	2.39	3.04	4.83	3.08	4.25	14.86	59.27	39	38.13	3.8
blastnGorilla.Locus_226363	0	0	0	0	0	0.1	0	0	0	0.2
ENSG00000157350	1.78	2.51	5.06	3.81	1.06	3.95	5.36	5.57	2.33	1.18
blastnMouse.Locus_105177	0	0	0	0	0	0	0	0	0	0
ENSG00000176986	11.47	14.89	20.82	21.88	21.87	16.04	25.23	25.02	19.8	13.98
blastnMacaque.Locus_474791	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_74005	0	0.07	0	0	0	0	0	0	0	0.16
ENSG00000144824	0.73	0.91	0.74	0.64	12.19	1.95	14.69	7.12	10.99	0.87
ENSG00000126107	5.37	8.41	6.22	4.99	3.01	7.56	10.49	12	10.44	6.56
ENSG00000172575	13.3	22.98	2.69	3.59	0.61	0.31	1.13	0.49	0.47	1.12
ENSG00000255363	0	0	0	0	0	0.12	0.23	0.38	0.57	0.19
blastnGorilla.Locus_391769	0	0	0	0	0	0	0	0	0	0.13
blastnMacaque.Locus_289498	0.31	0.18	11.61	9.05	0	0	0	0	0	0
ENSG00000083099	5.92	5.47	2.49	1.77	3.65	2.19	3.42	2.8	5.82	3.16
ENSG00000185559	0	0.03	0	0	208.92	42.01	2006.34	2744.61	831.58	30.64
blastnGorilla.Locus_95278	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_61245	0	0	0	0	0	0	0	0	0	0
ENSG00000180611	3.11	2.07	13.24	19.04	1.52	2.56	7.41	6.73	6.96	2.95
ENSG00000084110	0	0	0	0	77.49	1.31	0.2	0.13	0.17	0.08
blastnMacaque.Locus_339717	0	0	0	0	0.53	0.07	0.14	0	0	0.15
ENSG00000135845	3.28	2.33	2.05	2.04	6.74	5.8	7.47	10.41	8.05	5.53
ENSG00000125319	0.06	0.13	1.33	0.47	0.89	1.4	0.89	1.34	1.35	6.54
ENSG00000161526	8.76	9.25	6.19	7.05	5.15	6.77	9.73	10.32	10.8	6.51
ENSG00000165209	13.67	19.79	20.37	20.24	9.94	1.85	1.75	1.42	5.9	45.66
blastnGorilla.Locus_135041	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_39984	0	0	0	0	0	0	0	0	0	0
