Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Testis_Male3
ENSGALG00000010264	8.71	0.02	0.3	1.89
ENSGALG00000000223	14.18	13.95	26.77	28.75
Locus_118728	0.23	0.57	1.47	0.05
Locus_50340	15.34	0.31	0.1	0.05
Locus_48605	0.12	0	0	2.34
ENSGALG00000024478	0.57	0	0	314.63
ENSGALG00000007341	17.52	20.79	21.09	89.72
ENSGALG00000003076	0	0.65	2.01	3.3
ENSGALG00000020906	0.57	62.02	18.24	0.08
ENSGALG00000002367	1.13	3.25	1.17	3.72
Locus_102135	0	0	0	0.13
ENSGALG00000010017	47.54	17.52	38.76	17.48
ENSGALG00000005794	39.08	45.48	36.76	139.34
Locus_48480	0	0	0	0.34
ENSGALG00000005778	12.37	13.11	11.96	8.16
CUFF.187002	0	0	0	0.08
Locus_21831	0	0	0.08	1.06
ENSGALG00000011462	10.41	53.77	51.03	7.17
ENSGALG00000005204	0.61	1.1	8.45	0.55
ENSGALG00000001790	0.9	1.28	4.49	3.66
ENSGALG00000014340	0.76	1.05	6.57	1.63
ENSGALG00000014900	0	0	0	0.19
ENSGALG00000013643	2.35	31.1	24.97	0.56
ENSGALG00000000997	4.36	1.34	1.85	7.79
ENSGALG00000015474	0.02	0.29	0.79	0.18
CUFF.70548	0	0	0	0.66
ENSGALG00000011722	0.15	0.39	0.36	73.95
ENSGALG00000016457	27.44	16.49	15.25	3.22
ENSGALG00000024092	0	0	0	0
ENSGALG00000022485	0.66	0.63	1.48	0.43
CUFF.54764	0	0	0	0.36
CUFF.111142	0	0.62	0.93	1.57
ENSGALG00000007615	180.09	96.09	68.17	134.26
ENSGALG00000016896	19.61	15.79	6.15	15.97
ENSGALG00000006356	14.88	21.9	13.63	52.62
ENSGALG00000008765	106.3	131.76	37.48	141.09
ENSGALG00000014867	24.23	26.5	34.68	33.83
ENSGALG00000010688	22.66	0.21	0	2.25
Locus_97202	0	0	0	1.02
ENSGALG00000006393	2.83	0.01	0.04	0.49
ENSGALG00000007674	0	0	0	0.06
Locus_48214	0	0	0	1.32
ENSGALG00000017136	0.81	5.79	4.98	3.81
Locus_98179	0.03	0.01	0	2.06
CUFF.39956	6.12	0	0	0
ENSGALG00000002024	45.94	8.11	11.06	6.98
ENSGALG00000022333	3.15	3.78	14.01	12.26
ENSGALG00000022293	47.09	23.93	30.2	45.22
Locus_19230	0	0.06	0	1.49
ENSGALG00000004958	1.12	2.97	9.26	2.02
ENSGALG00000023661	7.03	5.94	10.41	13.38
ENSGALG00000012294	1.56	4.83	1.18	2.79
Locus_127029	0.4	0.15	0.03	0.79
ENSGALG00000020009	24.76	91.28	24.17	38.64
ENSGALG00000009471	14.68	1.38	3.57	0.4
Locus_71292	1.44	0	0	0
Locus_87392	0	0	0	1.21
ENSGALG00000016006	149.53	52.48	10.86	61.22
ENSGALG00000004764	1.84	1.67	1.56	24.89
ENSGALG00000017395	0.49	0.13	0.38	0.12
Locus_98729	4.08	0	0	0
blastnPan.CUFF.36590	0	0	0	0.15
Locus_73276	0.7	0.57	0.51	0.26
ENSGALG00000010874	15.74	25.05	29.31	5.23
ENSGALG00000001585	0	6.99	3.18	0
ENSGALG00000004780	5.69	5.37	3.27	16.5
ENSGALG00000006403	69.1	64.28	44.17	315.31
CUFF.98252	0	0	0	0.54
ENSGALG00000009510	11.39	16.29	12.59	21.65
ENSGALG00000011421	1.21	1.02	0.41	0.45
ENSGALG00000007157	5.98	1.39	0.4	559.45
Locus_119135	0.2	0.51	0.3	9.78
ENSGALG00000021688	13.83	7.7	8.36	8.81
ENSGALG00000018367	6042.59	1116.24	5835.8	1292.24
Locus_88496	0.08	0	0	57.57
ENSGALG00000013043	4.46	7.11	1.74	25.41
ENSGALG00000006873	21.77	14.32	8.17	2.52
Locus_84170	0.23	0	0	3.03
Locus_87614	0	0.34	0.24	0.66
CUFF.4633	0	0	0	0.84
Locus_119324	0	0.4	0.49	0
CUFF.26178	0	0	0	0.59
ENSGALG00000001756	0.18	63.07	36.73	0.05
ENSGALG00000010645	6.5	7.71	2.59	27.97
ENSGALG00000016241	161.52	53.55	61.09	27.45
ENSGALG00000022320	0.42	0.51	0.46	0.58
ENSGALG00000002329	0.44	7.33	12.4	0.5
ENSGALG00000010637	58.96	59.93	20.81	202.21
ENSGALG00000012508	2.78	4.27	3.5	27.26
ENSGALG00000018880	3.67	10.25	18.92	36.62
ENSGALG00000008522	5.46	4.99	7.12	7.03
ENSGALG00000004129	0.17	0.33	0.09	0.75
ENSGALG00000002675	0.61	1.26	3.44	5.61
ENSGALG00000002408	9.35	30.04	16.76	35.62
ENSGALG00000005441	21.26	44.4	13.7	2.81
ENSGALG00000015097	2.9	14.59	2.17	9.43
Locus_98549	0	0	0	0
CUFF.116700	0.18	0.28	0	1.91
ENSGALG00000015800	12.19	29.74	16.62	11.71
Locus_118059	0	0	0	2.44
ENSGALG00000012914	3.9	6.51	2.62	5.01
ENSGALG00000002180	12.08	10.68	7.25	9.09
Locus_97674	0	0	0	0.53
blastnPlatypus.Locus_189230	0	0	0	0
ENSGALG00000004079	111.85	63.16	20.53	77.71
ENSGALG00000012043	58.6	84.17	47.06	45.49
Locus_20209	1.39	1.15	0.42	0.65
ENSGALG00000002558	0.44	2.22	0.51	4.5
ENSGALG00000009792	1.93	55.38	41.85	9.54
ENSGALG00000023800	0.13	0	0.01	2.13
Locus_65972	0.09	0.04	0.05	0.12
Locus_126856	0	0	0	1.96
ENSGALG00000009533	16.41	23.15	13.67	17.79
ENSGALG00000005316	26.19	15.46	4.88	36.14
Locus_105128	0	0	0	0.53
ENSGALG00000009677	216.38	137.6	41.75	219.75
ENSGALG00000007353	12.76	10.49	23.76	16.48
ENSGALG00000002263	1.16	2.94	4.62	2.2
ENSGALG00000017378	21.83	0.26	2.43	0.48
ENSGALG00000001474	0	0	0	0
ENSGALG00000023618	0	0	0	0.18
Locus_21522	1.61	0.05	0.42	0.07
ENSGALG00000000084	0	0.12	0.12	4.16
ENSGALG00000015355	161.88	143.5	147.01	80.52
Locus_84244	0.57	0	0	0.49
ENSGALG00000007039	8.34	23.23	6.04	16.86
ENSGALG00000011164	40.74	11.39	12.15	2.16
ENSGALG00000003854	24.88	84.37	21.64	101.16
ENSGALG00000009691	0.06	0	0	0.44
ENSGALG00000007001	0	0	0	0
ENSGALG00000016318	63.25	4.35	2.49	784.76
ENSGALG00000000958	68.44	34.76	30.7	51.24
ENSGALG00000007725	68.36	41.5	37.35	23.51
ENSGALG00000006425	11.14	17.87	20.42	0.53
Locus_76758	0.11	0.03	0	0.48
Locus_110318	0	0	0	1.42
ENSGALG00000010938	112.11	59.21	26.87	17.24
ENSGALG00000014818	2.47	3.1	1.91	29.37
Locus_4656	0	0.15	0.3	0
ENSGALG00000015324	0	0.46	0.07	20.57
ENSGALG00000023370	0.69	21.97	73.23	0
ENSGALG00000010774	61.3	23.98	27.19	24.03
ENSGALG00000015143	13.95	2.03	3.52	2.43
ENSGALG00000003033	50.77	16.58	5.72	23.64
ENSGALG00000009944	40.32	30.13	29.85	100.34
ENSGALG00000009328	350.83	343.23	72.28	172.31
ENSGALG00000008073	119.25	104.2	34.51	465.16
ENSGALG00000022620	0	0	0	0
ENSGALG00000009573	0	0.14	0.04	0.17
Locus_6453	0	0.01	0	1.4
blastnHuman.ENSG00000225216	0	0	0	0
ENSGALG00000010664	1.79	0.75	0.17	2.76
ENSGALG00000014499	0.98	1.05	1.98	7.33
ENSGALG00000023723	0.44	1.31	4.01	6.07
ENSGALG00000001879	30.88	5.01	1.18	2.9
ENSGALG00000022638	0	0.32	0.26	1.93
ENSGALG00000000447	6.66	1.02	3.24	0.26
ENSGALG00000013871	4.79	0.02	0	1.57
ENSGALG00000010789	5.02	7.73	5.67	4.95
ENSGALG00000007683	96.75	69.28	48.53	39.4
ENSGALG00000002634	9.66	9.16	7.37	12.74
ENSGALG00000009875	1.61	0.44	0.62	1.72
CUFF.82339	0.98	1.53	5.26	0.97
ENSGALG00000000525	7.89	16.2	10.72	20.07
ENSGALG00000020077	0.14	0	0	87.08
CUFF.188255	0	0	0.06	0.56
ENSGALG00000011294	46.59	1.07	0.83	2.61
ENSGALG00000001656	13.36	42.67	56.95	3.31
ENSGALG00000022311	0	0	0	0
ENSGALG00000007594	0.14	0.27	0.31	1.14
ENSGALG00000022858	2.76	7.27	16.39	17.57
ENSGALG00000002310	39.02	28.38	23.35	43.08
Locus_98181	0	0.08	0	0.31
ENSGALG00000004696	39.93	57.87	12.24	69.13
ENSGALG00000006175	0.3	0.36	0.57	0.96
ENSGALG00000022467	0	0	0	0
ENSGALG00000001705	0.17	0.02	0.05	0.23
ENSGALG00000011166	0.58	0.86	2.39	0.22
Locus_98585	0.1	0.16	0.13	1.64
ENSGALG00000005020	5.2	9.11	10.58	9.92
ENSGALG00000009901	5.2	19.33	12.73	50.07
ENSGALG00000005391	74.95	63.73	74.39	76.96
ENSGALG00000010342	0.63	0.02	0.02	0.52
ENSGALG00000007479	24.06	33.43	87.6	32.37
ENSGALG00000003325	45.56	10.43	3.78	14.94
CUFF.88414	0	0.12	0.13	0.13
ENSGALG00000008094	73.16	67.31	33.9	71.74
Locus_119178	0.14	0	0.08	0
ENSGALG00000005004	31.08	18.65	5.56	11.68
ENSGALG00000012968	30.39	41.83	23.73	49.93
Locus_127885	0.14	0	0.08	0.12
ENSGALG00000024159	50.55	50.83	26.6	30.35
CUFF.170353	0	0	0.09	1.38
ENSGALG00000019794	22.79	19.04	10.19	12.28
Locus_4775	0.61	0.2	0	0.26
Locus_27817	0	0	0	0.43
ENSGALG00000005380	5.23	6.2	5.7	18.42
Locus_49206	0	0	0	0.39
CUFF.25166	0	0	0	0.26
blastnHuman.ENSG00000231748	0	0	0	0
ENSGALG00000009709	49.88	50.8	18.18	173.79
ENSGALG00000016512	25.29	9.66	13.42	79.84
ENSGALG00000004876	8.29	0.97	1.6	1.78
ENSGALG00000014277	0.88	1.42	1.72	0.73
ENSGALG00000004584	18.26	12.42	14.61	7.9
ENSGALG00000021473	313.94	174.88	56.33	393.51
ENSGALG00000001690	103.49	0.06	0.06	5.66
ENSGALG00000015019	9.35	7.55	7.09	18.37
ENSGALG00000002514	185.72	156.87	51.53	261.33
ENSGALG00000003661	0	0.56	0	0
ENSGALG00000024004	2.87	3.05	4.59	14.73
ENSGALG00000016577	22.74	0.03	0.01	0.14
ENSGALG00000005817	67.97	10.46	6.42	6.44
ENSGALG00000011687	1.89	78.95	1.79	3.54
ENSGALG00000009422	18.3	3.64	7.19	10.89
ENSGALG00000012709	11.63	5.5	1.44	10.05
ENSGALG00000006387	0	0	0	29.55
ENSGALG00000020880	1.43	1.11	2.16	0.92
ENSGALG00000005458	0.24	0.03	0.07	17.29
ENSGALG00000007111	13.12	10.57	15.22	9.51
ENSGALG00000010209	47.9	70.39	46.58	29.23
ENSGALG00000014508	16.18	1.1	2.48	3.37
ENSGALG00000022559	0	0	0	0
ENSGALG00000015667	20.98	22.95	8.93	26.25
ENSGALG00000015906	136.82	31.29	143.7	79.97
ENSGALG00000004847	0.51	1.03	0.53	8.74
Locus_99814	0	0	0	1.5
ENSGALG00000016155	35.77	0.2	0.33	0.79
ENSGALG00000001068	0.27	0.2	0	0.19
ENSGALG00000005801	21.6	0.02	0.09	0.85
ENSGALG00000004857	14.73	0.08	0.1	0.81
ENSGALG00000010151	8.21	17.84	21.39	15.08
ENSGALG00000019598	23.31	20.1	32.81	18.43
ENSGALG00000002430	59.28	55.15	53.45	129.57
Locus_81018	0.3	0.53	0	0.38
ENSGALG00000013723	20.01	151.99	193.13	3.63
ENSGALG00000009393	1.54	17.9	50.03	14.46
Locus_22082	0	0	0	1.49
ENSGALG00000017295	1.27	1.33	2.92	15.52
ENSGALG00000023640	1.02	0.02	0	0.35
Locus_50483	0	0	0	0.92
ENSGALG00000012788	23.29	165.98	33.98	437.53
ENSGALG00000009889	1.35	0.56	0.21	0.17
Locus_99325	0	0.02	0.05	2.44
ENSGALG00000023924	0	0	0	64.77
ENSGALG00000009982	5.92	6.77	8.35	9.63
ENSGALG00000016817	15.96	8.73	7.56	17.3
ENSGALG00000006371	54.32	30.01	21.79	9.55
Locus_19401	0.15	0	0	8.78
ENSGALG00000022287	0	0	0	0
Locus_49226	0	0	0	0.52
Locus_49335	0	0	0.08	1.42
ENSGALG00000024100	6.17	14.87	14.18	7.89
ENSGALG00000011620	84.62	68.29	32.16	39.71
ENSGALG00000003913	12.84	16.07	11.95	29.18
ENSGALG00000015878	14.93	133.26	17.58	458.11
ENSGALG00000011533	2.54	5.9	7.88	7.98
Locus_48445	0	0	0	6.71
ENSGALG00000009737	68.77	0	0	0.25
blastnPlatypus.Locus_95838	0	0	0	0
ENSGALG00000002193	133.66	16	4.52	10.99
ENSGALG00000003500	0	0.03	0	0
ENSGALG00000014320	2.93	3.41	5.64	2.28
Locus_127502	0	0	0	0.91
ENSGALG00000008370	11.55	11.83	6.67	37.78
ENSGALG00000014378	22.88	26.25	15.5	50.71
Locus_127981	0	0	0	1.91
ENSGALG00000015488	0.19	1.57	0.14	1.57
ENSGALG00000022301	0	0	0	0
ENSGALG00000001216	0.42	0.47	1.16	2.82
Locus_98822	0.86	0.22	0	0.12
ENSGALG00000011614	12.06	0.33	0.06	12.9
ENSGALG00000010497	5.32	0.44	0.99	0.04
Locus_97700	0.1	0.05	0.29	0.27
ENSGALG00000000637	5.97	9.19	11.93	3.62
ENSGALG00000023540	0	0.01	0	1.31
ENSGALG00000010175	90.42	12.36	9.94	76.75
ENSGALG00000013375	0	0.23	0.52	0.04
ENSGALG00000012159	26.12	24.83	39.49	9.5
ENSGALG00000015439	12.22	18.78	13.58	8.49
ENSGALG00000007874	3.22	8.92	20.92	2.45
ENSGALG00000008202	58.32	97.42	81.38	72.58
ENSGALG00000013383	42.41	29.23	26.26	20.18
ENSGALG00000001646	1.44	4.05	8.43	1.71
ENSGALG00000004908	142.72	79.47	58.42	127.11
ENSGALG00000001787	0.22	0	0	0.17
ENSGALG00000011377	111.49	109.65	44.63	118.12
blastnHuman.Locus_131269	0	0	0	0
ENSGALG00000003433	5.17	4.05	3.17	9.97
ENSGALG00000000424	1.9	4.78	16.77	3.34
ENSGALG00000006698	1.07	5.27	7.04	7.68
ENSGALG00000003876	1.02	1.85	16.16	0.33
Locus_87863	0.83	3.27	4.66	6.66
ENSGALG00000010169	31.95	0.21	0.51	1.11
Locus_126630	0.14	0.61	0.15	0.41
ENSGALG00000013935	122.78	137.15	53.05	129.03
ENSGALG00000009488	10.77	0.29	0.14	0.51
ENSGALG00000010953	3.88	6.02	8.71	3.92
ENSGALG00000007955	0.58	1.5	2.34	0.54
Locus_29029	0	0	0	2.49
ENSGALG00000002055	5.43	5.23	31.81	2.25
ENSGALG00000003849	0.55	0.37	0.49	6.73
ENSGALG00000005421	35.57	0.45	1.15	2.92
ENSGALG00000007644	10.18	14.41	8.68	48.69
ENSGALG00000023018	29.4	15.86	8.34	24.77
ENSGALG00000000178	145.29	568.39	1660	80.4
ENSGALG00000000972	0	0.02	0	0
ENSGALG00000002921	61.62	14.64	22.26	26.6
ENSGALG00000003957	66.6	0.68	0	62.52
Locus_73386	0	0	0	0.29
ENSGALG00000003568	13.99	7.83	5.32	2.25
ENSGALG00000003571	0.58	2.44	2.69	0.35
ENSGALG00000013747	16.82	7.67	10.41	3.58
ENSGALG00000004639	91.25	146.79	130	37.81
ENSGALG00000021969	10.97	2.75	1.63	0.08
Locus_99332	0	0	0	0
ENSGALG00000012102	9.96	21.41	34.75	3.91
ENSGALG00000012585	71.39	41.05	29.91	68.81
ENSGALG00000017117	0.12	0	0	0.21
ENSGALG00000004916	1.06	13.33	11.32	185.79
Locus_88058	0	0	0	0.49
ENSGALG00000020819	1.01	0	0.05	1.51
Locus_105236	0.39	0.01	0.01	1.69
ENSGALG00000011451	0.98	11.43	6.64	2.28
ENSGALG00000001740	15.62	3.94	10.83	0.82
ENSGALG00000010924	23.23	31.18	9.11	3.94
ENSGALG00000003594	9.24	0.41	0.16	14.16
ENSGALG00000003143	18.32	22.17	13.48	15.18
ENSGALG00000000374	10.37	19.21	32.36	2.95
ENSGALG00000006096	2.02	1.19	0.77	1.76
Locus_28055	0	0	0	1.66
Locus_74131	0	0	0	1.28
ENSGALG00000006228	21.21	15.29	8.25	6.55
ENSGALG00000002531	60.24	85.09	42.8	94.54
Locus_98073	0.23	0	0	0.1
ENSGALG00000010769	1.61	44.09	14.22	0.11
Locus_71446	0.03	0.02	0.01	1.09
ENSGALG00000023768	0.55	0.83	5.95	0.24
ENSGALG00000008702	0	13.13	15.6	0.45
ENSGALG00000005888	12.43	4.8	4.37	14.15
ENSGALG00000001854	0.66	0.25	0.09	0.3
ENSGALG00000007126	20.33	30.04	15.82	46.78
ENSGALG00000011918	26.57	7.89	11.43	8.44
Locus_82095	0.23	2.99	0.7	0.73
blastnMouse.Locus_111510	0	0	0	0
ENSGALG00000002386	16.15	0.19	0.51	1.85
ENSGALG00000000585	27.36	0.28	0.1	53.9
Locus_104624	0.2	0	0.11	0.09
ENSGALG00000008944	66.85	53.1	28.65	30.05
ENSGALG00000006453	130.32	1755.76	684.16	43.09
Locus_22056	0	0	0	0.53
ENSGALG00000000755	2.11	1.7	4.34	18.53
blastnHuman.ENSG00000250467	0	0	0	0.45
CUFF.71413	0	0.07	0.12	0.28
ENSGALG00000003776	0	0.27	0	0
ENSGALG00000013306	11.59	8.76	9.52	16.9
Locus_118833	0	0.54	0.67	0
ENSGALG00000009505	39.97	27.15	8.84	69.94
Locus_117333	0	0	0	24.76
ENSGALG00000000653	18.82	0	0	0
ENSGALG00000013590	102.04	70.76	37.85	54.1
Locus_21688	0	0	0	0.12
ENSGALG00000003476	5.04	25.14	20.16	17.66
ENSGALG00000009215	0.61	0.14	0.14	2.33
ENSGALG00000013892	9.3	6.47	5.21	4.31
ENSGALG00000017175	5.4	0.43	0.54	1.54
ENSGALG00000023947	104.7	53.2	16.53	23.08
ENSGALG00000008148	0.68	0.07	0.02	0.18
ENSGALG00000003462	0	0	0	0
ENSGALG00000007410	6.76	0.49	0.3	4.34
ENSGALG00000004738	0	0	0	0
ENSGALG00000007373	3.14	16.54	37.91	3.09
Locus_21467	0.11	0	0	2.04
Locus_80288	0	0	0	1.04
ENSGALG00000016506	53.89	72.42	19.41	250.25
ENSGALG00000017271	0.93	3.67	0.76	0.62
ENSGALG00000011890	1.18	0.03	0.07	1.04
ENSGALG00000007028	2.85	1.1	0.96	3.47
Locus_65382	1.58	0	0	0.14
ENSGALG00000001054	24.75	18.99	45.47	4.92
CUFF.91745	0	0.53	0	0.06
ENSGALG00000015626	35.12	9.47	4.13	8.97
ENSGALG00000024333	370.02	4.84	2.54	14.37
ENSGALG00000012653	12.21	46.05	21.61	32.3
ENSGALG00000004508	2.19	3.82	7.29	8.75
ENSGALG00000009379	262.22	330.87	73.44	158.45
CUFF.2798	0.64	0	0.12	7.28
ENSGALG00000015851	3.35	7.03	4.46	10.89
ENSGALG00000008946	6.99	16.57	5.99	12.43
ENSGALG00000010859	1.31	0.42	0.83	0.24
ENSGALG00000012638	40.21	44.81	79.19	51.28
ENSGALG00000006871	5.36	2.58	4.17	4.73
ENSGALG00000003766	17.9	18.58	16.58	95.52
ENSGALG00000013867	30.22	46.69	38.69	160.69
ENSGALG00000015571	10.01	6.61	8.13	17.12
Locus_48614	0	0.08	0.1	1.12
CUFF.30891	0	1.1	0	0
ENSGALG00000008423	78.12	0.48	0.83	13.02
ENSGALG00000001642	39.78	46.64	29.75	394.19
Locus_21309	0	0	0.08	2.51
Locus_118786	0.46	0.1	0.13	0.5
Locus_47657	1.95	0.6	0.54	0.16
Locus_118713	0	0	0.06	3.59
ENSGALG00000003019	57.45	4.37	2.24	5.4
ENSGALG00000003298	12.8	19.64	11.02	26.05
ENSGALG00000021666	62.68	0.28	0.17	0.17
Locus_71273	0	0	0	7.86
ENSGALG00000010642	12.57	50.05	42.15	21.65
ENSGALG00000014954	10.9	9.38	7.21	11.09
ENSGALG00000010305	1.84	2.8	1.52	22.63
ENSGALG00000002882	7.72	8.78	7.32	29.87
ENSGALG00000007937	83.27	72.36	45.65	81.05
ENSGALG00000000953	0.71	8.82	6.23	5
Locus_97330	1.18	0.13	0.09	0.48
Locus_88209	0	0.05	0.06	0.09
ENSGALG00000016797	5.13	34.33	109.81	3.08
ENSGALG00000011710	47.07	15.73	24.34	4.49
ENSGALG00000004396	52.97	65.79	14.26	36.7
Locus_104733	0	0	0	0.53
ENSGALG00000012037	72.06	83.77	16.63	46.83
ENSGALG00000003099	16.13	10.41	14.48	8.51
ENSGALG00000012552	4.31	14.62	15.77	4.05
Locus_88200	0.95	3.75	4.61	9.93
ENSGALG00000013931	13.32	17.71	13.43	16.08
ENSGALG00000017363	12.38	18.55	17.56	44.59
ENSGALG00000014448	32.58	20	12.88	87.8
ENSGALG00000016825	30.95	35.02	15.31	46.45
ENSGALG00000008023	12.11	13.06	9.43	13.26
CUFF.143101	0	0	0	0.06
blastnHuman.ENSG00000235335	0	0	0	0
ENSGALG00000002886	0	0.01	0.03	0.02
Locus_20748	0	1.23	2.53	0.2
ENSGALG00000011101	3.67	4.08	3.63	5.37
Locus_118898	0	0.27	0	1.25
ENSGALG00000023042	11.65	12.48	1.48	100.61
ENSGALG00000014641	0	9.46	2.11	0.07
Locus_118434	0	0	0	0.44
ENSGALG00000016732	6.93	8.57	7.6	6.13
ENSGALG00000001726	194.51	75	22.34	79.13
ENSGALG00000000048	3.93	1.34	3.67	0.89
ENSGALG00000022089	0	0	0	0
ENSGALG00000008287	14.68	4.98	23.58	14.59
ENSGALG00000024202	0	0	0	0
Locus_98791	0.17	2.1	1.52	0.3
ENSGALG00000006210	6.7	2.16	5.82	0.65
ENSGALG00000015205	0	0	0	0.89
Locus_29088	0	0	0	0.86
CUFF.37827	0	0	0	2.25
Locus_73507	0	0	0	1.54
Locus_5090	0	0.05	0.12	4.67
Locus_127806	0	0	0	0.5
ENSGALG00000013828	4.05	11.65	26.46	1.33
ENSGALG00000005105	144.63	122.21	25.81	155.52
Locus_84154	0.81	0.28	0.22	1.75
ENSGALG00000010333	5.07	11.79	12.33	6.16
ENSGALG00000023493	112.55	195.27	5.35	29.25
ENSGALG00000015451	13.63	19.1	4.92	8.78
ENSGALG00000013232	2.43	13.51	22.86	0.77
ENSGALG00000007115	2.83	5.43	1.89	11.64
ENSGALG00000002705	251.08	114.67	74.74	48.27
Locus_84080	0	0	0	0.06
CUFF.202519	1.33	1.19	0.31	1.14
ENSGALG00000008686	19.62	15.81	15.27	15.4
ENSGALG00000004465	4.04	5.21	11.55	0.94
ENSGALG00000001002	0	0	0	0
ENSGALG00000011155	1.87	5.08	7.7	8.46
Locus_21426	0	0.25	0.12	5.42
CUFF.183073	0	0.01	0	0.55
ENSGALG00000010454	9.22	24.4	42.84	24.68
ENSGALG00000011948	0.2	0.09	1.22	0.26
Locus_19972	0	0	0	0.69
ENSGALG00000000946	276.26	143.18	72.5	594.06
ENSGALG00000003743	20.96	9.18	10.68	6.21
Locus_99431	0.14	0.09	0.05	1.5
ENSGALG00000006812	0.3	0.13	0	2.24
Locus_97761	0.89	0.1	0.17	5.97
Locus_104878	1.28	0.14	0.71	0
ENSGALG00000021313	12.69	11.57	13.3	5.96
CUFF.72435	0	0	0	0.87
ENSGALG00000023851	0	0	0	0.44
ENSGALG00000011683	2.58	3.83	2.27	74.23
CUFF.48402	0.72	0	0	0.19
ENSGALG00000006947	180.79	50.71	40.21	113.4
ENSGALG00000012370	8.73	48.63	89.47	25.02
ENSGALG00000006960	24.53	19.64	22.23	65.47
ENSGALG00000011017	28.83	11.23	6.82	10.46
ENSGALG00000001033	3.18	1.98	12.91	1.94
Locus_68290	0	0	0	1.31
ENSGALG00000006158	7.27	3.81	0.98	2.03
ENSGALG00000024082	65.67	24.13	5.99	13.76
Locus_71465	0	0.19	0.06	2.21
Locus_20552	0	0	0.05	0.32
ENSGALG00000012199	0.65	2.86	0.6	55.04
ENSGALG00000016553	0.04	0.16	0.04	5.85
ENSGALG00000001374	21.18	11.7	21.33	10.99
ENSGALG00000012761	0.87	5.53	14.56	17.94
ENSGALG00000014904	0.52	0.01	0	0.13
ENSGALG00000020013	20.96	13.41	7.02	44.92
ENSGALG00000007231	0.15	3.62	3.96	9.3
ENSGALG00000002712	23.36	0.42	1.27	4.58
ENSGALG00000015807	10.86	16.27	7.99	38
ENSGALG00000020340	0.12	0.54	0.54	1.22
Locus_51809	0.04	11.39	5.11	0.03
ENSGALG00000016977	683.44	696.07	680.66	666.37
ENSGALG00000005683	9.93	29.05	17.29	11.13
ENSGALG00000014970	57.21	71.17	66.45	121.91
Locus_19277	1.46	0.24	0	0.78
ENSGALG00000012874	51.74	28.15	19.2	2.7
ENSGALG00000012514	55.53	55.22	11.29	56.6
ENSGALG00000003471	0	0	0	0
ENSGALG00000009096	12.33	21.26	12.44	27.23
ENSGALG00000002529	10.62	10.02	8.09	14.99
ENSGALG00000013573	4.18	9.9	16.64	5.64
CUFF.51817	0.03	0	0	2.55
ENSGALG00000022758	47.79	3.67	11.69	4.18
ENSGALG00000023554	1.81	2.27	5.59	3.1
Locus_102043	0.21	0.08	0.03	4.83
Locus_20913	0	0	0.11	0.26
ENSGALG00000001551	32.76	53.84	72.22	23.88
ENSGALG00000022512	7.62	8.44	49.41	3.61
ENSGALG00000015983	6.01	19.46	11.75	31.26
ENSGALG00000024187	0	0	0	0
ENSGALG00000017132	5.81	8.94	5.1	18.81
ENSGALG00000017219	6.52	11.86	10.1	7.32
ENSGALG00000009037	0.79	0.6	0.36	5.98
Locus_48350	0	0	0	12.32
ENSGALG00000010034	2.96	4.86	6.12	35.62
ENSGALG00000006046	139.02	12.25	4.35	30.03
ENSGALG00000004306	22.88	4.02	5.1	10.06
ENSGALG00000004927	0	0.9	0	0
ENSGALG00000000536	38.24	9.87	19.76	17.12
ENSGALG00000017238	43.39	0	0	0.04
ENSGALG00000004996	0	0	0	0
ENSGALG00000015124	4.3	13.94	6.39	2.85
ENSGALG00000024421	0	0.08	0	0
ENSGALG00000007491	12.6	9.26	14.34	13.52
ENSGALG00000024484	0.07	0.07	1.53	0
ENSGALG00000022208	0	0	0	0
Locus_27749	0	0	0	5.37
ENSGALG00000021973	0	0	0	0
Locus_21294	0.22	0	0	0.56
Locus_21837	0	0	0	1.16
ENSGALG00000008337	3.54	15.11	32.7	1.49
ENSGALG00000005241	45.63	32.02	14.62	23.32
ENSGALG00000006792	49.23	22.07	7.52	11.2
ENSGALG00000017003	0	0.25	0.23	0.22
ENSGALG00000022244	0	0	0	0
ENSGALG00000022695	122.36	10.55	16.2	36.19
blastnPan.Locus_122173	0	0	0.39	0.15
ENSGALG00000004065	22.91	14.2	21.69	38.57
ENSGALG00000024051	13.2	23.69	8.38	21.62
ENSGALG00000015842	77.84	4.12	2.44	6.98
ENSGALG00000004760	1.07	6.22	11.16	2.92
ENSGALG00000013756	0.23	0.14	0.26	217.74
CUFF.27981	0.28	0.5	0	0.36
ENSGALG00000009074	1.23	0.8	0.28	6.15
Locus_109947	0	0.02	0	1.83
ENSGALG00000024128	3.28	2.96	1.86	13.38
ENSGALG00000017389	0.76	15.02	10.02	4.67
ENSGALG00000005623	28.71	27.69	13	56.27
ENSGALG00000017250	0.42	19.11	2.31	54.22
ENSGALG00000002152	3.12	29.3	31.14	0.45
Locus_77089	0	0	0	0.47
ENSGALG00000010101	1.2	0.39	0.91	0.17
ENSGALG00000000930	113.38	32.08	15.09	89.92
ENSGALG00000013257	489.18	180.62	229.33	1134.3
ENSGALG00000015989	4.94	9.79	12.51	35.04
ENSGALG00000015809	36.5	58.83	29.16	32.61
