Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Gene ID	Associated Gene Name
19	46745835	46756603	ENSPTRG00000011030	CEACAM7
17	49070009	49077152	ENSPTRG00000009401	RSAD1
7	158773817	158889719	ENSPTRG00000019929	VIPR2
2A	112527439	112560407	ENSPTRG00000012331	
9	135019768	135023799	ENSPTRG00000021537	MRPS2
2A	112573673	112611996	ENSPTRG00000012365	TTL
19	46776964	46795421	ENSPTRG00000011031	
4	161868944	162005386	ENSPTRG00000016555	FNIP2
11	116151185	116175789	ENSPTRG00000004336	MPZL3
3	146588570	146646653	ENSPTRG00000015489	U2SURP
19	46825306	46836057	ENSPTRG00000011063	CEACAM6
2A	112625229	112660144	ENSPTRG00000012366	POLR1B
14	99187979	99279575	ENSPTRG00000006711	CCDC85C
1	112973633	112981233	ENSPTRG00000001203	PEX11B
19	46861749	46877858	ENSPTRG00000011033	CEACAM3
17	49099552	49122245	ENSPTRG00000009402	MYCBPAP
9	135041196	135046504	ENSPTRG00000021538	LCN1
10	119275198	119320783	ENSPTRG00000003000	MCMBP
14	99320732	99349562	ENSPTRG00000006712	HHIPL1
4	161992137	162134337	ENSPTRG00000016556	C4orf45
1	112981653	112987865	ENSPTRG00000001202	
7	159377157	159395422	ENSPTRG00000023092	SAMD11
14	99359209	99400988	ENSPTRG00000006713	CYP46A1
11	116176887	116188007	ENSPTRG00000004337	MPZL2
4	162372821	162464849	ENSPTRG00000016558	RAPGEF2
1	112986100	112989980	ENSPTRG00000001201	RBM8A
2A	112669414	112671488	ENSPTRG00000012367	CHCHD5
2B	232492936	232520670	ENSPTRG00000012993	MFF
19	46908116	46909340	ENSPTRG00000011035	LYPD4
9	135054104	135059777	ENSPTRG00000021539	PAEP
2A	112733505	112751349	ENSPTRG00000012368	SLC20A1
19	46919824	46924733	ENSPTRG00000011036	DMRTC2
7	159395535	159410669	ENSPTRG00000022530	NOC2L
11	116228921	116240454	ENSPTRG00000004338	CD3E
2A	112810017	112832580	ENSPTRG00000012369	NT5DC4
14	99467994	99616640	ENSPTRG00000006714	EML1
19	46932635	46944113	ENSPTRG00000011037	RPS19
1	112998586	113020620	ENSPTRG00000001200	LIX1L
10	119340410	119393289	ENSPTRG00000003001	SEC23IP
12	106848658	107129309	ENSPTRG00000039548	
15	78100674	78249540	ENSPTRG00000007363	ARNT2
19	46949309	46953636	ENSPTRG00000011038	CD79A
12	106935759	107117224	ENSPTRG00000005391	RFX4
9	135093808	135095906	ENSPTRG00000029002	GLT6D1
2A	112827575	112854363	ENSPTRG00000012370	CKAP2L
9	135117441	135119666	ENSPTRG00000029001	LCN9
1	113022887	113024708	ENSPTRG00000001199	ANKRD34A
9	135148124	135155159	ENSPTRG00000021540	SOHLH1
4	164463497	165207404	ENSPTRG00000016559	FSTL5
1	113027648	113040126	ENSPTRG00000001198	POLR3GL
2B	232525028	232542140	ENSPTRG00000012994	TM4SF20
3	146707031	146708050	ENSPTRG00000041459	
11	116260926	116264583	ENSPTRG00000004339	CD3D
17	49138090	49146727	ENSPTRG00000009404	SPATA20
2B	232630109	232720485	ENSPTRG00000012995	AGFG1
11	116266221	116275216	ENSPTRG00000004340	CD3G
7	159411816	159417021	ENSPTRG00000023996	KLHL17
1	113493724	113644139	ENSPTRG00000001188	PDE4DIP
3	146848740	147438810	ENSPTRG00000015491	SLC9A9
9	135267379	135366425	ENSPTRG00000021542	CAMSAP1
2A	112863649	112874586	ENSPTRG00000012371	IL1A
19	46958331	46983798	ENSPTRG00000011039	ARHGEF1
4	166232683	166273061	ENSPTRG00000016560	NAF1
11	116280999	116321380	ENSPTRG00000004341	UBE4A
2A	112926002	112932999	ENSPTRG00000012372	IL1B
4	166430398	166439236	ENSPTRG00000016561	NPY1R
7	159417802	159426376	ENSPTRG00000030882	PLEKHN1
17	49152517	49220385	ENSPTRG00000009405	CACNA1G
4	166450347	166458346	ENSPTRG00000016562	NPY5R
15	78348123	78410170	ENSPTRG00000007364	ABHD17C
4	166607557	166634200	ENSPTRG00000023618	TMA16
12	107129032	107243306	ENSPTRG00000005392	RIC8B
15	78434861	78607000	ENSPTRG00000007365	CEMIP
3	147562742	147583664	ENSPTRG00000015492	C3ORF58
2A	113038748	113047462	ENSPTRG00000012374	IL36G
10	119919129	120054012	ENSPTRG00000029684	PPAPDC1A
2B	232770812	232792456	ENSPTRG00000012996	C2orf83
3	149683003	149775784	ENSPTRG00000015494	PLOD2
2A	113067692	113069862	ENSPTRG00000012375	IL36A
4	166642356	166971137	ENSPTRG00000016564	MARCH1
9	135393211	135423577	ENSPTRG00000021543	UBAC1
19	47028176	47030862	ENSPTRG00000011040	RABAC1
2B	232847264	232884619	ENSPTRG00000028998	SLC19A3
12	107309354	107327743	ENSPTRG00000005394	C12ORF23
2A	113086178	113089704	ENSPTRG00000012376	IL36RN
2B	232981857	232985573	ENSPTRG00000012999	CCL20
12	107330991	107340877	ENSPTRG00000005395	MTERFD3
19	47038704	47041708	ENSPTRG00000011041	ATP1A3
2A	113095045	113103394	ENSPTRG00000012377	IL1F10
4	168130003	168167404	ENSPTRG00000016571	TMEM192
14	99740635	99819701	ENSPTRG00000006715	EVL
12	107346858	107449712	ENSPTRG00000005396	CRY1
9	135474210	135561689	ENSPTRG00000021544	NACC2
19	47071260	47138019	ENSPTRG00000011042	GRIK5
7	159426489	159433088	ENSPTRG00000039606	PERM1
2B	233039007	233094120	ENSPTRG00000013000	WDR69
10	120320676	120378780	ENSPTRG00000003004	WDR11
4	168264199	168379866	ENSPTRG00000016572	KLHL2
2A	113144376	113159966	ENSPTRG00000012378	IL1RN
7	159443234	159444452	ENSPTRG00000023647	
9	135668132	135674995	ENSPTRG00000021546	LHX3
11	116321209	116323839	ENSPTRG00000041921	
11	116323561	116332023	ENSPTRG00000004342	ATP5L2
19	47151205	47153768	ENSPTRG00000011044	ZNF574
7	159460447	159461410	ENSPTRG00000023135	
9	135678293	135718436	ENSPTRG00000021547	QSOX2
7	159467138	159501802	ENSPTRG00000022742	AGRN
11	116360122	116360564	ENSPTRG00000004343	
11	116361971	116450339	ENSPTRG00000004344	MLL
2A	113210196	113231282	ENSPTRG00000012379	PSD4
19	47163377	47209169	ENSPTRG00000011045	POU2F2
3	149806461	149866746	ENSPTRG00000015497	PLSCR4
9	135752403	135771491	ENSPTRG00000041847	
12	107882097	108024206	ENSPTRG00000005398	BTBD11
9	135918838	135920262	ENSPTRG00000042394	
9	135931576	135955331	ENSPTRG00000021549	GPSM1
2A	113246798	113306556	ENSPTRG00000012380	PAX8
2B	233148095	233362224	ENSPTRG00000013001	SPHKAP
6	90526473	90528251	ENSPTRG00000042241	
4	168384368	168405882	ENSPTRG00000016574	MSMO1
3	150051039	150115638	ENSPTRG00000015498	PLSCR2
9	135957634	135959442	ENSPTRG00000034113	DNLZ
1	113665246	113684348	ENSPTRG00000000233	
9	135959704	135969461	ENSPTRG00000021551	CARD9
6	90573099	90650435	ENSPTRG00000018426	BACH2
12	108050152	108078263	ENSPTRG00000005399	PWP1
3	150134811	150164864	ENSPTRG00000015499	PLSCR1
4	168443133	168564152	ENSPTRG00000016575	CPE
2A	113449695	113507667	ENSPTRG00000012383	CBWD2
15	78602666	78646169	ENSPTRG00000007366	MESDC2
6	91170492	91240761	ENSPTRG00000018427	MAP3K7
1	113813265	113813890	ENSPTRG00000041739	
19	47273244	47292782	ENSPTRG00000011046	DEDD2
1	116598798	116830366	ENSPTRG00000001194	
7	160233936	160238326	ENSPTRG00000041540	
7	160896550	160900940	ENSPTRG00000040172	
11	116453118	116456859	ENSPTRG00000004346	TTC36
7	161535577	161539965	ENSPTRG00000042401	
15	78796022	78810812	ENSPTRG00000007368	C15orf26
14	99821894	99835355	ENSPTRG00000006716	DEGS2
2B	234234056	234450824	ENSPTRG00000013003	PID1
14	99914397	99952924	ENSPTRG00000006717	YY1
14	99966661	99982574	ENSPTRG00000006718	SLC25A29
3	150206097	150226454	ENSPTRG00000041967	PLSCR5
11	116456750	116461474	ENSPTRG00000004347	TMEM25
10	120965946	121089405	ENSPTRG00000003003	FGFR2
2B	234446735	234489651	ENSPTRG00000040391	
19	47295473	47302169	ENSPTRG00000011048	ZNF526
2B	234578130	234944562	ENSPTRG00000013004	DNER
1	116781176	116783629	ENSPTRG00000030467	ADAM30
15	78887653	78976262	ENSPTRG00000007369	IL16
19	47305779	47318459	ENSPTRG00000011049	GSK3A
1	116833311	116847378	ENSPTRG00000000232	
4	168455358	168456847	ENSPTRG00000002699	RPS3A
14	100002091	100009162	ENSPTRG00000006719	SLC25A47
4	168943239	169174407	ENSPTRG00000016577	TLL1
1	116889505	116907061	ENSPTRG00000001180	REG4
9	135972137	135993570	ENSPTRG00000021554	SNAPC4
3	151018069	151038617	ENSPTRG00000015500	ZIC4
14	100012903	100058513	ENSPTRG00000006720	WARS
9	136000292	136006945	ENSPTRG00000021555	SDCCAG3
11	116470647	116492194	ENSPTRG00000004348	IFT46
9	136007183	136020800	ENSPTRG00000021556	PMPCA
3	151041394	151049285	ENSPTRG00000015501	ZIC1
1	116934133	116955011	ENSPTRG00000001179	HMGCS2
9	136028658	136854787	ENSPTRG00000021557	INPP5E
12	108098580	108126865	ENSPTRG00000005400	PRDM4
2B	235003832	235162782	ENSPTRG00000013005	TRIP12
3	152339819	152384662	ENSPTRG00000015503	AGTR1
9	136084207	136084833	ENSPTRG00000028994	
3	152470538	152502759	ENSPTRG00000015505	CPB1
9	136091975	136143384	ENSPTRG00000021561	NOTCH1
19	47323452	47331045	ENSPTRG00000028999	ERF
19	47360087	47371217	ENSPTRG00000011051	CIC
12	108505121	108624189	ENSPTRG00000005402	WSCD2
1	116958786	116991195	ENSPTRG00000001178	PHGDH
4	169866585	170372597	ENSPTRG00000016579	SPOCK3
3	152507859	152539701	ENSPTRG00000015507	CPA3
12	108656483	108657596	ENSPTRG00000041638	
12	108890179	108894500	ENSPTRG00000005403	FICD
6	93929450	94115577	ENSPTRG00000018428	EPHA7
19	47372452	47378049	ENSPTRG00000011052	PAFAH1B3
12	108897070	108936215	ENSPTRG00000005404	SART3
11	116498836	116530386	ENSPTRG00000004350	ARCN1
15	78976176	78987450	ENSPTRG00000007370	STARD5
3	152629474	152631275	ENSPTRG00000040698	
3	152635021	152671466	ENSPTRG00000015509	GYG1
19	47377537	47386226	ENSPTRG00000011053	PRR19
15	78996093	79036626	ENSPTRG00000007371	TMC3
19	47388746	47400450	ENSPTRG00000011054	TMEM145
9	136248901	136447580	ENSPTRG00000021576	MAMDC4
9	136266536	136277905	ENSPTRG00000021563	EGFL7
19	47400993	47453211	ENSPTRG00000011055	MEGF8
2B	235163954	235253104	ENSPTRG00000013006	FBXO36
3	152673886	152740067	ENSPTRG00000015511	HLTF
4	171253121	171350502	ENSPTRG00000016580	ANXA10
10	121235346	121421932	ENSPTRG00000003005	ATE1
2B	235281012	235315059	ENSPTRG00000013007	SLC16A14
11	116535439	116586436	ENSPTRG00000004351	PHLDB1
2B	235471817	235556381	ENSPTRG00000013010	SP140
2A	113510736	113512109	ENSPTRG00000030377	FOXD4
6	96462993	96494699	ENSPTRG00000018429	MANEA
2A	113532344	113541831	ENSPTRG00000006961	
1	117054849	117083236	ENSPTRG00000001177	ZNF697
1	117195957	117203735	ENSPTRG00000024031	HSD3B1
15	79709244	79713486	ENSPTRG00000007373	MEX3B
14	100062745	100215860	ENSPTRG00000006722	WDR25
15	79795112	79926754	ENSPTRG00000007374	EFTUD1
6	96895984	97086575	ENSPTRG00000018431	FUT9
4	171383098	171487805	ENSPTRG00000016581	DDX60
12	108936289	108943908	ENSPTRG00000040156	ISCU
14	100223797	100251773	ENSPTRG00000006725	BEGAIN
6	97397078	97430787	ENSPTRG00000018432	UFL1
10	121450554	121468415	ENSPTRG00000003006	NSMCE4A
14	100346063	100361573	ENSPTRG00000024309	
14	100417210	100425460	ENSPTRG00000006726	DLK1
1	117292154	117300039	ENSPTRG00000023445	HSD3B2
12	108966386	108974925	ENSPTRG00000005406	TMEM119
12	109000997	109009444	ENSPTRG00000005407	SELPLG
9	136278716	136283553	ENSPTRG00000021564	AGPAT2
19	47462457	47465711	ENSPTRG00000011057	CNFN
1	117321572	117347564	ENSPTRG00000001174	HAO2
12	109022413	109109419	ENSPTRG00000005408	CORO1C
19	47476890	47502816	ENSPTRG00000011058	LIPE
9	136317604	136324298	ENSPTRG00000021565	FAM69B
3	152776110	152820685	ENSPTRG00000015512	HPS3
9	136339288	136341889	ENSPTRG00000021568	LCN8
9	136345632	136349553	ENSPTRG00000021569	LCN15
6	97439937	97493941	ENSPTRG00000018433	FHL5
19	47499737	47500115	ENSPTRG00000042494	
1	117569153	117681775	ENSPTRG00000001173	WARS2
10	121482701	121747508	ENSPTRG00000003008	TACC2
19	47503678	47518479	ENSPTRG00000011060	CXCL17
19	47560531	47561170	ENSPTRG00000038866	
9	136375383	136377362	ENSPTRG00000040757	TMEM141
19	47585308	47604693	ENSPTRG00000011061	CEACAM1
15	79926802	79949298	ENSPTRG00000007375	FAM154B
9	136380575	136392856	ENSPTRG00000021573	CCDC183
10	121763837	121830645	ENSPTRG00000003009	BTBD16
6	97678015	97717061	ENSPTRG00000018434	GPR63
6	97767715	97776375	ENSPTRG00000018435	NDUFAF4
4	171525715	171652215	ENSPTRG00000016582	DDX60L
15	80107276	80110554	ENSPTRG00000007379	RPS17
1	117622598	117623554	ENSPTRG00000041065	
15	80113962	80220015	ENSPTRG00000034062	CPEB1
6	97802950	98023619	ENSPTRG00000018436	KLHL32
1	117728068	117832155	ENSPTRG00000001172	TBX15
2B	235571233	235651705	ENSPTRG00000013011	SP140L
12	109263701	109275766	ENSPTRG00000005411	DAO
12	109450392	109485725	ENSPTRG00000005417	USP30
9	136423164	136426340	ENSPTRG00000034484	RABL6
9	136436270	136437101	ENSPTRG00000028987	PHPT1
1	118523178	118757227	ENSPTRG00000001170	SPAG17
9	136449256	136450843	ENSPTRG00000021577	EDF1
9	136477384	136519528	ENSPTRG00000021578	TRAF2
12	109485897	109491241	ENSPTRG00000005418	ALKBH2
10	121866977	121918534	ENSPTRG00000003010	PLEKHA1
2B	235664960	235792802	ENSPTRG00000013012	SP100
3	152819671	152869219	ENSPTRG00000015513	CP
19	47656175	47670936	ENSPTRG00000011032	CEACAM8
12	109495345	109508324	ENSPTRG00000005419	UNG
19	47799020	47815571	ENSPTRG00000039032	PSG3
6	98029664	98171628	ENSPTRG00000018437	MMS22L
4	171668803	172107325	ENSPTRG00000016583	PALLD
19	47827792	47840702	ENSPTRG00000039356	PSG8
11	116586640	116608061	ENSPTRG00000004352	TREH
2B	236008667	236070820	ENSPTRG00000013015	CAB39
12	109513933	109665127	ENSPTRG00000005420	ACACB
19	47960717	47973844	ENSPTRG00000038796	PSG1
15	80231329	80279028	ENSPTRG00000007381	AP3B2
9	136534366	136537353	ENSPTRG00000021579	FBXW5
6	99729656	99731303	ENSPTRG00000029496	POU3F2
2B	236115517	236129246	ENSPTRG00000013018	ITM2C
6	99769103	99842420	ENSPTRG00000018438	FBXL4
10	121940906	121943129	ENSPTRG00000040006	ARMS2
9	136538578	136541371	ENSPTRG00000021580	C8G
10	121974356	122000745	ENSPTRG00000003011	HTRA1
19	48159028	48175429	ENSPTRG00000011071	PSG11
2B	236158362	236176269	ENSPTRG00000013019	GPR55
2B	236246779	236260112	ENSPTRG00000013020	SPATA3
9	136547346	136550566	ENSPTRG00000021581	LCN12
4	172173574	172202215	ENSPTRG00000016585	CBR4
2B	236290986	236303084	ENSPTRG00000028988	C2orf72
19	48212610	48233426	ENSPTRG00000011072	PSG2
2B	236310223	236426629	ENSPTRG00000013021	PSMD1
9	136567937	136570400	ENSPTRG00000028980	
9	136586413	136587573	ENSPTRG00000028979	C9ORF142
10	122046348	122117274	ENSPTRG00000022758	DMBT1
3	152973040	152987837	ENSPTRG00000015515	TM4SF18
9	136588759	136590712	ENSPTRG00000021584	CLIC3
6	100188853	100261570	ENSPTRG00000018440	FAXC
19	48243230	48427486	ENSPTRG00000041975	PSG9
4	172288084	172465080	ENSPTRG00000016587	SH3RF1
3	153023146	153031931	ENSPTRG00000015516	TM4SF1
6	100282032	100306794	ENSPTRG00000018441	COQ3
9	136633982	136640169	ENSPTRG00000021587	NPDC1
1	118751287	118781166	ENSPTRG00000001168	WDR3
11	116677763	116720060	ENSPTRG00000004353	DDX6
17	49228722	49272906	ENSPTRG00000009406	ABCC3
9	136642547	136651985	ENSPTRG00000021588	ENTPD2
3	153129052	153158713	ENSPTRG00000015517	TM4SF4
4	172588445	172804422	ENSPTRG00000016588	NEK1
6	100312553	100338983	ENSPTRG00000018442	SFRS18
19	48328695	48344619	ENSPTRG00000011067	PSG7
3	153172651	153313050	ENSPTRG00000015519	WWTR1
9	136662837	136668334	ENSPTRG00000021589	SAPCD2
9	136676487	136683520	ENSPTRG00000021590	UAP1L1
17	49289291	49302262	ENSPTRG00000009407	ANKRD40
19	48350917	48363872	ENSPTRG00000040468	PSG4
1	118781207	118839954	ENSPTRG00000001167	GDAP2
17	49314145	49347764	ENSPTRG00000009409	LUC7L3
3	153394809	153408817	ENSPTRG00000015520	COMMD2
14	100572023	100576101	ENSPTRG00000006731	MIR431
14	101261355	101261974	ENSPTRG00000033867	
11	116818253	116828962	ENSPTRG00000004355	CXCR5
14	101460052	101627332	ENSPTRG00000006734	PPP2R5C
11	116820610	116820815	ENSPTRG00000038800	
11	116834765	116845728	ENSPTRG00000004356	BCL9L
19	48509647	48515230	ENSPTRG00000028993	
11	116866500	117027834	ENSPTRG00000004369	H2AFX
11	116887396	116888389	ENSPTRG00000004357	UPK2
11	116903626	116913734	ENSPTRG00000004358	FOXR1
15	80328779	80356320	ENSPTRG00000007383	FSD2
3	153417439	153449174	ENSPTRG00000030099	ANKUB1
9	136686277	136707724	ENSPTRG00000021591	MAN1B1
19	48526429	48529260	ENSPTRG00000028992	
19	48558893	48580786	ENSPTRG00000011078	TEX101
11	116931444	116948904	ENSPTRG00000004360	CCDC84
6	100347172	100475660	ENSPTRG00000018443	USP45
3	153469417	153622202	ENSPTRG00000015521	RNF13
1	119080739	119102665	ENSPTRG00000001166	FAM46C
15	80379423	80404063	ENSPTRG00000007384	WHAMM
12	109677201	109708316	ENSPTRG00000005421	FOXN4
1	119187752	119345564	ENSPTRG00000024134	MAN1A2
17	49428957	49434230	ENSPTRG00000034507	WFIKKN2
19	48623375	48627731	ENSPTRG00000011079	LYPD3
17	49457945	49462928	ENSPTRG00000009413	TOB1
15	80420242	80514293	ENSPTRG00000007385	HOMER2
17	49561576	49716463	ENSPTRG00000009414	SPAG9
12	109789130	109849005	ENSPTRG00000005423	MYO1H
1	119505736	119578494	ENSPTRG00000001164	VTCN1
15	80548947	80553779	ENSPTRG00000007387	FAM103A1
11	116948874	116951525	ENSPTRG00000004361	RPS25
9	136709481	136713851	ENSPTRG00000021592	DPP7
19	48637165	48669588	ENSPTRG00000011080	PHLDB3
3	153626537	153630995	ENSPTRG00000015524	PFN2
15	80565122	80572354	ENSPTRG00000007388	C15orf40
6	100457313	100483796	ENSPTRG00000018444	CCNC
11	116951589	116956823	ENSPTRG00000004362	TRAPPC4
2B	236361518	236378971	ENSPTRG00000013022	HTR2B
15	80577149	80633047	ENSPTRG00000007389	BTBD1
2B	236451862	236596864	ENSPTRG00000013023	ARMC9
1	119600306	119609825	ENSPTRG00000001163	TRIM45
19	48671506	48692738	ENSPTRG00000011082	ETHE1
19	48692571	48701529	ENSPTRG00000011083	ZNF575
14	101664239	101750900	ENSPTRG00000006735	DYNC1H1
3	154083382	154133966	ENSPTRG00000015526	TSC22D2
1	119619418	119662156	ENSPTRG00000001162	TTF2
19	48709097	48742796	ENSPTRG00000011084	XRCC1
9	136738073	136765710	ENSPTRG00000021594	GRIN1
3	154217723	154220882	ENSPTRG00000015527	SERP1
11	116977664	116990667	ENSPTRG00000004364	HYOU1
12	109878978	109937957	ENSPTRG00000005425	UBE3B
3	154221163	154259546	ENSPTRG00000015528	EIF2A
4	172812850	172913347	ENSPTRG00000016589	CLCN3
15	80673952	80703718	ENSPTRG00000007390	TM6SF1
19	48744112	48746197	ENSPTRG00000038953	
19	48759578	48763233	ENSPTRG00000011087	IRGQ
6	100521785	100530615	ENSPTRG00000018445	PRDM13
19	48764295	48768139	ENSPTRG00000011088	ZNF576
1	119690541	119723608	ENSPTRG00000001160	CD101
6	100830308	100903711	ENSPTRG00000018446	MCHR2
19	48775297	48787930	ENSPTRG00000011089	ZNF428
4	172921798	172950346	ENSPTRG00000016590	C4ORF27
2B	236653268	236654419	ENSPTRG00000028985	
2B	236691636	236692139	ENSPTRG00000028984	
2B	236710276	236710891	ENSPTRG00000042048	
2B	236712638	236722224	ENSPTRG00000013025	NCL
19	48791572	48809092	ENSPTRG00000011090	CADM4
1	119734176	119814820	ENSPTRG00000001158	PTGFRN
17	49749937	49759007	ENSPTRG00000009415	NME1
9	136766945	136768227	ENSPTRG00000021595	LRRC26
9	136773536	136786889	ENSPTRG00000021597	ANAPC2
19	48818287	48840591	ENSPTRG00000011091	PLAUR
14	101778471	101784874	ENSPTRG00000006736	HSP90AA1
3	154297154	154301909	ENSPTRG00000039581	
4	173191551	173231265	ENSPTRG00000016591	MFAP3L
9	136786942	136788698	ENSPTRG00000021599	SSNA1
19	48889367	48893294	ENSPTRG00000011092	IRGC
19	48904605	48929187	ENSPTRG00000011093	SMG9
6	101304295	101378512	ENSPTRG00000018447	SIM1
4	173263262	173293945	ENSPTRG00000016592	AADAT
9	136790434	136799760	ENSPTRG00000021600	TPRN
2B	236780466	236787815	ENSPTRG00000013027	NMUR1
3	154336457	154380856	ENSPTRG00000015530	ERICH6
15	80704538	80775265	ENSPTRG00000007391	HDGFRP3
17	49764153	49769071	ENSPTRG00000039502	
9	136806069	136817859	ENSPTRG00000024013	NDOR1
2B	236990391	237039940	ENSPTRG00000013030	PDE6D
1	119967700	119982476	ENSPTRG00000001157	CD2
17	49778060	49822930	ENSPTRG00000009417	MBTD1
6	101423837	101803676	ENSPTRG00000018448	ASCC3
2B	237045118	237069199	ENSPTRG00000023315	COPS7B
15	80826744	80855481	ENSPTRG00000007392	BNC1
17	50228983	50772667	ENSPTRG00000009419	CA10
3	154417968	154440342	ENSPTRG00000015532	SIAH2
1	120027969	120040352	ENSPTRG00000030454	C1orf137
1	120066860	120162892	ENSPTRG00000001154	IGSF3
3	154613786	154660178	ENSPTRG00000042520	CLRN1
4	175034348	176263242	ENSPTRG00000016595	GALNTL6
19	48941712	48950781	ENSPTRG00000011094	KCNN4
15	81057134	81184333	ENSPTRG00000007393	SH3GL3
3	154775098	155124932	ENSPTRG00000015534	MED12L
19	48970355	48975437	ENSPTRG00000038828	LYPD5
4	176393408	176547928	ENSPTRG00000016596	GALNT7
2B	237160571	237161514	ENSPTRG00000013032	NPPC
19	49006760	49022511	ENSPTRG00000011096	ZNF283
2B	237253583	237560410	ENSPTRG00000013033	DIS3L2
19	49047801	49055435	ENSPTRG00000011097	ZNF404
19	49087917	49110578	ENSPTRG00000011098	ZNF45
11	117018032	117025660	ENSPTRG00000004368	HMBS
1	120166162	120223156	ENSPTRG00000001153	CD58
11	117028588	117034141	ENSPTRG00000004370	DPAGT1
12	109957428	109974459	ENSPTRG00000005427	MMAB
1	120322573	120336444	ENSPTRG00000030453	
19	49138717	49143340	ENSPTRG00000011099	ZNF221
4	176555337	176558406	ENSPTRG00000016597	HMGB2
1	120336386	120357746	ENSPTRG00000001152	ATP1A1
19	49164164	49179267	ENSPTRG00000028986	ZNF155
19	49186894	49198680	ENSPTRG00000011100	ZNF230
15	81219936	81616478	ENSPTRG00000007394	ADAMTSL3
2B	237601898	237606138	ENSPTRG00000013034	ALPP
14	101841093	101927227	ENSPTRG00000006737	WDR20
19	49210660	49218420	ENSPTRG00000011102	ZNF222
17	51623319	51624950	ENSPTRG00000039260	
12	109974677	109999550	ENSPTRG00000005428	MVK
17	52464199	52466220	ENSPTRG00000009420	KIF2B
4	176594852	176601465	ENSPTRG00000016598	SAP30
9	136825255	136826916	ENSPTRG00000024338	CYSRT1
14	101932515	102003348	ENSPTRG00000006738	MOK
19	49240483	49252855	ENSPTRG00000011103	
19	49261647	49274605	ENSPTRG00000011104	ZNF284
9	136828490	136830579	ENSPTRG00000039335	RNF224
17	52593051	52595324	ENSPTRG00000011411	ZNF816
4	176612072	176623422	ENSPTRG00000016599	SCRG1
19	49282114	49296569	ENSPTRG00000011105	ZNF224
9	136834587	136837686	ENSPTRG00000023766	SLC34A3
6	102555728	103012158	ENSPTRG00000018449	GRIK2
2B	237629972	237633834	ENSPTRG00000013035	ALPPL2
9	136842529	136844977	ENSPTRG00000023373	TUBB4
4	176750263	176756540	ENSPTRG00000016601	HAND2
11	117040176	117049803	ENSPTRG00000004371	C2CD2L
3	154901495	154966632	ENSPTRG00000030093	P2RY14
19	49301340	49321023	ENSPTRG00000011106	ZNF225
17	53560982	53622231	ENSPTRG00000009421	TOM1L1
4	177456207	177504635	ENSPTRG00000016604	FBXO8
