	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
HS6ST1	0.431397077	1.165221485	1.403381437	0.390505169	1.6202675	0.989227331	0.419962283	0.93108216	1.648955557	0.838108672	0.889192158	1.27269917	0.539559116	0.951390206	1.509050678
UGGT1	0.503135998	1.517167648	0.979696354	0.72998639	1.121576911	1.148436699	0.745232225	1.186594714	1.068173061	0.855559539	1.200147168	0.944293293	0.594378523	1.059440323	1.346181154
GYPC	1.407345764	0.90327658	0.689377656	1.073559951	1.618548368	0.307891682	1.271698892	1.080783984	0.647517124	1.462817233	0.809422646	0.727760122	1.29140082	1.025902857	0.682696323
STAM	0.705197996	1.603791303	0.6910107	0.825390884	1.304447946	0.87016117	0.861899787	1.186426031	0.951674183	1.012106386	1.261353068	0.726540545	0.824746469	1.284130535	0.891122996
GAD2	0.491595785	1.16410392	1.344300295	1.37069206	0	1.62930794	0.493830476	1.139869445	1.366300078	0.892478657	0.851521343	1.256	0.461042872	0.836693023	1.702264105
ABI1	0.816197874	1.406263037	0.777539089	1.078074116	1.012497092	0.909428792	0.983618724	1.182768481	0.833612795	1.123373678	1.115702175	0.760924147	0.884584454	1.13358279	0.981832757
YME1L1	0.628985266	1.363657459	1.007357274	0.791593016	1.311847544	0.89655944	0.851915875	1.271603822	0.876480303	0.928203065	1.223396973	0.848399962	0.747442471	1.225515942	1.027041588
DNAJC1	0.960467383	1.120815092	0.918717524	1.045421846	1.385464265	0.56911389	0.933454975	1.063868847	1.002676177	0.820616158	1.13496441	1.044419432	1.109435724	1.088661648	0.801902628
NIPSNAP3A	1.126975064	1.447651027	0.425373908	1.191620455	1.288316126	0.52006342	0.94756488	1.447803949	0.604631171	1.288583799	1.215347916	0.496068285	1.164760625	1.276685053	0.558554323
LRRC8A	1.058859088	1.328898653	0.612242259	1.094865654	1.156589321	0.748545025	0.926111891	1.000709569	1.07317854	1.194127767	1.153538858	0.652333374	1.234130739	0.893777713	0.872091548
CDK9	1.026043969	1.210572783	0.763383248	1.158755742	0.817378742	1.023865516	1.230826524	0.798337162	0.970836314	1.20445133	0.816890775	0.978657895	1.253974743	0.753302491	0.992722766
TXN	0.919048031	2.059106677	0.021845292	0.939121248	2.045756282	0.015122469	1.508183446	1.459861157	0.031955397	1.317318153	1.661952765	0.020729082	1.300815478	1.686227033	0.012957489
ODF2	0.703994473	1.869321766	0.42668376	0.998767196	1.347823727	0.653409077	1.395729252	1.043485443	0.560785305	1.056052234	1.085654803	0.858292963	0.861762069	1.209185867	0.929052064
KIAA0368	0.579183406	1.371131679	1.049684915	1.014201654	1.216640605	0.769157741	1.042758408	1.240580925	0.716660668	1.075137047	1.187122944	0.737740009	0.926095185	1.206329021	0.867575794
TOR1B	0.820570762	1.309558967	0.869870271	1.16022835	0.941393759	0.898377891	1.034269295	1.071067368	0.894663336	0.775053392	1.041295081	1.183651527	0.724942323	1.07676858	1.198289097
C9orf78	0.731295086	0.968634943	1.300069971	1.027651387	0.824331965	1.148016648	0.921609403	0.850769205	1.227621392	0.853038005	0.901695704	1.245266291	0.847175404	0.847899835	1.304924761
SMC2	0.555852594	1.986251157	0.457896249	1.609552425	0.929581177	0.460866398	0.966623619	1.130592218	0.902784164	1.398365987	0.839376297	0.762257716	1.180985346	0.907939529	0.911075125
KLF4	1.875580435	0.469510753	0.654908812	1.821115784	0.791484624	0.387399592	1.230915311	0.632726552	1.136358138	1.480451568	0.846133141	0.67341529	1.516175184	0.713259066	0.77056575
TOR1A	0.76476916	1.381640938	0.853589903	0.842747968	1.214403293	0.942848739	0.803121396	1.077522109	1.119356495	1.083754303	0.969908648	0.94633705	0.842600891	1.11796846	1.039430649
RALGPS1	1.655197536	0.667743818	0.677058646	1.360488321	0.823392384	0.816119295	1.103506481	0.940518896	0.955974623	1.143990031	0.904085779	0.951924191	0.882745861	0.896744974	1.220509166
FAM129B	1.257608828	1.032253821	0.710137351	1.197554044	1.320267133	0.482178824	1.077079347	0.706153656	1.216766997	1.658438362	0.899823273	0.441738365	1.52742938	0.982260417	0.490310204
OR13C9	0	3	0	0	3	0	0.615683642	2.384316358	0	0.192900233	2.807099767	0	0	3	0
ST6GALNAC4	0.962822208	1.128648641	0.908529152	0.590733034	0.881578968	1.527687998	1.399974876	0.926589842	0.673435283	1.158200105	0.96679268	0.875007215	1.315039324	0.935975191	0.748985485
TMOD1	0.847806999	1.055731084	1.096461918	1.787619288	0.859698087	0.352682624	1.411986407	0.903856882	0.684156711	1.087759461	0.927527253	0.984713286	0.60299145	0.999451532	1.397557018
DAB2IP	1.108875583	0.98684031	0.904284106	1.078396796	0.917344381	1.004258824	1.064650282	0.975337678	0.960012039	1.083204392	0.94824456	0.968551048	0.756777764	0.811679351	1.431542885
STXBP1	0.908855939	1.33963765	0.751506411	0.978750245	1.161718152	0.859531603	1.025413079	0.864209525	1.110377395	1.050068459	0.845457888	1.104473653	0.659126526	0.944962581	1.395910893
SLC2A8	1.782700359	0.499864663	0.717434978	1.350769779	0.775695461	0.87353476	1.476274871	0.655652006	0.868073124	1.381097315	0.738866077	0.880036607	1.385253208	0.887613838	0.727132954
ANGPTL2	0.817260131	0.906160415	1.276579453	2.391898986	0.465987257	0.142113756	1.596440268	0.639317838	0.764241894	1.486072871	0.589355043	0.924572086	1.508766384	0.627791717	0.863441899
CDK5RAP2	0.858343614	1.197139273	0.944517113	1.166132851	0.8717869	0.962080249	0.886041755	0.761683995	1.35227425	0.94047012	0.844924322	1.214605557	0.866823883	1.075390483	1.057785634
ZFP37	0.289507169	0.405026083	2.305466748	0.789444936	0.313743458	1.896811607	0.748771798	0.580899963	1.670328239	1.745818934	0.319889479	0.934291587	0.651393213	0.521176997	1.82742979
SLC31A2	0.568052089	1.832817195	0.599130716	0.587723613	1.12484095	1.287435438	0.63727978	1.972722626	0.389997594	0.57132504	2.114100453	0.314574507	1.036481995	1.7338615	0.229656505
SLC31A1	0.64435576	1.288284242	1.067359998	0.581321091	1.159185185	1.259493724	0.58407262	1.41617248	0.999754899	0.862624456	1.516968916	0.620406628	0.638486284	1.345934473	1.015579243
TLR4	1.133944012	1.334311395	0.531744594	1.068172235	1.683391141	0.248436624	0.414254128	1.573545184	1.012200688	0.830559039	1.422418445	0.747022516	1.269408723	1.101702906	0.628888371
ZNF189	0	1.063496822	1.936503178	1.262384977	1.147803943	0.58981108	0.978730278	0.580467153	1.440802569	0.56079222	0.682105082	1.757102697	0.299343663	0.291535442	2.409120896
ALDOB	0.385294431	0.880319844	1.734385726	0.857468487	1.01949489	1.123036622	0.494711052	0.296535405	2.208753543	0.479207051	0.400302003	2.120490946	0.419375992	2.457118065	0.123505943
STX17	0.918246801	1.525479016	0.556274184	0.763100528	1.52171309	0.715186381	0.78218044	1.294127122	0.923692438	0.941836401	1.267902372	0.790261228	0.991205753	1.137934727	0.87085952
PRPF4	0.752811584	1.140521944	1.106666473	0.835955965	1.124182687	1.039861348	0.897673689	1.015121341	1.087204971	1.068769804	1.069949321	0.861280875	0.903159975	0.946691966	1.150148059
FPGS	1.110144708	1.201902989	0.687952303	0.868002224	1.064160687	1.067837089	1.049636215	0.795279389	1.155084397	0.789785714	0.878381993	1.331832293	1.044741439	0.847709229	1.107549332
USP20	0.886799475	1.550922188	0.562278337	0.715972533	1.414711741	0.869315727	0.698910507	1.35304953	0.948039962	0.773669792	1.299204725	0.927125483	0.652676857	1.337426578	1.009896565
BAAT	1.181621089	1.726704066	0.091674845	0.077058053	2.433422149	0.489519797	0.481464618	2.357764711	0.160770671	0.682373857	2.11232031	0.205305833	0.400902688	2.116492994	0.482604318
KIF12	1.922019143	0.592110021	0.485870836	1.004371866	1.088148378	0.907479756	1.353539839	1.606327064	0.040133097	1.678021127	1.271585193	0.05039368	1.842141136	1.157858864	0
ATP6V1G1	0.888430735	1.151502657	0.960066607	0.990815202	1.205992408	0.80319239	1.136736645	1.069931234	0.793332121	1.162276202	1.074671275	0.763052523	1.080657934	1.016818683	0.902523383
TEX10	0.827102506	1.568886595	0.604010899	1.199566682	1.105854811	0.694578506	1.193039512	1.139177767	0.667782721	1.093052949	1.202444819	0.704502231	0.997360493	1.186952433	0.815687074
GARNL3	0.96914937	1.421333863	0.609516767	1.872774484	0.540114666	0.58711085	0.92384452	1.050328593	1.025826887	1.000107345	0.844313391	1.155579265	0.89823934	0.764628637	1.337132023
MRPL50	0.951741485	1.125627702	0.922630813	0.84131873	1.397191428	0.761489842	0.963578209	1.403237724	0.633184067	1.284852413	1.085976802	0.629170784	1.139487114	1.078467971	0.782044914
DPM2	1.205559916	0.717046136	1.077393948	1.129191223	0.903595848	0.967212929	0.935265573	0.801148343	1.263586084	1.161955134	0.998806957	0.83923791	1.192344576	0.947064888	0.860590536
TSTD2	0.761006664	1.177241293	1.061752043	0.976205432	0.939984889	1.08380968	0.946126258	1.179198885	0.874674858	0.825760479	1.237061935	0.937177586	0.636113861	1.174992875	1.188893264
GABBR2	0.672999719	1.278713817	1.048286464	0.641846346	0.812291269	1.545862386	0.774511888	1.076582955	1.148905157	0.96439752	0.984701986	1.050900495	0.532977058	1.049361918	1.417661024
PSMB7	0.654326311	1.132816765	1.212856923	0.939504783	1.089464835	0.971030382	0.964027569	0.905560793	1.130411638	1.002460742	1.008944844	0.988594414	0.978841651	1.13352181	0.887636538
C9orf156	1.451005906	0.808117525	0.740876569	0.859704199	1.025338127	1.114957674	0.857728729	0.917591708	1.224679564	0.722129037	0.868451895	1.409419067	0.828259143	0.861143451	1.310597406
RABEPK	1.096712114	1.469652989	0.433634896	1.159106864	1.353994167	0.486898969	1.209644144	1.219670143	0.570685713	1.230804771	1.246565401	0.522629828	1.345447702	1.238399836	0.416152462
GOLGA1	1.140006498	1.421345431	0.438648071	1.256479778	1.182932563	0.560587658	1.198032603	1.357409337	0.44455806	1.309047725	1.297721216	0.393231059	1.2505731	1.230693231	0.518733669
XPA	0.424063362	1.00399293	1.571943709	0.789873951	1.322772684	0.887353366	0.730622571	1.189505717	1.079871713	0.694940532	1.44142798	0.863631488	0.684608865	1.401346406	0.914044729
NCBP1	0.62490626	1.353769248	1.021324492	0.722176849	1.094565698	1.183257453	0.712163472	1.110531503	1.177305025	0.845865745	1.140425835	1.01370842	0.656068989	0.944282087	1.399648924
ANP32B	1.007793373	1.174146448	0.818060179	1.208296472	1.081111605	0.710591922	0.969288829	0.910957725	1.119753447	0.864939976	0.971918405	1.163141619	1.189129643	0.980337351	0.830533005
PDCL	0.75536246	1.035128569	1.209508971	1.045412327	0.900477235	1.054110438	0.701668767	0.994246911	1.304084322	0.830117382	1.182064681	0.987817937	1.001268847	0.963082687	1.035648466
RPL35	1.164698426	1.106617025	0.728684549	1.032319829	1.157107936	0.810572236	0.909916347	1.204036484	0.886047169	0.726165165	1.018295049	1.255539786	1.061660416	1.215444245	0.722895339
CTSV	0.407962858	2.327284026	0.264753116	1.264772785	1.188901378	0.546325837	0.079400467	0.339193112	2.581406422	0.486682798	0.720670558	1.792646644	0.770243395	0.436271014	1.79348559
LMX1B	0	0.859734044	2.140265956	1.108789808	0.517361527	1.373848665	0	0	3	0	0	3	0	0	3
ARPC5L	1.307421397	0.137907631	1.554670972	1.772499498	0.145902278	1.081598224	1.695403402	0.155533297	1.149063302	1.750172521	0.112123636	1.137703843	1.324665275	0.105015361	1.570319364
ENPP2	0.900044295	1.302522172	0.797433533	1.930592117	0.747466442	0.321941441	0.62723611	1.324407546	1.048356344	0.975673325	1.313757182	0.710569493	1.436759153	1.114121007	0.44911984
DSCC1	2.25529955	0.511013089	0.233687361	1.461262698	0.633031411	0.905705891	2.152314536	0.454394801	0.393290663	1.567447287	0.779878181	0.652674532	1.817361192	0.587823254	0.594815554
DERL1	0.710666202	1.671252599	0.6180812	0.890466157	1.207830457	0.901703386	0.945968664	1.247211687	0.806819649	0.99012309	0.904958202	1.104918709	0.689847197	1.17770943	1.132443373
MYC	1.83302115	0.943603026	0.223375823	2.134985486	0.791419259	0.073595255	0.470479018	1.138028197	1.391492785	1.116955759	1.129787519	0.753256722	0.855867351	1.211477275	0.932655374
NOV	1.869097221	0.446499372	0.684403408	1.007473015	1.662089458	0.330437527	0.685333367	1.563440009	0.751226623	1.203220032	0.60299166	1.193788308	0.260457029	0.458662901	2.280880071
IL33	1.72550428	1.082083167	0.192412553	0.539737078	2.195055108	0.265207813	0.348779734	2.651220266	0	0.961440659	1.274630652	0.763928688	0.939179314	1.39237429	0.668446395
RANBP6	0.551625777	1.128225719	1.320148504	0.766450602	0.979177994	1.254371404	0.701520513	1.122461054	1.176018433	0.927158039	1.03239468	1.040447281	0.697056593	0.928654704	1.374288703
POLR1E	0.720787135	0.720431132	1.558781732	0.996982496	0.614124653	1.388892851	0.656581388	0.865657874	1.477760738	0.694166897	0.753084843	1.55274826	0.610688893	0.654752684	1.734558424
PLAA	0.72365335	1.190722386	1.085624264	0.894685401	1.05524032	1.050074279	0.997687777	0.965880072	1.036432151	1.064050952	0.961686534	0.974262515	0.970767706	0.941833885	1.087398408
IL11RA	1.051024897	0.77306576	1.175909342	0.935701697	0.995360675	1.068937628	0.916905471	1.649554225	0.433540304	0.678998906	1.341740809	0.979260285	0.834789242	1.489859671	0.675351088
UBAP2	0.904537535	1.249721566	0.845740899	0.807543548	1.073915384	1.118541068	1.042390145	1.113904827	0.843705027	1.165140166	1.131804253	0.703055581	1.003549309	1.213161549	0.783289143
APTX	0.856944845	0.887960969	1.255094185	1.064187382	0.887082333	1.048730284	1.086813419	0.720267794	1.192918787	1.100310067	0.881097017	1.018592917	1.017915353	0.858867371	1.123217276
RNF38	0.654111416	1.566650135	0.779238449	0.717265623	1.143574725	1.139159652	0.680904559	1.1857787	1.133316741	0.753659461	1.08393675	1.16240379	0.572221237	1.017811614	1.409967149
TLN1	0.939012324	1.288505456	0.77248222	0.916568088	1.042878432	1.04055348	0.773566022	1.027051734	1.199382244	0.985932699	0.991782692	1.022284609	1.056557753	0.904811999	1.038630248
SIT1	0.659710693	1.188135052	1.152154255	0.978123143	1.699440872	0.322435985	0	2.147310776	0.852689224	0	3	0	0	1.703644786	1.296355214
DNAJB5	1.465347614	0.877978682	0.656673703	0.743340891	1.277795357	0.978863752	1.22431543	0.752574513	1.023110057	1.033481631	0.805686043	1.160832326	0.750081717	0.868091314	1.381826969
SPAG8	0.30309923	2.619699951	0.077200819	0.555018658	2.26344755	0.181533793	1.067855303	1.639275775	0.292868923	0.594365823	2.056622	0.349012177	0.868486581	1.757121606	0.374391812
DCTN3	0.999629369	0.896011094	1.104359537	0.949430471	1.004898211	1.045671318	0.853633338	1.001329458	1.145037205	1.017476535	0.883060502	1.099462962	0.905748229	1.152398055	0.941853716
CD72	0.87047732	1.619920465	0.509602214	2.06823097	0.753989518	0.177779512	1.648954115	0.42703615	0.924009735	1.172106904	0.626727571	1.201165526	1.684989891	0.860729789	0.45428032
TMEM8B	1.145502882	0.974876373	0.879620745	1.430661944	0.556101515	1.013236541	0.561282147	0.67225008	1.766467773	0.681744664	0.558427324	1.759828012	0.637078689	0.692246514	1.670674797
GRHPR	1.782115855	0.704647921	0.513236224	0.884377416	1.076010721	1.039611863	1.136091682	1.158545084	0.705363234	1.01889784	1.253226591	0.727875569	1.23538151	1.218244501	0.546373989
ALDH1B1	1.153310129	1.677548984	0.169140886	0.703012637	0.832324646	1.464662717	0.3215424	1.57602788	1.10242972	0.579405332	2.02551188	0.395082788	0.469619346	2.034414274	0.49596638
HINT2	1.013483271	0.732602157	1.253914572	0.612560579	0.874205574	1.513233848	0.604726809	0.622368156	1.772905035	0.558867383	0.761042683	1.680089934	0.726177471	0.690206737	1.583615791
ARHGEF39	0.212596498	1.998494137	0.788909365	1.549446078	0.69010617	0.760447752	0.249979061	1.337943115	1.412077824	0.212752986	1.721373032	1.065873982	0.270039352	1.651147938	1.07881271
IGFBPL1	0.504691169	0	2.495308831	0.671851179	0.155594958	2.172553863	1.261558287	0	1.738441713	1.253212586	0	1.746787414	1.137829079	0.091764287	1.770406634
DENND4C	0.575112632	1.341297516	1.083589852	0.962749513	1.090239959	0.947010528	0.85560713	1.499174945	0.645217925	0.954835437	1.477081133	0.56808343	0.871792826	1.349398404	0.77880877
RPS6	1.41205598	1.138607349	0.449336671	1.730497941	1.00350608	0.265995979	1.445558031	1.195163084	0.359278885	1.267025388	1.236252656	0.496721956	1.501421069	1.140018141	0.358560789
CNPY3	1.478189776	0.867314812	0.654495412	1.291597362	0.952411199	0.755991439	1.136770909	0.959431666	0.903797425	0.983581984	1.040084177	0.976333839	1.096842313	1.148015668	0.755142019
FOXP4	1.284074951	1.166003014	0.549922035	1.024343755	0.81586299	1.159793255	0.519385254	1.072201771	1.408412976	0.894065252	0.928942255	1.176992493	0.811999742	1.082112873	1.105887385
PPIL1	1.008325755	1.681291828	0.310382417	0.707196678	1.805404467	0.487398855	1.122385147	1.287214478	0.590400376	1.169564646	1.419054895	0.411380459	0.83699463	1.467611509	0.695393861
KLC4	0.961952375	1.375736109	0.662311516	0.775473259	1.124165759	1.100360982	0.810981217	0.968122858	1.220895926	0.928748466	1.016651153	1.054600381	0.855897447	1.071441994	1.072660559
KIF13A	0.689428645	0.986796073	1.323775282	0.784070439	1.199475837	1.016453724	0.753330854	1.490690962	0.755978185	1.194160207	1.113663959	0.692175835	1.355985317	0.94908048	0.694934202
PIM1	1.368407276	0.826922096	0.804670628	1.642279771	0.742529301	0.615190928	0.935171776	0.816030557	1.248797667	1.017995994	0.931016313	1.050987693	0.529152919	1.179949391	1.290897689
GMPR	0.775594749	0.942260174	1.282145077	0.90888461	0.839364003	1.251751387	0.390908192	0.875720126	1.733371682	0.489869974	1.225594617	1.284535409	0.696568357	0.945861843	1.3575698
CMTR1	0.982902735	1.166038253	0.851059012	0.943597962	1.264755026	0.791647012	1.089121337	0.956315241	0.954563422	1.1186162	1.001048254	0.880335546	0.890039389	0.976748256	1.133212355
TFAP2A	2.341497207	0	0.658502793	0.586144697	0.791707335	1.622147968	0.628410468	1.178746355	1.192843177	0.792338642	0.996904966	1.210756392	0.235890826	0.486493975	2.277615199
SLC22A7	0	2.180844672	0.819155328	0.602491699	1.594525746	0.802982554	0.372353974	1.367611309	1.260034717	0.548655565	0.983835617	1.467508818	0.361335701	0.956324513	1.682339785
YIPF3	1.114449406	1.120826422	0.764724172	0.839174031	0.985407696	1.175418273	1.036556342	1.025354337	0.938089321	1.102660163	0.960023162	0.937316674	1.119010077	0.980844325	0.900145598
TMEM14B	0.763750625	0.823158198	1.413091177	0.589493856	0.915092307	1.495413837	0.619961814	0.929151619	1.450886567	0.628750513	0.934496169	1.436753318	0.677655614	0.88713077	1.435213616
TMEM63B	0.860696374	1.095092045	1.044211581	0.895395789	0.976996133	1.127608078	0.938595987	0.948197715	1.113206299	1.085371411	1.038157416	0.876471173	0.836566342	1.119007074	1.044426584
FRS3	1.174347343	1.06404036	0.761612298	1.128710932	0.99617314	0.875115928	1.168346917	1.013899542	0.817753541	1.006172101	1.088390584	0.905437315	0.944400818	1.228990438	0.826608745
TJAP1	0.729181074	1.484332433	0.786486492	1.067261922	1.010638021	0.922100058	0.604613472	1.043667578	1.351718951	0.464121077	1.118814557	1.417064366	0.797838934	0.992857764	1.209303302
CAPN11	0.385141058	0.427970209	2.186888733	0.461105635	0.335785171	2.203109194	0	0.79661428	2.20338572	0.542179861	0.527075719	1.93074442	0.07617569	0.617466479	2.30635783
TINAG	0.663877852	0.823039019	1.513083129	0.200174446	0.848821458	1.951004096	0	0.326448468	2.673551532	0.662303766	0.915453224	1.42224301	0.524532465	1.048823638	1.426643898
KIAA0319	0.941527306	0.334241045	1.724231649	0.919105844	0.907162357	1.173731799	0.685592239	0.861978812	1.452428949	1.34281622	1.047574974	0.609608806	1.126737476	1.080481572	0.792780952
IRF4	0.11966869	0.226593385	2.653737925	0.315293406	2.320692863	0.364013732	0.250659039	1.68985654	1.05948442	0	3	0	0	2.441719452	0.558280548
SLC22A23	0.918998009	0.839937697	1.241064294	0.823365967	0.822747289	1.353886744	0.448845929	0.8269367	1.724217371	0.973247879	0.843218032	1.183534089	0.89191663	0.960996745	1.147086625
