	log2_hum-chimp_difference	log2_hum-rhe_monkey_difference	log2_chimp-rhe_monkey_difference
PRKRIR	-1.4210436139669747		
ANKRD42			-2.1704468248166116
IL18BP	-3.245309652653506		
NUMA1		-7.898730675602451	-2.1678040306673965
CCDC90B			-5.4557266021219135
SYTL2		-0.45655950741669615	0.7596010579962547
RAB30			
CREBZF		-2.194528621240673	-0.3771235055192356
LRRC32			
PRCP		-0.8656673033505469	-0.15558465744323943
NARS2	-2.1749348194193456		
RNF121			
MRPL15			-2.8580882337845894
PI15			
TTPA		-2.7617637180722445	0.11465229927272783
GGH	-1.8436574592817272	-3.3893840176734655	
SLCO5A1	0.3225931518950342		
SULF1			-2.6999132058987767
TGS1		-2.5655498052831835	-1.2729576626534684
SDCBP	-2.710937662078874		
NEK1	-4.10594239136235	-2.1566084627356403	-1.9093739542672439
DDX60		-0.24004045490450124	0.036757642927854474
NXPE4		0.20775395319901202	1.0321792860116215
SORL1		0.09175741159886668	1.0238471235577622
TMPRSS4		-3.321928094887362	1.632268215499513
BUD13	-1.8959995284713567	-2.0116775684751707	-3.656585934419425
TRPC6		-3.187442386571551	-0.36244547760555734
C11orf70		-0.6987533835090203	0.17731984804223236
DCUN1D5			
YAP1			-2.54446362396985
TRIM29	1.2894077623272724	0.8387936033722002	
BTG4	-2.524027976414593		
POU2F3	0.5273998448625674		
RDX			-4.3074726572556035
PPP2R1B		-3.26550877917835	-0.7671408516545218
FDX1			
C11orf1	0.08156925927286468	-0.8306800764191693	
FXYD6	-4.14480824258908	-1.446797494061656	-1.2852362851841526
ARHGAP20			0.15915076864037808
TMPRSS13			-2.696452832955895
CASP1	-0.36049797645129944	-0.3332267999374868	-3.122008212733915
ALKBH8			-1.1636891999408996
MAP2K5	-2.5048758685329817	-2.7275175762046215	-3.7407156784971525
UNC13C	-2.5915856368271557	-1.264335235984883	-1.5129753213865416
SQRDL			
CTDSPL2		-2.2673999112225927	-0.5197021651165576
SLTM		-6.038253307361975	-2.4509251700441483
THBS1	-0.5632637486457104		
MAPKBP1	0.9782050306738898	-0.25149467239589873	
NUSAP1	-1.4169577423277455	0.3354378468382761	-0.01849935993452738
NDUFAF1		-2.1601552097783383	-0.7315065985170055
KIF23			
RP11-809H16.2	-3.321928094887362		
ITGA11	-2.8638232926132203		
CASC5		-0.7644177488507781	0.4535322744833431
HAUS2			-2.193086428753497
RTF1			-4.0836918100547335
PARP6	-1.3796758858325058	-0.7567188785109419	-1.7011741926391333
RPLP1	0.5155263754048387	0.7916037889726509	-1.3165925500987792
PAQR5		-2.2153867420547355	-1.1435952874686368
LRRC49	-4.78202415368269		
TUBGCP4		-6.551509836380535	-2.7393338174021498
RMDN3	-2.6981254603455485		
ITPKA			
UACA			
SMAD6	-1.6295239153427363	-0.47576635487100005	-1.0119083411145948
PLCB2			
TMEM62	-0.7566246967284411	-0.429543705456348	-1.9964431137284622
PAK6	0.3503795390990449	0.4263213747581795	-2.565701029620159
ADAM10			-1.0880130398795043
DUOX1		-0.5494292874655393	0.08842008862619154
SLC28A2		-3.5195313952062355	1.3176402020729479
STRA6	-1.5037191004938462		
CYP19A1	1.0471290263718724	0.04659883127999577	
ZNF280D		-1.4619303868533537	-1.052802065680359
SEMA6D			-1.6517218362902726
BCL2L10		0.043287043821819145	0.9128055271485132
RSL24D1		-3.212842462736387	-1.00385693012207
SPTBN5	0.9156709251129388	0.6026520021760384	
GCOM1	-0.9288515612510705	0.10869273394809742	-0.614901561774345
GCHFR	-0.7725035795060063	-0.17993514605045885	-1.3315469439108096
BCAR3		-1.5623742275869925	-0.940855125690004
TTLL7			-1.052664148334852
FNBP1L		-1.441053952055868	-1.0869497907520902
CCBL2		-1.672634287798226	-1.0728048591144907
GTF2B			
BRDT		-3.321928094887362	1.632268215499513
RABGGTB	-4.707944587187934	-1.1056833610909995	-0.92571288515892
IFI44L		-2.238193637219042	-0.493439514464059
GIPC2	0.6514429513891483	1.0767777265119276	-0.6470580101624415
ARHGAP29	-1.4621250933533076	0.12286548615050784	-0.27589567738014026
IFI44		-0.6576269895494435	-0.025168700746847312
SLC44A5			-1.0291219570065977
CLCA2	-0.68507488518011		
DNASE2B	0.3122491658044977		
DBT			-1.653848509278212
RTCA			-2.9171253832764115
IFT172		-2.3208129052709094	-1.3087521478239759
EPT1			
CGREF1			
HADHB		-1.4380473648264809	-0.17243671174444056
KHK	-4.156214481616123	-3.2062003393258682	-2.7153332312762304
ADCY3	-2.596518462664073	-2.3752976317731447	-2.9725675166762997
PPM1B			-2.898639021610756
PNPT1		-1.2365563126986874	-0.5309629650086312
DYNC2LI1			-2.0346690340640308
THUMPD2	-0.02569163002877813	-0.39640044260264456	
CYP1B1			
RAB1A	-4.3912647968146485	0.6522349131347437	0.6995046473101256
ACTR2			-4.182411110353205
PREB	-2.995369210714484		
SLC5A6			-0.3189373512197804
ABCG5			0.8457132197755736
PREPL			-2.014454044073076
SLC3A1	-3.990837119949193	-2.165542410491675	-1.9434159379079146
EMILIN1			
FBXO11		-5.8076773418670085	-1.8188182823884265
ATRAID	-1.141981914428055	-1.9967035027850977	
CENPO		-1.8890576031462125	-0.31909065465631825
LRPPRC			-2.171197301391665
TRIM54		-2.205554725795845	-1.5094135052639046
DTNB	-4.05377299040549		
ACTR1A		-4.0291187674851985	-2.468730860248531
CYP2C9	1.632268215499513	1.632268215499513	-3.321928094887362
TMEM180	-0.725741184149442		
CYP2C8	1.409513579275028	1.410270449053162	-3.3019556452462364
MYOF			0.26907034424143994
LOXL4			
STAMBPL1	-2.0746312391685877	-1.4248298906522021	-2.08885559413921
CH25H		-1.0444619797236177	-0.7365549937800314
LBX1			-6.462565100057279
ATAD1		-1.1818955171633667	-0.13390978669601009
BTBD16	-2.195064568010643		
KIF11		-1.7090907377310292	0.5368016463737009
CUZD1		-0.09140572835373668	0.30667046624987404
TACC2			
DUSP5	-0.7593176793564227	-0.6528659134444512	-2.7834898376351864
CALHM2	0.41583609550558415	0.3348421084842867	-5.2019599667962675
ARL3		-1.7271384303792052	-0.5795353531571832
CEP55		-3.321928094887362	1.632268215499513
KIF20B		-1.3605516582945754	-0.8303009152086963
ENTPD1			-2.9361502382023623
EXOC6	-3.1311862667049803	-0.7929287389946964	-0.8287004823698191
PLCE1			
RBP4	-2.4158328553053465		
DBR1		-4.185395216735363	-1.0669992501333396
DNAJC13			-3.1551405246794206
ANXA7	-3.144271987530783	-5.509432446338342	-6.820334543440385
FAM149B1		-2.3553863348912225	-1.5265739760071297
ASCC1		-1.184347429511536	-0.11743884404326249
PLA2G12B	-1.0604662174184551	0.8397488451725664	0.49596265640346093
ZNF365		-2.2304573021011715	0.006304336289787543
OIT3		-0.45113492447589076	0.7550446205494353
ADAMTS14		-1.8420972639794384	1.005995516944266
RPS24	-3.7617894725996135	0.5834279238463432	0.6085109976189125
TET1		-2.307410123156683	-1.6395556027219562
DNA2	-2.2642619811590663	-0.8910144100852642	-1.2139768494046503
MYPN			1.3082508941285704
AOX1			-1.6272416440649562
ATIC	-2.4009861641058223	-0.5804166816602485	-0.7872800466284908
SMARCAL1			-1.5148034352848425
BARD1		-1.6772297696144294	0.9125538039701994
STAT4		-0.31344310755821786	0.7412065601460399
MSTN		-4.280207798040466	0.39657665380108137
CARF		-2.922604656508675	0.17600415695172214
ASNSD1	-2.2617698536286244	-2.093223558975147	-2.9903325467709854
METTL5	-1.4048744064031828	0.1928773577243474	-0.20857740998002428
SSB	-5.081605904057875	-3.183703921342317	-2.46974104346542
NAB1		-1.6788393134465263	-0.848424232560858
CDK15		-1.5388645191547667	1.3287155280434857
PPIG			-6.158995647632219
FASTKD1	-0.1590854646424046	-0.8049368275437992	
MDH1B			
HECW2			-4.073735187508809
IDH1	-2.512027816532703	-1.3273825401950343	-1.6295833199712717
OLA1	-3.2217527086446256	-2.680838922334004	-2.7489392010468214
CIR1		-0.6603621720923757	0.06145641796032894
SSFA2	-0.7847381505761875	-0.1669241689170049	-1.2853107644854793
CHRNA1	-3.321928094887362		
FAM117B		-9.763339226066973	-1.0825933889089587
WDR12		0.16965679072268763	1.0532567310670715
ABI2			-1.7005598524284755
ITGAV			-1.1449420583417924
SLC40A1			-1.2162505969197503
SLC35A5		-3.473165144244045	-0.8429818489840959
DIRC2			-0.524373743186098
SENP7		-1.0313709135739426	-0.6343606091777668
COX17	-2.6142912185328	-0.6743546143692428	-0.8280251805509168
PARP9		-3.278532011038787	0.4563933162469146
MNS1	-0.5392564526153664	-1.2281697935571234	
USP8			-0.8166351746398871
SECISBP2L			-1.1266680929598616
TMOD3	-1.517705798652895	-1.1444268428858786	-2.2995352339437987
SPPL2A			
GLCE		-1.4692889920418073	-0.4682564466989461
SHF	-1.306935327154216		
APH1B			
VWA9		-0.48690387122782347	-0.2963681059899335
CILP		-1.6616662480696058	1.5108665826571988
PARP16		-1.133703277324382	-0.48610129304672356
PPCDC			
HCN4			
SEMA7A	-3.158156972424943		
UBL7	-1.8188789310747846		
ARHGAP24		-0.796828802261778	0.20472566773509077
FAM13A	-3.6422480098577648	-2.2806248306803716	-2.147397846191904
HERC3	-2.018153679623524	-2.6040379342337214	-5.82798778506322
HERC6		-0.2973134424380264	0.09051326609066625
PCDH10			
NDST4			
ZGRF1	-2.428430067585865	-0.04402905600913717	-0.177596335003026
AP1AR			-2.5465133802362367
COPS4	-1.8083720793192608	-2.4082100389266117	-8.441460947316038
HNRNPD	-3.036136344548761		
PRKG2			
RASGEF1B		-1.2941729104641166	0.367217927329759
SEC31A		-2.1090836076274235	-1.2739283154117091
FGF5		-5.0680550377983264	-0.785148356714171
AGPAT9	-0.30628331337871434	0.8181049690200279	0.07637585522452633
FGF2			-0.970874327104147
BBS7		-1.0991048849561573	-0.5038863811614026
KIAA1109	-7.233831744199234	-3.0101823338798255	-2.201063057920567
BMPR1B			-1.5606403826716089
RAP1GDS1		-2.826219799889347	-1.7580358719469147
LARP1B	-2.873192187298637	-3.57408928495926	-4.39655502500844
MMRN1	0.5791550583513824	1.1997426973982375	-0.14718135218154238
PDE5A			
PRDM5			
TRPC3			
NAAA		-1.8956893635111602	-0.9575502267512689
NUP54		-0.9583137068142371	-0.43108861561492584
BMP2K	-5.188699623009721	-3.586342264434757	-2.6819084152805392
G3BP2		-4.324713135612743	-1.4977328898082298
SEPT11	-3.9647426574891673	-3.0735753513982953	-2.6920932753470295
FRAS1			
SCARB2			
CCNG2	-3.2040567541811895	-2.8130955788986256	-2.902102666500438
CNOT6L			-1.5784155029017162
USO1			-3.203243916115301
CDKL2		-4.1061261232455974	-0.15935152500129793
SHROOM3	-2.4932675448180617		
ANXA3		-1.3653176377366636	0.00017156763989072105
PPA2			-3.136865959867987
CENPE			
GSTCD		-1.565703246820358	0.25586845251991075
INTS12	-1.6325194585180118	-2.0066499041283947	-5.24737673552726
ENPEP	-0.20746831843593294	-4.752467879482447	
CASP6			-0.24208834265106602
LEF1	-3.7280855272487576	-1.642325646573954	-1.5358478404053353
HADH		-2.5421816427388775	-0.9653375880564372
EGF			
PAPSS1	-3.4054982790709882	-4.016067527760022	-3.890340381341557
SEC24B			-1.87455881035541
PPP3CA			
SLC39A8	-1.4279168832572724	-3.5053780937931194	
MTTP	-4.707611310745426		
FBN2			-3.779780584244048
MAPK8IP3	-3.2121536377496644	-1.7688754855335076	-1.8082786049145363
RGS3			
GUCD1	-1.4065344679184075		
RNF185			-4.201323112819056
KIAA1644			
PARVG		0.4602298794018682	0.7188661492700587
B4GALNT3			-0.7180016161748868
PDE6H		-3.321928094887362	1.632268215499513
ERP27	1.632268215499513	1.632268215499513	-3.321928094887362
ETV6			
GABARAPL1	-2.5369286544971312	-3.3098080808144568	-5.131150475908623
KIF21A	-4.344695577868866		
CPNE8		-2.4017737712826346	0.32404368386616844
YARS2			-1.4220657625492779
FGD4			
PIK3C2G			-1.5911174488559146
FAM60A	-1.1624999080778635		
AEBP2			-2.8014588614082103
SLCO1C1		-1.3159076149200124	1.1289319767544435
METTL20			-0.4774490697155719
ETNK1			-2.3579645929161157
ZCRB1		-0.5824771467781586	-0.30029336955174196
TMEM117	-8.837022380764076		
PRICKLE1			-1.5963933250525784
C1RL	-2.3392374055003295		
NDUFA9	-6.056562176269069		
CLSTN3			
KLRG1	-0.19785817424842192	0.9898089392814331	0.2798611462809833
VAMP1			
TAPBPL			-3.095346019645958
CD27	0.5558179433851439	0.8034075055453191	-1.4142049143474198
RBP5	-2.0240742867728105		
PEX5	-2.913192723673566	-1.1083596104687772	-1.21400945607808
PIANP	-4.404855100215718		
SLC38A4			
AMIGO2			-2.5787172420237803
SCAF11			-2.3280916326909105
COL2A1	-3.0394353585281757		
PPFIA2			-1.7356733733267384
LRIG3			
MARCH9	-1.7083320862687101	-1.903351169332094	-4.027779803615406
INHBE	1.049414560783447	0.4533921283663166	
GLIPR1			
TPH2	-4.4996700858349685		
TMEM19			
LGR5		-1.3450204903355567	1.290814246795476
PTPRQ		-3.321928094887362	1.632268215499513
DUSP6			-5.18558130121804
POC1B		-2.2432271227025518	-0.16150601637346335
TMTC3			-1.0832197564258441
LUM	-3.308935115781646		
KERA	-3.321928094887362		
SNRPF	-1.4147981327322656	0.47723882409744195	0.1596480346933837
AMDHD1	-1.4908759298990386	-3.546025577294627	
NEDD1	-3.2710313229028096		
SYCP3	-1.4527129397956953		
GAS2L3			-1.845278568353597
TMEM132B			
SLC15A4	-5.705308793703122	-3.178050831022801	-2.3859323040348994
TDG	-3.4548805877294604	-1.0647795397182522	-1.0384525768408717
RITA1	-1.1989763954527877		
SDSL			-0.05074879773316747
MMAB	-0.9512293102456841	-0.6263120933959643	-2.1162931984242594
GIT2			-1.9690103999570185
TCHP	-1.4735565176813885	-2.581814676760601	
FAM222A	-3.283279658237606		
FOXN4	-3.0852958031948323		
NUPL1		-5.720464071176542	-1.9581128347537726
MTMR6			
SLC46A3	-0.8881601608943699		
SLC7A1			-1.6910706430809082
LNX2		-2.0379051252325753	-0.20396991376814827
SUOX		-1.3477380138105348	-0.3732836533356021
CCDC65	0.949012952905858	1.0178721696071258	-2.3630571815044696
SLC39A5	-2.3299089309241405		
TARBP2	-2.288826632335899	-0.9578366784676633	-1.285648314765179
RDH16	-2.2798939685603585	0.5618214996026825	0.45440635799998214
DHH	0.969749876969562	1.3387099349876777	-0.5761540384261534
ACVRL1	-1.9164337153819921	-1.025229058486351	-1.6151821151741819
GPR84	-2.157250689396586	0.3796411910619091	0.23491225647381236
NPFF	-1.3391054650523189	-0.8020062226871043	-1.8453629982421158
NABP2			-2.6028860858649323
N4BP2L1		-1.4683617664998234	-0.6140501770038627
CELA1	-3.321928094887362		
SMARCC2		-3.726377670731152	-1.6981821169909816
BRCA2	-4.268750819736338		
KANSL2		-2.6591005638988325	-1.2145543555094938
CERS5	0.2005513313670496	0.4655417698573749	-1.592056138260622
MAP3K12		-5.199270216141856	-2.924809280663871
ITGB7		-1.15299083338578	0.37506280403269443
GALNT6			-0.9150057931889211
CSAD	0.17919183969892133	-0.19931747762013285	
LMBR1L	-1.230110803412636	-0.714180592093769	-1.819767918083018
C12orf10	-1.9481157736372123	-2.2714793086153247	-4.381936515047172
ESYT1	-2.740386118809055	-3.6390608994908065	-5.0293080519833016
TMBIM6		-0.8805575186246342	-0.560109309020126
ANKRD52			-2.3112860564210815
KRT71		-1.191437947489172	1.4657831973177249
ZNF740			-2.388904189285284
WDFY2			-2.4901459797046783
LPAR6		-1.71681140559443	-1.2918218351243678
ESD		-1.048084279415353	-0.41762833797292187
RB1			-1.8491911537673118
SBNO1			-1.5294417260563646
MORN3	1.2951323038984117	1.4735258758825083	-1.2412618886904472
SETD1B			-4.049983522267442
VPS33A			-2.067677780920285
VPS37B		-3.5146139652407014	-2.3760484602838314
RHOF	-0.7104626475460887	-0.0782508424818474	-1.1973311851307298
DENR		-1.6377838569543177	-0.6836288552443592
DIAPH3			
SLAIN1	-2.8012460581895797	-2.3036629692901385	-2.6521316507585406
RBM26			-1.8508441328259508
SRRM4		-1.5092000710716933	-0.9403033366517445
METTL21C		-0.35316551331519586	0.4710023983495626
MBNL2			-1.47738553092054
ZIC5		-2.1247369467210406	-1.2628662086436178
ABHD13			
RAB20	-2.2637261745217625		
GRTP1			
CUL4A	-3.6208099960278957	-1.2346755827319975	-1.1725066791739296
SSTR1	-1.0482015363235366	-4.089664251540214	
CDH24			
REM2	0.6215599293093196	0.3394099031818881	
CBLN3	-1.267716087501866	-1.187502065795749	-3.0145499814570376
TSSK4	-4.062225085858287		
NOVA1	-2.7216246871538687		
FITM1		-0.4485864817289404	0.4149558147808824
MDGA2			
TMX1			-4.461662378255902
FRMD6	-4.080582749683563	-2.7015608607366652	-2.3612538868264856
PELI2		-0.4841976869629915	-0.25844146049096584
RTN1	-1.9374998832791612	-4.0593121744172755	
C14orf37			-5.804633011548013
SYT16			-0.43255914178683347
SLC38A6	-1.046427086793618	-1.4354161644706145	
NAA30			
RDH12			
DCAF5			
RAB15	-0.9391792594287979	-1.9790289632773148	
WDR89			-1.7162344937500043
ESR2	-0.0012533362083954156	0.39715549932780275	-1.2591942476734945
KCNH5			
STON2			-0.32288048444115985
EFCAB11		-0.08699857530675958	0.16136231494740724
GPR65			
PTGR2			-1.5942203135208766
JDP2	-16.888231599743282		
AK7	-1.087262597362996		
FAM181A		-1.0869496172573005	-0.4770912481197563
SLC24A4			
FBLN5	-4.161292277213839		
SERPINA10		-0.5821873746205477	0.5540691326565934
C14orf79		-1.559026754897182	-0.04545620317064109
WARS			-3.078264352898648
SLC25A47			-0.029233887127713725
WDR20			-1.5812711949737366
NIPA2	-3.7030499262724614		
SLC12A6			
DUOXA1		-3.4126616292462915	1.336398433188727
MFAP1			
TCF12		-3.9209118182838685	-1.495195704950503
SORD			
SERF2	-2.1382792887813937	-3.092202061588512	
ZSCAN29			-3.6958398315845464
DUOXA2	-2.5452640714941754	0.7098713425261498	0.6455557264857291
DUOX2		-1.6407033600600187	1.3074613380585292
LYSMD2	-1.6577443271701406	-1.4323023155469539	-2.702704740126842
SLC27A2	0.4988998387926334	0.7563999585625685	-1.4106794738598105
FGF7			
HDC		-0.6808818310764647	1.3652536285631938
GCNT3	0.35349094100911976		
BNIP2		-1.711355757078261	0.11484489280169875
GTF2A2	-5.1507515754454944	-1.4972054520945934	-1.2307716278400207
SRP14	-3.946969597392101	0.5822589132039636	0.6157473104228692
BAHD1	-2.737998462417123		
DISP2			-2.4739858574061873
CDAN1			
TLE3			
ANP32A	-3.052422848622403	-2.617356763491827	-2.81170949281703
COMMD4	-1.5207880784116292	-0.7028165119191584	-1.4505728133574
UBE2Q2		-3.603805229988727	-1.0165840515626519
PSTPIP1		-1.5882765465934807	-0.8611762039275196
ETFA		-2.8335185740456623	-1.6988086232632198
BCL2A1		-0.4375659050336899	0.7385918582018053
HMG20A			-0.909973173479744
SCAPER	-1.6123633620799058		
TSPAN3			-1.5828973206767334
WDR61			-2.7390855929182396
NCOA2			-1.6735504170042648
NEIL1		-3.2053246904716555	-1.4466957638912668
MAN2C1	-2.5668422440273257	-0.5503112782147451	-0.7034554959231911
DNAJA4	-1.1880191693647686	-0.27091809334009703	-1.0294794125449058
MESDC1	-0.6212798096373403	-4.0614982167722395	
TPM1	-3.975930153364843	-2.9406170958756013	-2.5846653324826985
IGF1R			-1.2968002964727763
ARRDC4		-1.9167111691604795	-0.11422190318211863
PIF1	-3.838165561161801	-0.8231196528269293	-0.7483133585064162
USP3	-2.2093560333966207		
CYP11A1	0.4059799550235419	1.0546427551450812	-0.2307103595682854
BBS4		-2.7537211183808745	-0.05767478435145989
PML			
ADAMTS17	-2.642563418104396		
LINS		-4.483591626397243	-1.5597826227104694
ULK3	-0.2801178952483042	0.04517302620944126	-1.6976718140325744
PCSK6	-0.023242967703475118	-4.09467989885644	
CCDC33			
CELF6		-2.0109733858241534	-0.6992858737753862
SCAMP2			-2.6338408517380905
CYP1A2	-3.321928094887362		
LMAN1L	1.396659763957405	1.2483156641763464	
HAPLN3	-3.758256966693568		
RHCG			
POLG	-4.772060429846049	-6.9094139379593855	-3.801480992246683
RLBP1		-0.33486723672493396	0.1714763062345399
FANCI		-0.4950072235546362	0.4441875312114479
ABHD2	-5.523663678613608		-3.76208611925633
WDR93		-0.438507489415202	-0.12405998953705791
TICRR		-0.2502599156819763	1.238331401530093
NTRK3			
DET1			
MFGE8			-3.809967790921278
ZNF710			
ST8SIA2			
MCTP2			
IQGAP1			-1.7319480342529099
CRTC3			-0.43881824593197855
EFTUD1			-1.6234782929171077
SH3GL3	-1.8543132362230195	-2.0820750687556053	-4.068297303921284
SEC11A		-2.528531494126779	-1.3167956903886668
SEPT12	0.6333086881340845	-5.028231809826154	
GLYR1	-2.5190006833982816	-1.5939531183071154	-1.9612898818075373
PMM2			
SLC5A2	-4.844878449190102	-1.4721386723448282	-1.2322597437301266
ITGAX		-2.9729246710215222	0.6067879585734022
TGFB1I1	0.47743469232217384	0.5647646482605041	-2.4198130971932064
C16orf58		-1.9899513896359262	-0.8859575485194052
ARMC5	-1.7436854150191783	-2.116772311719839	-4.967757505377038
PARN	-2.3296723900318983	-1.9215943944147469	-2.599170574661956
FTO			-0.9988405634247718
UQCRC2	-1.8495073516481895	-2.319421445483514	-5.4509872460694
CDR2	-0.6100900915540897	-0.10508339171127654	-1.4165948706533
IGSF6			-2.2732152259349334
ARHGAP17		-4.520495074286153	-2.610428541230093
MYLK3		-2.256075567922499	1.5804635870620813
ABCC12			
NKD1	-1.863477105531071	0.006087148707606985	-0.2698338461061937
